x [pixel];y [pixel];x-displacement [pixel];y-displacement [pixel];Displacement [pixel];Transverse strain Exx - GL [S];Axial strain Eyy - GL [S];Shear strain Exy - GL [S]
655;655;7.65364;-211.777;211.915;-0.0930998;0.201017;0.0241808
678;655;5.30496;-213.783;213.848;-0.0628422;0.277112;0.086424
701;655;4.61941;-213.775;213.825;-0.0244636;0.223291;0.0981759
724;655;4.1647;-214.053;214.094;-0.0155177;0.202928;0.0879299
747;655;3.89947;-213.99;214.025;-0.00779471;0.19141;0.086227
770;655;3.80386;-213.771;213.804;0.00148675;0.183862;0.072203
793;655;3.96779;-214.033;214.07;0.000421254;0.185843;0.0583078
816;655;3.82291;-213.945;213.979;-0.00712923;0.186504;0.055496
839;655;3.63866;-214.027;214.057;-0.00748482;0.195487;0.047878
862;655;3.47666;-214.188;214.216;-0.000829964;0.195775;0.0504648
885;655;3.60031;-213.906;213.936;-0.00288116;0.166742;0.0397185
908;655;3.34383;-214.089;214.115;-0.00532117;0.169951;0.0294806
931;655;3.35188;-214.43;214.456;-0.0029914;0.178055;0.0252344
954;655;3.20538;-214.331;214.355;-0.00843838;0.161783;0.0262443
977;655;2.96202;-214.372;214.392;-0.00452499;0.167645;0.0242403
1000;655;2.99673;-214.376;214.397;0.00115736;0.167872;0.0199349
1023;655;3.0147;-214.592;214.613;-0.00184994;0.172378;0.0117321
1046;655;2.90991;-214.765;214.784;-0.0036855;0.184946;0.00820096
1069;655;2.84418;-214.842;214.861;0.00295591;0.179309;0.011168
1092;655;3.04485;-214.487;214.509;0.0013944;0.165614;0.00816818
1115;655;2.90544;-214.331;214.35;-0.00320509;0.149405;0.00287995
1138;655;2.89702;-214.367;214.386;-0.00071934;0.144846;0.00126413
1161;655;2.87199;-214.152;214.171;-0.00675403;0.140536;-0.00345669
1184;655;2.58523;-214.301;214.316;-0.00273289;0.151447;-0.00698998
1207;655;2.74497;-214.473;214.491;0.00471355;0.160001;-0.0142533
1230;655;2.80083;-214.558;214.576;0.00337209;0.155021;-0.0157005
