x [pixel];y [pixel];x-displacement [pixel];y-displacement [pixel];Displacement [pixel];Transverse strain Exx - GL [S];Axial strain Eyy - GL [S];Shear strain Exy - GL [S]
655;655;7.51702;-206.318;206.455;-0.0908519;0.19484;0.0235969
678;655;5.22995;-208.281;208.347;-0.0614876;0.268249;0.0836394
701;655;4.54977;-208.31;208.36;-0.024578;0.217386;0.0946887
724;655;4.08395;-208.604;208.644;-0.0159964;0.197983;0.0855244
747;655;3.80749;-208.514;208.549;-0.00783997;0.18583;0.0845815
770;655;3.72082;-208.292;208.325;0.00179552;0.17892;0.07033
793;655;3.88998;-208.569;208.605;0.000804731;0.183215;0.0568794
816;655;3.75754;-208.452;208.486;-0.00675195;0.180156;0.0539899
839;655;3.57831;-208.523;208.554;-0.00776057;0.187571;0.0461675
862;655;3.39851;-208.695;208.723;-0.00135315;0.190472;0.048491
885;655;3.51598;-208.461;208.491;-0.0028195;0.162439;0.0383492
908;655;3.26861;-208.654;208.68;-0.00511412;0.16458;0.0286924
931;655;3.27688;-209.006;209.032;-0.00281886;0.173753;0.0240587
954;655;3.138;-208.918;208.941;-0.0081873;0.161407;0.0260513
977;655;2.89861;-208.907;208.927;-0.00456805;0.164281;0.024032
1000;655;2.92738;-208.946;208.966;0.00112549;0.165142;0.0192667
1023;655;2.9497;-209.152;209.173;-0.00187547;0.169683;0.0122968
1046;655;2.83994;-209.262;209.281;-0.00377759;0.176872;0.009431
1069;655;2.77534;-209.305;209.324;0.00250458;0.17156;0.0109254
1092;655;2.95422;-208.993;209.013;0.00113376;0.160131;0.00812236
1115;655;2.82509;-208.837;208.856;-0.00286629;0.144687;0.00305933
1138;655;2.82207;-208.889;208.908;-0.000359359;0.141686;7.59284e-05
1161;655;2.80842;-208.728;208.747;-0.00641433;0.138123;-0.00384233
1184;655;2.52604;-208.852;208.868;-0.00306643;0.147082;-0.00641656
1207;655;2.66641;-208.988;209.005;0.00439288;0.152556;-0.0135046
1230;655;2.72713;-209.076;209.094;0.00349273;0.148598;-0.015661
1253;655;2.82581;-209.29;209.309;0.00209844;0.146149;-0.0228897
1276;655;2.82061;-209.598;209.617;-0.000503221;0.14968;-0.0276203
1299;655;2.80097;-209.684;209.703;-0.0040932;0.148683;-0.0237451
1322;655;2.63193;-209.584;209.601;-0.000400607;0.130242;-0.0243735
1345;655;2.78252;-209.723;209.742;0.00474709;0.130136;-0.0294658
1368;655;2.84959;-209.719;209.738;-0.000344223;0.134943;-0.0380144
1391;655;2.76652;-209.844;209.862;4.3e-05;0.135904;-0.0414338
1414;655;2.85032;-210.058;210.078;-0.00127494;0.136523;-0.0416242
1437;655;2.70782;-209.888;209.905;-0.0164413;0.134061;-0.0353141
1460;655;2.08478;-209.545;209.556;0.000185211;0.117158;-0.0350435
1483;655;2.71607;-209.732;209.75;0.0101881;0.11748;-0.0591623
1506;655;2.54812;-210.069;210.084;-0.00554444;0.137752;-0.0579052
1529;655;2.45968;-209.974;209.988;0.00612165;0.136959;-0.0641158
1552;655;2.82878;-209.984;210.003;0.00411573;0.139912;-0.0810079
1575;655;2.64854;-210.059;210.076;-0.00947959;0.169899;-0.0895408
1598;655;2.39038;-209.83;209.843;-0.0284146;0.192746;-0.0921994
1621;655;1.30985;-209.002;209.006;-0.0452284;0.275554;-0.0979042
655;678;11.2673;-202.465;202.779;-0.0263326;0.251137;0.0693122
678;678;10.6383;-203.289;203.567;-0.0429968;0.284028;0.0838376
701;678;9.21239;-204.157;204.365;-0.051018;0.241288;0.0759735
724;678;8.20402;-204.744;204.908;-0.0354486;0.228984;0.0784696
747;678;7.54655;-204.838;204.977;-0.0262198;0.222995;0.0808045
770;678;6.98164;-204.69;204.809;-0.0204171;0.206478;0.0701673
793;678;6.59757;-204.82;204.926;-0.0161766;0.203972;0.0590299
816;678;6.23136;-204.741;204.836;-0.0158601;0.201587;0.0574213
839;678;5.86181;-204.649;204.733;-0.0137266;0.202955;0.0518019
862;678;5.59554;-204.757;204.833;-0.0129321;0.199836;0.0424922
885;678;5.26131;-205.045;205.112;-0.0147365;0.186283;0.0334525
908;678;4.91054;-205.188;205.247;-0.0155389;0.188028;0.0322061
931;678;4.53993;-205.337;205.387;-0.0134021;0.191703;0.025146
954;678;4.28886;-205.49;205.534;-0.0111176;0.188163;0.0256246
977;678;4.02557;-205.42;205.46;-0.00725657;0.191092;0.0259626
1000;678;3.9538;-205.438;205.476;-0.00706028;0.188076;0.0196871
1023;678;3.69948;-205.544;205.578;-0.0127207;0.190425;0.0144335
1046;678;3.36483;-205.506;205.534;-0.0124932;0.192405;0.0110999
1069;678;3.12102;-205.652;205.676;-0.00663144;0.189057;0.00786737
1092;678;3.05873;-205.565;205.588;-0.00463848;0.179123;0.00455057
1115;678;2.90711;-205.72;205.741;-0.00637242;0.172956;-0.00109295
1138;678;2.76387;-205.833;205.852;-0.00644217;0.173109;-0.00313402
1161;678;2.6098;-205.745;205.762;-0.00833736;0.167041;-0.00407818
1184;678;2.37851;-205.688;205.701;-0.0094016;0.173187;-0.00693325
1207;678;2.17526;-205.717;205.729;-0.00428662;0.17671;-0.0140731
1230;678;2.18047;-205.886;205.898;-0.00222766;0.17354;-0.0203699
1253;678;2.07059;-206.155;206.165;-0.00873422;0.174191;-0.0276682
1276;678;1.77402;-206.401;206.408;-0.00806496;0.174287;-0.0294854
1299;678;1.69671;-206.51;206.517;-0.00520888;0.172727;-0.0309668
1322;678;1.53217;-206.785;206.791;-0.00403802;0.168146;-0.0356854
1345;678;1.50862;-206.935;206.94;-0.0078859;0.167267;-0.0353835
1368;678;1.16792;-206.855;206.859;-0.00989075;0.169527;-0.0403288
1391;678;1.05137;-206.962;206.965;-0.00452871;0.165946;-0.0448131
1414;678;0.958001;-207.177;207.179;-0.0062479;0.17155;-0.0461277
1437;678;0.762955;-207.06;207.062;-0.0123324;0.17268;-0.0496874
1460;678;0.386991;-207.049;207.049;-0.0098176;0.161134;-0.0534157
1483;678;0.308545;-207.286;207.287;-0.00824244;0.162227;-0.0631794
1506;678;0.00594978;-207.218;207.218;-0.0178282;0.17886;-0.0643359
1529;678;-0.519107;-207.186;207.186;-0.0181091;0.179278;-0.0743812
1552;678;-0.834752;-207.223;207.225;-0.0231568;0.188326;-0.0823359
1575;678;-1.5988;-206.778;206.784;-0.0375602;0.212032;-0.0855569
1598;678;-2.60757;-206.223;206.239;-0.0586828;0.250785;-0.0753641
1621;678;-4.4752;-203.947;203.996;-0.0730118;0.383341;-0.0512897
655;701;16.1249;-196.598;197.258;-0.0264312;0.304834;0.0677124
678;701;15.4863;-197.6;198.205;-0.0483513;0.295559;0.058674
701;701;13.7746;-199.065;199.541;-0.0634556;0.281574;0.0580872
724;701;12.4175;-199.69;200.075;-0.0506293;0.274542;0.071893
747;701;11.3786;-199.72;200.044;-0.0451523;0.261015;0.0683227
770;701;10.2902;-200.009;200.273;-0.0405096;0.246084;0.0582013
793;701;9.4723;-200.273;200.497;-0.0293086;0.238906;0.0582517
816;701;8.92122;-200.208;200.407;-0.0224134;0.233684;0.0557698
839;701;8.42939;-200.197;200.374;-0.0233732;0.230731;0.0477658
862;701;7.83251;-200.455;200.608;-0.0273148;0.225633;0.0394234
885;701;7.15253;-200.692;200.819;-0.0258511;0.222857;0.0333964
908;701;6.62626;-200.798;200.908;-0.0251367;0.223672;0.0303757
931;701;5.98047;-200.969;201.058;-0.021609;0.219142;0.0285554
954;701;5.62078;-201.009;201.088;-0.0158825;0.222819;0.0294557
977;701;5.24389;-200.877;200.946;-0.0155849;0.225036;0.0238148
1000;701;4.8982;-201.02;201.079;-0.0186754;0.220436;0.0150472
1023;701;4.37601;-201.116;201.164;-0.0192835;0.222218;0.0134792
1046;701;4.00226;-201.142;201.182;-0.0172864;0.216616;0.00980674
1069;701;3.57343;-201.31;201.342;-0.0118136;0.217411;0.00536611
1092;701;3.45494;-201.385;201.414;-0.0115948;0.21465;0.0038959
1115;701;3.03665;-201.471;201.494;-0.019238;0.21979;-0.00146107
1138;701;2.56112;-201.517;201.533;-0.0167229;0.217638;-0.00497193
1161;701;2.26067;-201.6;201.612;-0.015355;0.214228;-0.00629007
1184;701;1.84927;-201.481;201.49;-0.0142963;0.21163;-0.0102976
1207;701;1.59813;-201.484;201.49;-0.0106208;0.208247;-0.0161905
1230;701;1.35754;-201.704;201.709;-0.0158711;0.214953;-0.0220396
1253;701;0.860152;-201.911;201.913;-0.0183734;0.218873;-0.0287749
1276;701;0.501407;-202.229;202.23;-0.0102236;0.213183;-0.0312422
1299;701;0.385003;-202.382;202.382;-0.0145322;0.211532;-0.0311519
