Time,Displacement,Force
"7.1520","2.8386","4.7301"
"7.1920","2.8543","4.7553"
"7.2570","2.8800","4.7808"
"7.2940","2.8954","4.8059"
"7.3410","2.9142","4.8314"
"7.3980","2.9368","4.8569"
"7.4340","2.9513","4.8822"
"7.4920","2.9750","4.9072"
"7.5390","2.9928","4.9329"
"7.5860","3.0121","4.9580"
"7.6350","3.0318","4.9834"
"7.6840","3.0507","5.0084"
"7.7320","3.0705","5.0337"
"7.7790","3.0892","5.0588"
"7.8280","3.1088","5.0841"
"7.8710","3.1263","5.1098"
"7.9380","3.1524","5.1354"
"7.9680","3.1651","5.1609"
"8.0210","3.1861","5.1862"
"8.0830","3.2103","5.2118"
"8.1110","3.2220","5.2372"
"8.1760","3.2482","5.2624"
"8.2140","3.2634","5.2877"
"8.2760","3.2879","5.3133"
"8.3330","3.3107","5.3384"
"8.3680","3.3246","5.3635"
"8.4210","3.3460","5.3887"
"8.4720","3.3664","5.4139"
"8.5230","3.3865","5.4393"
"8.5570","3.4006","5.4649"
"8.6190","3.4251","5.4903"
"8.6710","3.4458","5.5155"
"8.7060","3.4602","5.5411"
"8.7710","3.4856","5.5669"
"8.8180","3.5049","5.5920"
"8.8720","3.5265","5.6171"
"8.9090","3.5415","5.6423"
"8.9640","3.5638","5.6673"
"9.0240","3.5868","5.6929"
"9.0780","3.6090","5.7181"
"9.1150","3.6237","5.7433"
"9.1800","3.6489","5.7685"
"9.2160","3.6642","5.7939"
"9.2810","3.6898","5.8193"
"9.3210","3.7060","5.8444"
"9.3640","3.7233","5.8696"
"9.4330","3.7504","5.8952"
"9.4650","3.7639","5.9206"
"9.5260","3.7881","5.9458"
"9.5750","3.8074","5.9711"
"9.6180","3.8250","5.9964"
"9.6750","3.8481","6.0216"
"9.7240","3.8674","6.0469"
"9.7780","3.8888","6.0720"
"9.8450","3.9151","6.0972"
"9.8840","3.9313","6.1228"
"9.9290","3.9491","6.1480"
"9.9910","3.9739","6.1732"
"10.0330","3.9907","6.1983"
"10.0860","4.0124","6.2235"
"10.1340","4.0312","6.2487"
"10.1920","4.0544","6.2742"
"10.2470","4.0763","6.2993"
"10.2940","4.0952","6.3246"
"10.3420","4.1147","6.3498"
"10.3970","4.1364","6.3751"
"10.4520","4.1585","6.4006"
"10.5120","4.1823","6.4258"
"10.5560","4.2000","6.4513"
"10.6020","4.2183","6.4763"
"10.6690","4.2445","6.5020"
"10.7080","4.2607","6.5271"
"10.7610","4.2824","6.5522"
"10.8130","4.3026","6.5781"
"10.8610","4.3221","6.6032"
"10.9280","4.3486","6.6284"
"10.9670","4.3646","6.6534"
"11.0190","4.3852","6.6787"
"11.0800","4.4095","6.7041"
"11.1270","4.4288","6.7292"
"11.1810","4.4504","6.7543"
"11.2310","4.4704","6.7797"
"11.2810","4.4904","6.8047"
"11.3500","4.5171","6.8300"
"11.3920","4.5344","6.8554"
"11.4500","4.5578","6.8806"
"11.4980","4.5765","6.9061"
"11.5510","4.5979","6.9311"
"11.6070","4.6204","6.9562"
"11.6540","4.6393","6.9817"
"11.7040","4.6595","7.0067"
"11.7670","4.6842","7.0321"
"11.8130","4.7029","7.0574"
"11.8800","4.7295","7.0824"
"11.9230","4.7469","7.1079"
"11.9680","4.7652","7.1336"
"12.0390","4.7931","7.1592"
"12.0910","4.8140","7.1844"
"12.1530","4.8385","7.2097"
"12.1920","4.8541","7.2347"
"12.2500","4.8777","7.2603"
"12.3020","4.8982","7.2856"
"12.3620","4.9225","7.3108"
"12.4090","4.9416","7.3359"
"12.4600","4.9616","7.3615"
"12.5140","4.9832","7.3868"
"12.5810","5.0095","7.4124"
"12.6210","5.0261","7.4376"
"12.6910","5.0542","7.4629"
"12.7300","5.0699","7.4881"
"12.7860","5.0923","7.5131"
"12.8520","5.1178","7.5385"
"12.9020","5.1383","7.5637"
"12.9500","5.1576","7.5890"
"13.0100","5.1813","7.6141"
"13.0540","5.1994","7.6397"
"13.1190","5.2250","7.6648"
"13.1730","5.2470","7.6899"
"13.2300","5.2701","7.7149"
"13.2840","5.2910","7.7403"
"13.3310","5.3103","7.7655"
"13.3920","5.3343","7.7908"
"13.4430","5.3550","7.8162"
"13.5080","5.3809","7.8413"
"13.5560","5.4002","7.8663"
"13.6130","5.4227","7.8918"
"13.6740","5.4465","7.9173"
"13.7210","5.4660","7.9427"
"13.7830","5.4908","7.9679"
"13.8360","5.5120","7.9933"
"13.8760","5.5284","8.0183"
"13.9510","5.5577","8.0436"
"13.9990","5.5772","8.0687"
"14.0590","5.6015","8.0937"
"14.1100","5.6216","8.1191"
"14.1720","5.6469","8.1443"
"14.2230","5.6669","8.1697"
"14.2770","5.6887","8.1952"
"14.3420","5.7139","8.2205"
"14.3870","5.7327","8.2455"
"14.4410","5.7540","8.2707"
"14.5060","5.7795","8.2963"
"14.5510","5.7982","8.3215"
"14.6220","5.8263","8.3466"
"14.6750","5.8476","8.3718"
"14.7360","5.8721","8.3969"
"14.7760","5.8879","8.4220"
"14.8400","5.9140","8.4471"
"14.8970","5.9363","8.4722"
"14.9570","5.9606","8.4972"
"15.0200","5.9854","8.5224"
"15.0730","6.0069","8.5477"
"15.1140","6.0233","8.5727"
"15.1820","6.0497","8.5983"
"15.2290","6.0693","8.6236"
"15.3000","6.0972","8.6492"
"15.3500","6.1176","8.6747"
"15.4190","6.1452","8.6997"
"15.4570","6.1601","8.7249"
"15.5190","6.1854","8.7504"
"15.5800","6.2093","8.7759"
"15.6320","6.2308","8.8010"
"15.6970","6.2565","8.8261"
"15.7570","6.2807","8.8517"
"15.8050","6.3002","8.8769"
"15.8650","6.3235","8.9022"
"15.9210","6.3460","8.9274"
"15.9830","6.3705","8.9526"
"16.0360","6.3920","8.9777"
"16.0980","6.4170","9.0029"
"16.1510","6.4382","9.0282"
"16.2100","6.4621","9.0535"
"16.2760","6.4878","9.0788"
"16.3200","6.5058","9.1042"
"16.3870","6.5323","9.1293"
"16.4410","6.5543","9.1545"
"16.5070","6.5807","9.1796"
"16.5600","6.6017","9.2050"
"16.6170","6.6246","9.2303"
"16.6800","6.6489","9.2560"
"16.7340","6.6713","9.2810"
"16.7980","6.6963","9.3061"
"16.8500","6.7178","9.3312"
"16.9040","6.7397","9.3563"
"16.9660","6.7641","9.3816"
"17.0200","6.7858","9.4071"
"17.0890","6.8129","9.4323"
"17.1380","6.8332","9.4574"
"17.2130","6.8628","9.4826"
"17.2520","6.8787","9.5077"
"17.3320","6.9102","9.5330"
"17.3750","6.9274","9.5580"
"17.4370","6.9522","9.5831"
"17.4930","6.9745","9.6083"
"17.5540","6.9994","9.6339"
"17.6180","7.0247","9.6595"
"17.6810","7.0499","9.6850"
"17.7470","7.0762","9.7103"
"17.7900","7.0937","9.7354"
"17.8510","7.1182","9.7605"
"17.9060","7.1400","9.7861"
"17.9660","7.1646","9.8113"
"18.0320","7.1900","9.8366"
"18.0960","7.2157","9.8618"
"18.1580","7.2404","9.8871"
"18.2110","7.2619","9.9127"
"18.2740","7.2873","9.9378"
"18.3330","7.3107","9.9631"
"18.3710","7.3264","9.9887"
"18.4510","7.3577","10.0138"
"18.5040","7.3792","10.0391"
"18.5730","7.4068","10.0641"
"18.6220","7.4267","10.0893"
"18.6900","7.4540","10.1145"
"18.7500","7.4775","10.1397"
"18.8050","7.5002","10.1649"
"18.8730","7.5266","10.1902"
"18.9310","7.5500","10.2154"
"19.0030","7.5784","10.2408"
"19.0520","7.5986","10.2660"
"19.1260","7.6276","10.2911"
"19.1790","7.6492","10.3165"
"19.2560","7.6795","10.3420"
"19.3060","7.7003","10.3670"
"19.3720","7.7268","10.3920"
"19.4390","7.7533","10.4171"
"19.4930","7.7754","10.4422"
"19.5610","7.8022","10.4672"
"19.6150","7.8236","10.4928"
"19.6880","7.8523","10.5178"
"19.7400","7.8736","10.5431"
"19.8090","7.9009","10.5682"
"19.8640","7.9232","10.5933"
"19.9390","7.9528","10.6185"
"19.9980","7.9770","10.6439"
"20.0660","8.0040","10.6691"
"20.1220","8.0266","10.6945"
"20.1870","8.0527","10.7196"
"20.2530","8.0789","10.7447"
"20.2990","8.0977","10.7698"
"20.3700","8.1255","10.7951"
"20.4290","8.1490","10.8203"
"20.4940","8.1748","10.8456"
"20.5510","8.1981","10.8711"
"20.6190","8.2252","10.8965"
"20.6870","8.2522","10.9216"
"20.7440","8.2751","10.9466"
"20.8050","8.2998","10.9719"
"20.8660","8.3243","10.9969"
"20.9280","8.3488","11.0222"
"20.9780","8.3696","11.0473"
"21.0490","8.3973","11.0725"
"21.1110","8.4220","11.0977"
"21.1800","8.4489","11.1232"
"21.2330","8.4710","11.1483"
"21.3000","8.4973","11.1736"
"21.3590","8.5213","11.1988"
"21.4280","8.5486","11.2240"
"21.4870","8.5727","11.2494"
"21.5360","8.5925","11.2744"
"21.6080","8.6208","11.2999"
"21.6550","8.6402","11.3250"
"21.7300","8.6696","11.3503"
"21.7910","8.6942","11.3757"
"21.8610","8.7215","11.4010"
"21.9190","8.7452","11.4263"
"21.9870","8.7721","11.4516"
"22.0430","8.7948","11.4771"
"22.1120","8.8223","11.5021"
"22.1750","8.8477","11.5272"
"22.2430","8.8747","11.5525"
"22.2960","8.8962","11.5778"
"22.3700","8.9257","11.6028"
"22.4220","8.9466","11.6279"
"22.5060","8.9803","11.6530"
"22.5510","8.9979","11.6781"
"22.6120","9.0224","11.7032"
"22.6810","9.0493","11.7284"
"22.7400","9.0737","11.7536"
"22.8100","9.1013","11.7789"
"22.8630","9.1230","11.8044"
"22.9440","9.1550","11.8295"
"22.9960","9.1760","11.8548"
"23.0730","9.2066","11.8801"
"23.1210","9.2262","11.9055"
"23.2000","9.2576","11.9307"
"23.2580","9.2809","11.9557"
"23.3270","9.3085","11.9810"
"23.3790","9.3292","12.0061"
"23.4460","9.3561","12.0311"
"23.5210","9.3858","12.0563"
"23.5690","9.4056","12.0813"
"23.6430","9.4351","12.1065"
"23.7010","9.4582","12.1319"
"23.7740","9.4869","12.1570"
"23.8380","9.5130","12.1822"
"23.9010","9.5379","12.2079"
"23.9690","9.5657","12.2334"
"24.0380","9.5925","12.2589"
"24.1030","9.6187","12.2843"
"24.1750","9.6469","12.3093"
"24.2240","9.6673","12.3347"
"24.3010","9.6978","12.3600"
"24.3580","9.7210","12.3852"
"24.4370","9.7520","12.4105"
"24.4910","9.7743","12.4356"
"24.5640","9.8031","12.4608"
"24.6190","9.8253","12.4862"
"24.6850","9.8520","12.5113"
"24.7590","9.8813","12.5363"
"24.8100","9.9022","12.5613"
"24.8880","9.9328","12.5865"
"24.9450","9.9555","12.6116"
"25.0130","9.9825","12.6370"
"25.0700","10.0061","12.6620"
"25.1350","10.0317","12.6873"
"25.2090","10.0617","12.7123"
"25.2710","10.0859","12.7375"
"25.3420","10.1146","12.7627"
"25.4090","10.1411","12.7878"
"25.4630","10.1633","12.8131"
"25.5410","10.1937","12.8381"
"25.6010","10.2178","12.8632"
"25.6780","10.2479","12.8887"
"25.7260","10.2682","12.9138"
"25.8040","10.2990","12.9388"
"25.8660","10.3240","12.9643"
"25.9380","10.3526","12.9896"
"26.0070","10.3804","13.0150"
"26.0770","10.4083","13.0402"
"26.1280","10.4291","13.0652"
"26.2110","10.4620","13.0904"
"26.2660","10.4840","13.1155"
"26.3480","10.5162","13.1409"
"26.4020","10.5384","13.1659"
"26.4730","10.5668","13.1912"
"26.5400","10.5935","13.2164"
"26.6040","10.6192","13.2415"
"26.6750","10.6477","13.2667"
"26.7490","10.6771","13.2918"
"26.8010","10.6983","13.3169"
"26.8810","10.7299","13.3421"
"26.9300","10.7499","13.3671"
"27.0220","10.7861","13.3922"
"27.0700","10.8058","13.4172"
"27.1520","10.8381","13.4426"
"27.2090","10.8609","13.4676"
"27.2820","10.8902","13.4930"
"27.3430","10.9150","13.5181"
"27.4010","10.9387","13.5433"
"27.4770","10.9686","13.5686"
"27.5450","10.9959","13.5937"
"27.6030","11.0190","13.6188"
"27.6830","11.0511","13.6441"
"27.7310","11.0703","13.6691"
"27.8150","11.1041","13.6943"
"27.8740","11.1270","13.7195"
"27.9440","11.1553","13.7448"
"28.0140","11.1833","13.7699"
"28.0750","11.2081","13.7953"
"28.1480","11.2372","13.8204"
"28.2090","11.2614","13.8456"
"28.2800","11.2896","13.8711"
"28.3530","11.3192","13.8961"
"28.4090","11.3412","13.9213"
"28.4830","11.3713","13.9468"
"28.5530","11.3986","13.9721"
"28.6180","11.4249","13.9973"
"28.6890","11.4528","14.0225"
"28.7510","11.4784","14.0477"
"28.8360","11.5122","14.0730"
"28.9240","11.5472","14.0980"
"28.9710","11.5661","14.1233"
"29.0510","11.5983","14.1485"
"29.1120","11.6226","14.1736"
"29.1860","11.6523","14.1986"
"29.2600","11.6817","14.2238"
"29.3210","11.7062","14.2489"
"29.3950","11.7354","14.2740"
"29.4580","11.7608","14.2992"
"29.5260","11.7878","14.3244"
"29.6060","11.8200","14.3497"
"29.6590","11.8415","14.3749"
"29.7410","11.8739","14.4001"
"29.8020","11.8987","14.4253"
"29.8730","11.9269","14.4505"
"29.9420","11.9546","14.4757"
"30.0170","11.9842","14.5008"
"30.0810","12.0100","14.5260"
"30.1580","12.0404","14.5511"
"30.2070","12.0603","14.5761"
"30.2930","12.0945","14.6011"
"30.3450","12.1156","14.6263"
"30.4280","12.1485","14.6517"
"30.5010","12.1779","14.6768"
"30.5590","12.2015","14.7020"
"30.6270","12.2287","14.7273"
"30.7010","12.2580","14.7524"
"30.7680","12.2848","14.7775"
"30.8510","12.3175","14.8030"
"30.9080","12.3407","14.8280"
"30.9780","12.3687","14.8534"
"31.0450","12.3956","14.8788"
"31.1130","12.4228","14.9040"
"31.1890","12.4529","14.9290"
"31.2600","12.4812","14.9543"
"31.3250","12.5076","14.9797"
"31.3990","12.5373","15.0048"
"31.4570","12.5607","15.0299"
"31.5340","12.5911","15.0551"
"31.6030","12.6186","15.0802"
"31.6750","12.6468","15.1054"
"31.7420","12.6746","15.1306"
"31.8140","12.7029","15.1560"
"31.8760","12.7284","15.1815"
"31.9570","12.7603","15.2066"
"32.0200","12.7857","15.2318"
"32.1000","12.8174","15.2571"
"32.1670","12.8449","15.2822"
"32.2320","12.8707","15.3073"
"32.3130","12.9034","15.3326"
"32.3760","12.9279","15.3579"
"32.4500","12.9576","15.3829"
"32.5190","12.9851","15.4079"
"32.5850","13.0120","15.4330"
"32.6620","13.0428","15.4582"
"32.7360","13.0722","15.4833"
"32.7930","13.0949","15.5084"
"32.8760","13.1281","15.5335"
"32.9340","13.1514","15.5588"
"33.0190","13.1850","15.5841"
"33.0910","13.2138","15.6094"
"33.1590","13.2408","15.6344"
"33.2230","13.2670","15.6598"
"33.3060","13.2996","15.6852"
"33.3630","13.3227","15.7103"
"33.4470","13.3560","15.7358"
"33.5140","13.3831","15.7610"
"33.5870","13.4122","15.7864"
"33.6530","13.4395","15.8114"
"33.7200","13.4657","15.8369"
"33.7920","13.4947","15.8622"
"33.8690","13.5250","15.8874"
"33.9350","13.5514","15.9126"
"34.0140","13.5831","15.9377"
"34.0740","13.6076","15.9627"
"34.1570","13.6405","15.9880"
"34.2390","13.6733","16.0132"
"34.3010","13.6981","16.0384"
"34.3750","13.7276","16.0635"
"34.4450","13.7558","16.0885"
"34.5210","13.7857","16.1139"
"34.5890","13.8132","16.1392"
"34.6730","13.8460","16.1644"
"34.7230","13.8669","16.1896"
"34.8040","13.8989","16.2149"
"34.8670","13.9246","16.2399"
"34.9460","13.9555","16.2652"
"35.0250","13.9878","16.2904"
"35.1000","14.0175","16.3156"
"35.1630","14.0434","16.3407"
"35.2440","14.0756","16.3659"
"35.3050","14.1001","16.3909"
"35.3770","14.1284","16.4160"
"35.4570","14.1605","16.4413"
"35.5240","14.1873","16.4666"
"35.6020","14.2183","16.4917"
"35.6840","14.2512","16.5169"
"35.7520","14.2780","16.5420"
"35.8170","14.3047","16.5671"
"35.8950","14.3355","16.5923"
"35.9560","14.3602","16.6176"
"36.0410","14.3939","16.6432"
"36.1150","14.4236","16.6686"
"36.1840","14.4506","16.6936"
"36.2610","14.4822","16.7189"
"36.3250","14.5075","16.7440"
"36.3950","14.5363","16.7692"
"36.4810","14.5703","16.7945"
"36.5520","14.5988","16.8196"
"36.6200","14.6258","16.8449"
"36.7000","14.6577","16.8703"
"36.7670","14.6845","16.8954"
"36.8460","14.7155","16.9210"
"36.9250","14.7473","16.9465"
"36.9880","14.7726","16.9717"
"37.0570","14.8007","16.9970"
"37.1400","14.8337","17.0221"
"37.2030","14.8590","17.0472"
"37.2850","14.8916","17.0725"
"37.3690","14.9254","17.0977"
"37.4270","14.9485","17.1228"
"37.5080","14.9809","17.1482"
"37.5820","15.0104","17.1732"
"37.6570","15.0398","17.1983"
"37.7240","15.0672","17.2237"
"37.8050","15.0993","17.2488"
"37.8650","15.1238","17.2741"
"37.9510","15.1578","17.2995"
"38.0200","15.1858","17.3248"
"38.0930","15.2147","17.3502"
"38.1720","15.2471","17.3754"
"38.2370","15.2728","17.4006"
"38.3150","15.3040","17.4258"
"38.3970","15.3363","17.4508"
"38.4680","15.3646","17.4760"
"38.5430","15.3946","17.5012"
"38.6240","15.4270","17.5264"
"38.6900","15.4536","17.5516"
"38.7640","15.4829","17.5769"
"38.8340","15.5115","17.6020"
"38.9040","15.5391","17.6276"
"38.9770","15.5691","17.6530"
"39.0670","15.6045","17.6780"
"39.1430","15.6348","17.7030"
"39.2120","15.6619","17.7284"
"39.2940","15.6948","17.7535"
"39.3510","15.7184","17.7787"
"39.4370","15.7521","17.8038"
"39.5150","15.7838","17.8290"
"39.5840","15.8111","17.8543"
"39.6540","15.8397","17.8796"
"39.7480","15.8771","17.9047"
"39.8190","15.9056","17.9298"
"39.8880","15.9328","17.9549"
"39.9750","15.9674","17.9799"
"40.0350","15.9915","18.0051"
"40.1160","16.0236","18.0306"
"40.1940","16.0552","18.0559"
"40.2620","16.0822","18.0811"
"40.3360","16.1121","18.1066"
"40.4170","16.1446","18.1317"
"40.4790","16.1701","18.1570"
"40.5620","16.2026","18.1820"
"40.6530","16.2386","18.2070"
"40.7110","16.2617","18.2323"
"40.7920","16.2942","18.2574"
"40.8670","16.3245","18.2826"
"40.9390","16.3529","18.3076"
"41.0090","16.3812","18.3330"
"41.0960","16.4158","18.3581"
"41.1550","16.4402","18.3834"
"41.2370","16.4729","18.4084"
"41.3300","16.5096","18.4336"
"41.3980","16.5367","18.4588"
"41.4710","16.5659","18.4838"
"41.5470","16.5964","18.5090"
"41.6170","16.6242","18.5341"
"41.6900","16.6537","18.5596"
"41.7780","16.6884","18.5849"
"41.8470","16.7165","18.6100"
"41.9220","16.7465","18.6353"
"42.0080","16.7810","18.6605"
"42.0780","16.8089","18.6858"
"42.1550","16.8393","18.7108"
"42.2310","16.8700","18.7360"
"42.3100","16.9012","18.7612"
"42.3680","16.9247","18.7864"
"42.4590","16.9612","18.8118"
"42.5260","16.9880","18.8372"
"42.6020","17.0185","18.8622"
"42.6880","17.0529","18.8873"
"42.7480","17.0773","18.9123"
"42.8350","17.1115","18.9375"
"42.9180","17.1446","18.9627"
"42.9980","17.1764","18.9880"
"43.0530","17.1991","19.0133"
"43.1350","17.2317","19.0385"
"43.2090","17.2615","19.0637"
"43.2820","17.2903","19.0888"
"43.3740","17.3273","19.1141"
"43.4500","17.3578","19.1391"
"43.5240","17.3869","19.1645"
"43.6000","17.4175","19.1896"
"43.6830","17.4501","19.2148"
"43.7400","17.4739","19.2401"
"43.8250","17.5076","19.2652"
"43.9220","17.5465","19.2903"
"43.9740","17.5675","19.3154"
"44.0610","17.6022","19.3409"
"44.1380","17.6329","19.3661"
"44.2090","17.6613","19.3911"
"44.2850","17.6916","19.4165"
"44.3680","17.7245","19.4419"
"44.4340","17.7511","19.4672"
"44.4550","17.7597","19.4681"
