x [pixel];y [pixel];x-displacement [pixel];y-displacement [pixel];Displacement [pixel];Transverse strain Exx - GL [S];Axial strain Eyy - GL [S];Shear strain Exy - GL [S]
632;609;-3.58167;-33.5532;33.7439;0.00571492;0.0232387;-0.0204223
655;609;-3.50325;-35.1131;35.2875;0.00199667;0.0172194;-0.00143575
678;609;-3.52143;-35.2576;35.433;0.0023758;0.0165919;0.013124
701;609;-3.39428;-35.2447;35.4077;-0.000184912;0.0199879;0.00850472
724;609;-3.53025;-35.4271;35.6026;-0.00218859;0.0247968;0.0112697
747;609;-3.49579;-35.5013;35.673;0.00270945;0.0307974;0.0145587
770;609;-3.40586;-35.3427;35.5064;0.00129155;0.0267963;0.0144605
793;609;-3.43677;-35.3207;35.4875;0.000893711;0.0252652;0.0142868
816;609;-3.36492;-35.2252;35.3855;0.00678403;0.0202307;0.0115704
839;609;-3.12591;-35.2005;35.339;0.00475749;0.0155813;0.00694755
862;609;-3.1466;-35.215;35.3553;0.00126177;0.0180195;0.00789515
885;609;-3.06801;-35.1032;35.237;0.00398762;0.0150709;0.00567028
908;609;-2.96353;-35.2031;35.3276;0.00594975;0.0186826;0.000198427
931;609;-2.79627;-35.4286;35.5388;0.00337224;0.0275054;0.00275232
954;609;-2.80875;-35.2903;35.4019;-0.000635585;0.0284906;0.00925749
977;609;-2.82638;-35.1474;35.2608;0.00391185;0.0182918;0.00337009
1000;609;-2.62917;-35.3225;35.4202;0.000603098;0.0259083;-0.00136249
1023;609;-2.79914;-35.3613;35.4719;-0.00168379;0.0276875;0.00606202
1046;609;-2.70714;-35.1193;35.2235;0.00706173;0.0219813;0.00414963
1069;609;-2.47548;-35.4179;35.5043;0.00436027;0.0349427;0.000767281
1092;609;-2.50739;-35.3102;35.3991;-0.0017234;0.0346252;0.00564447
1115;609;-2.55513;-35.2504;35.3429;0.00200069;0.0254793;0.00310228
1138;609;-2.41551;-35.2393;35.322;0.00489878;0.0268557;0.00163763
1161;609;-2.33038;-35.1855;35.2626;0.00240044;0.0254971;0.000841665
1184;609;-2.30546;-35.092;35.1677;-0.00254666;0.0220509;-0.000161617
1207;609;-2.44776;-35.2716;35.3564;0.00394435;0.026993;0.00138327
1230;609;-2.12473;-35.2743;35.3382;0.00648256;0.0228972;-0.00191604
1253;609;-2.15058;-35.1964;35.262;0.000353853;0.0260451;0.000898283
1276;609;-2.10878;-35.1011;35.1644;0.000820129;0.0236225;-0.00134145
1299;609;-2.1129;-35.1395;35.203;0.0009813;0.0217969;-0.000887374
1322;609;-2.06396;-34.9356;34.9965;0.00621228;0.0126313;-0.00193764
1345;609;-1.82804;-35.1778;35.2253;0.00336565;0.0231907;-0.00966131
1368;609;-1.9096;-35.0699;35.1219;0.00380576;0.0224116;-0.00395461
1391;609;-1.65331;-35.1988;35.2376;0.000444686;0.0263691;-0.00778723
1414;609;-1.88915;-35.0939;35.1447;-0.00307001;0.0258974;-0.00680888
1437;609;-1.79488;-35.3091;35.3547;0.00529261;0.0368151;-0.00770327
1460;609;-1.64654;-35.2301;35.2685;0.00604601;0.0292984;-0.0063102
1483;609;-1.51837;-35.0418;35.0747;-0.00218174;0.0233699;-0.00826735
1506;609;-1.7485;-34.8596;34.9034;-0.000964568;0.0149692;-0.00581223
1529;609;-1.56321;-34.8384;34.8734;0.00617559;0.0129331;-0.0130226
1552;609;-1.4653;-34.8525;34.8833;0.00374383;0.0166594;-0.0162669
1575;609;-1.39132;-34.8182;34.846;-0.00389708;0.0231735;-0.0167092
1598;609;-1.64566;-34.5901;34.6293;-0.0109481;0.0346363;-0.0155271
632;632;-2.92819;-33.0339;33.1634;0.0125219;0.0207496;-0.0187532
655;632;-2.70412;-34.7341;34.8392;0.0024599;0.0342492;-0.00105129
678;632;-2.85249;-34.8887;35.0051;-0.00460675;0.029836;0.0154382
701;632;-2.91656;-34.7943;34.9163;-0.000575803;0.0277934;0.0127535
724;632;-2.87899;-34.8727;34.9913;0.00098534;0.0316709;0.0134663
747;632;-2.87126;-34.8118;34.93;0.000981397;0.0341008;0.0143388
770;632;-2.83406;-34.7413;34.8567;0.000674196;0.0296333;0.0131958
793;632;-2.8403;-34.7543;34.8702;-0.00137089;0.0289492;0.012002
816;632;-2.89717;-34.7691;34.8896;0.00059588;0.0265125;0.0100308
839;632;-2.81299;-34.8469;34.9603;0.00138959;0.0268596;0.00821418
862;632;-2.83331;-34.8063;34.9214;-2.44351e-05;0.026404;0.00980714
885;632;-2.81419;-34.7605;34.8743;0.000948637;0.0241321;0.00687676
908;632;-2.7897;-34.778;34.8897;0.00411113;0.0256559;0.00481947
931;632;-2.62549;-34.8051;34.904;0.00572465;0.0316569;0.00561848
954;632;-2.52731;-34.6457;34.7378;-0.000653431;0.03025;0.00654473
977;632;-2.65562;-34.7311;34.8324;-0.00119052;0.0270213;0.00429675
1000;632;-2.58219;-34.7342;34.83;0.000679767;0.032478;0.00311837
1023;632;-2.62436;-34.7337;34.8327;0.00203448;0.0333796;0.00524674
1046;632;-2.48884;-34.6202;34.7095;0.00615895;0.0285697;0.00375678
1069;632;-2.34203;-34.6282;34.7073;0.00337277;0.0370752;0.00254679
1092;632;-2.33404;-34.5278;34.6066;-0.00232209;0.0349667;0.00155242
1115;632;-2.44899;-34.6719;34.7583;-0.00085957;0.0331001;0.0004254
1138;632;-2.37371;-34.6297;34.711;0.00178396;0.0325024;0.00219938
1161;632;-2.36705;-34.6064;34.6872;0.00228315;0.0315621;-0.000148519
1184;632;-2.26882;-34.5904;34.6647;0.00165147;0.0297754;1.32366e-05
1207;632;-2.29118;-34.6594;34.7351;0.000404724;0.0313023;-0.000105768
1230;632;-2.2505;-34.7539;34.8267;0.00202654;0.0316886;-0.000803801
1253;632;-2.19808;-34.605;34.6747;0.00111795;0.0308745;0.000590443
1276;632;-2.1995;-34.5642;34.6341;-0.000869688;0.0301688;-0.00360823
1299;632;-2.23812;-34.6439;34.7161;0.001442;0.0306085;-0.00350088
1322;632;-2.13329;-34.647;34.7126;0.000774518;0.026615;-0.00320198
1345;632;-2.20251;-34.6535;34.7234;0.00115763;0.0309424;-0.00535705
1368;632;-2.08015;-34.5607;34.6233;0.00443297;0.0283375;-0.00402391
1391;632;-1.99907;-34.6026;34.6603;-0.00144321;0.031215;-0.00759069
1414;632;-2.14661;-34.5072;34.5739;-0.00169345;0.0303649;-0.00545485
1437;632;-2.0772;-34.479;34.5415;0.00163021;0.0362445;-0.00832661
1460;632;-2.07173;-34.5696;34.6316;-0.000264475;0.0329874;-0.0103076
1483;632;-2.08939;-34.5173;34.5805;-0.00103569;0.0294203;-0.0112301
1506;632;-2.11942;-34.5208;34.5858;-0.00158001;0.027383;-0.0115872
1529;632;-2.16214;-34.5505;34.6181;-0.0022057;0.0289344;-0.0146088
1552;632;-2.22101;-34.4847;34.5562;-0.00292691;0.0298106;-0.0136059
1575;632;-2.29761;-34.3087;34.3856;-0.00823557;0.0340384;-0.0123528
1598;632;-2.60617;-33.8262;33.9265;-0.0131057;0.0368457;-0.00917845
632;655;-1.85586;-32.6402;32.6929;0.00823179;0.0270823;0.00284292
655;655;-1.68711;-33.5985;33.6408;-0.00343586;0.0529217;0.0064642
678;655;-2.03229;-33.9284;33.9893;-0.0118389;0.0473826;0.0147941
701;655;-2.23672;-33.9976;34.0711;-0.00525183;0.0390343;0.0158783
724;655;-2.27458;-34.0092;34.0852;-0.00166759;0.0396771;0.0148972
747;655;-2.3135;-33.9732;34.0519;0.000497189;0.0380536;0.0143271
770;655;-2.25172;-34.0132;34.0877;0.000241396;0.0375814;0.0113765
793;655;-2.30242;-34.0214;34.0992;-0.00208422;0.0364567;0.0116222
816;655;-2.3477;-34.0323;34.1132;-0.000668324;0.0373875;0.0133698
839;655;-2.33318;-33.9877;34.0677;0.000320112;0.0386463;0.0107355
862;655;-2.33297;-34.023;34.1029;-0.00285823;0.0368156;0.00903891
885;655;-2.46486;-34.0101;34.0993;-0.00311364;0.0371853;0.00778871
908;655;-2.47643;-34.0402;34.1302;0.00102082;0.0374408;0.00706449
931;655;-2.41793;-33.9963;34.0822;0.00422696;0.0381559;0.00748856
954;655;-2.28255;-33.9221;33.9988;0.00170321;0.0358051;0.00666588
977;655;-2.3397;-33.9232;34.0038;-0.00124213;0.0378765;0.00626098
1000;655;-2.33977;-33.8529;33.9337;-0.00206631;0.0376904;0.00455406
1023;655;-2.43491;-33.852;33.9394;-0.00285727;0.0395894;0.00374793
1046;655;-2.47141;-33.824;33.9141;0.0021248;0.0372182;0.00283949
1069;655;-2.3374;-33.7432;33.824;0.00332325;0.038993;0.00147721
1092;655;-2.31889;-33.7293;33.8089;-0.00159074;0.0351511;0.00102218
1115;655;-2.41063;-33.7525;33.8384;0.000823146;0.0385356;0.00108311
1138;655;-2.28105;-33.7679;33.8449;0.000568326;0.0384369;0.00114504
1161;655;-2.38449;-33.7559;33.84;0.000680819;0.0387689;0.000804295
1184;655;-2.24975;-33.7422;33.8171;0.00208107;0.0367819;-0.00134244
1207;655;-2.28897;-33.8538;33.9311;-0.000101592;0.0393243;-0.00161169
1230;655;-2.25453;-33.8392;33.9142;-5.57379e-05;0.0399837;-0.000610148
1253;655;-2.29157;-33.7976;33.8752;-0.00317504;0.0389125;-0.00227445
1276;655;-2.40093;-33.7345;33.8199;-0.00125506;0.038393;-0.00354924
1299;655;-2.34936;-33.7531;33.8347;0.00114037;0.0409389;-0.00236459
1322;655;-2.34851;-33.728;33.8097;-0.00129794;0.0415405;-0.00547274
1345;655;-2.40911;-33.7794;33.8652;0.000399038;0.0412102;-0.0060442
1368;655;-2.33019;-33.7862;33.8665;2.57172e-05;0.0377444;-0.00591784
1391;655;-2.40793;-33.7906;33.8763;-0.00410286;0.0383883;-0.00756773
1414;655;-2.51936;-33.7219;33.8159;-0.00189109;0.0354566;-0.00677624
1437;655;-2.49514;-33.6761;33.7684;-0.000785863;0.0375848;-0.00886164
1460;655;-2.55553;-33.7456;33.8422;-0.00233892;0.0392072;-0.0108372
1483;655;-2.60288;-33.7202;33.8205;-0.00490961;0.0399736;-0.0114577
1506;655;-2.78208;-33.6281;33.743;-0.00745338;0.0393663;-0.0117171
1529;655;-2.94736;-33.5464;33.6756;-0.00408039;0.0444077;-0.0140245
1552;655;-2.97028;-33.525;33.6564;-0.00596471;0.0448672;-0.0142587
1575;655;-3.22315;-33.3135;33.4691;-0.0116803;0.0472797;-0.0113589
1598;655;-3.51423;-32.962;33.1488;-0.0124588;0.0468077;-0.00824007
632;678;-0.717255;-31.8563;31.8644;-0.00106929;0.0404891;0.00815663
655;678;-0.748307;-32.4005;32.4091;-0.00705598;0.0525251;0.00666233
678;678;-1.05257;-32.7921;32.8089;-0.0131875;0.0527546;0.0104944
701;678;-1.36374;-33.0577;33.0858;-0.0103355;0.0486265;0.0137304
724;678;-1.53153;-33.1014;33.1368;-0.00403335;0.045824;0.0147919
747;678;-1.54968;-33.1117;33.148;-0.00447237;0.0429684;0.0147621
770;678;-1.73775;-33.0565;33.1021;-0.00432369;0.0442914;0.011739
793;678;-1.74901;-33.1193;33.1655;0.000794206;0.0430385;0.011268
816;678;-1.70125;-33.0953;33.139;-0.00187341;0.042693;0.0105655
839;678;-1.83526;-33.1123;33.1631;-0.00595747;0.0424099;0.00888871
862;678;-1.97614;-33.1505;33.2094;-0.00525169;0.045054;0.00864374
885;678;-2.07749;-33.0864;33.1515;-0.00387336;0.045417;0.00891096
908;678;-2.1547;-33.0911;33.1611;0.000348826;0.0456061;0.00762531
931;678;-2.06144;-33.0855;33.1497;0.00357551;0.0446281;0.0071898
954;678;-1.99056;-33.0302;33.0901;-0.00193913;0.0435757;0.00571476
977;678;-2.15077;-33.0232;33.0932;-0.00532966;0.0431102;0.0044142
1000;678;-2.23638;-33.0332;33.1088;-0.00342627;0.0420911;0.00343376
1023;678;-2.30871;-32.9483;33.0291;-0.00226362;0.0428883;0.00426173
1046;678;-2.34072;-32.9391;33.0222;9.25698e-05;0.0423187;0.00560134
1069;678;-2.30453;-32.8682;32.9489;0.002405;0.0427032;0.00097636
1092;678;-2.23023;-32.9384;33.0138;-0.000105034;0.0401642;0.00150224
1115;678;-2.3094;-32.9324;33.0133;-0.000752331;0.0414962;0.00296068
1138;678;-2.26487;-32.8945;32.9724;-0.00022383;0.042688;0.00089888
1161;678;-2.31976;-32.8563;32.9381;-0.000564371;0.0435331;0.00014318
1184;678;-2.29085;-32.9284;33.008;-0.000411831;0.0432091;-0.00244233
1207;678;-2.33872;-32.8847;32.9678;-0.00161037;0.0456083;-0.00207822
1230;678;-2.36499;-32.9502;33.0349;-0.00386789;0.0464584;-0.00149772
1253;678;-2.517;-32.8496;32.9459;-0.00450293;0.0449409;-0.00235986
1276;678;-2.57275;-32.8323;32.9329;0.00119331;0.0439863;-0.00308785
1299;678;-2.46217;-32.7983;32.8906;-0.000808461;0.0436688;-0.00337215
1322;678;-2.60998;-32.7766;32.8804;-0.00511016;0.0456021;-0.00514432
1345;678;-2.69784;-32.7979;32.9087;-6.19472e-05;0.0473977;-0.00660383
1368;678;-2.61291;-32.859;32.9628;-0.00146214;0.0467828;-0.00792977
1391;678;-2.76522;-32.8756;32.9917;-0.00600347;0.045193;-0.00788277
1414;678;-2.88993;-32.9099;33.0366;-0.00224184;0.0425305;-0.00631127
1437;678;-2.86854;-32.788;32.9133;-0.00293402;0.0441195;-0.00825123
1460;678;-3.0252;-32.8096;32.9488;-0.00871821;0.0429629;-0.00916817
1483;678;-3.27138;-32.7285;32.8916;-0.00784179;0.0440751;-0.0109992
1506;678;-3.38738;-32.7611;32.9357;-0.00637011;0.0435786;-0.0105938
1529;678;-3.56561;-32.5718;32.7663;-0.00859251;0.0458317;-0.00926703
1552;678;-3.78515;-32.4907;32.7104;-0.0083095;0.0493894;-0.0105258
1575;678;-3.95088;-32.2114;32.4528;-0.00708324;0.05005;-0.00724414
1598;678;-4.11823;-31.745;32.011;-0.00704406;0.0565541;-0.00194975
632;701;0.0277457;-30.851;30.8511;-0.0044791;0.0729228;0.0065299
655;701;-0.079327;-31.2694;31.2695;-0.00812835;0.0495186;0.00609837
678;701;-0.353703;-31.5917;31.5937;-0.0118873;0.0504879;0.00787532
701;701;-0.633005;-31.8394;31.8457;-0.0107315;0.0505971;0.010389
724;701;-0.851591;-31.9686;31.9799;-0.00785392;0.0468304;0.011526
747;701;-0.996227;-32.0555;32.071;-0.00666042;0.0444038;0.0113121
770;701;-1.15904;-32.0315;32.0524;-0.00498562;0.0447326;0.0113119
793;701;-1.22616;-32.0946;32.118;-0.00481576;0.0442171;0.00948629
816;701;-1.38118;-32.1184;32.1481;-0.00491147;0.0440409;0.00806016
839;701;-1.45264;-32.0847;32.1175;-0.00389315;0.0451978;0.00957362
862;701;-1.56077;-32.0014;32.0395;-0.00545123;0.0471896;0.00986368
885;701;-1.70422;-31.9723;32.0177;-0.00466828;0.0456743;0.00834495
908;701;-1.77601;-31.9932;32.0425;-0.00255893;0.0466244;0.00757374
931;701;-1.82209;-31.991;32.0428;-0.000974546;0.0484841;0.00735409
954;701;-1.82087;-31.9617;32.0136;-0.00230623;0.0468476;0.00427985
977;701;-1.9283;-31.9829;32.041;-0.00607239;0.0445984;0.00413669
1000;701;-2.10106;-31.9564;32.0254;-0.00459418;0.044462;0.00423172
1023;701;-2.14016;-31.9206;31.9923;0.00133884;0.0440864;0.00439795
1046;701;-2.03953;-31.9188;31.9839;-0.00235005;0.0454627;0.00632623
1069;701;-2.2485;-31.8191;31.8985;-0.00161601;0.0438144;0.00352648
1092;701;-2.11392;-31.9179;31.9878;0.00140828;0.0444131;0.000711277
1115;701;-2.18381;-31.8822;31.9569;-0.00355075;0.0447675;0.00187451
1138;701;-2.27761;-31.8445;31.9258;-0.00329901;0.0454334;0.00124488
1161;701;-2.3359;-31.7952;31.8809;-0.00362981;0.0459624;0.000490599
1184;701;-2.44491;-31.7962;31.89;-0.00264498;0.0470588;-0.00243091
1207;701;-2.45773;-31.8019;31.8967;0.000330615;0.0468134;-0.00135946
1230;701;-2.42973;-31.7499;31.8427;-0.00380953;0.0476221;-0.00223855
1253;701;-2.63331;-31.776;31.885;-0.00668251;0.0457318;-0.00295162
1276;701;-2.73816;-31.755;31.8728;-0.0018369;0.0452627;-0.0030573
1299;701;-2.71789;-31.7878;31.9037;-0.00187669;0.0443076;-0.00441171
1322;701;-2.82463;-31.6785;31.8042;-0.00460624;0.0457141;-0.00346231
1345;701;-2.93047;-31.6513;31.7867;-0.00336004;0.0458904;-0.00569893
1368;701;-2.97945;-31.6867;31.8265;-0.00333139;0.0467599;-0.00835965
1391;701;-3.0841;-31.7615;31.9109;-0.00462146;0.0466352;-0.00826498
1414;701;-3.1927;-31.8101;31.97;-0.00600914;0.046557;-0.00627125
1437;701;-3.3614;-31.6974;31.8751;-0.00598803;0.0449346;-0.00933304
1460;701;-3.46898;-31.8187;32.0072;-0.00676921;0.0451244;-0.00958132
1483;701;-3.67388;-31.7475;31.9594;-0.00991253;0.0465524;-0.00744009
1506;701;-3.92745;-31.679;31.9215;-0.00903977;0.0468939;-0.00755008
1529;701;-4.09228;-31.498;31.7627;-0.0086323;0.0467377;-0.00691963
1552;701;-4.32764;-31.3257;31.6232;-0.0126955;0.0496074;-0.00668981
1575;701;-4.68188;-31.0882;31.4387;-0.00757368;0.0485227;-0.00361402
1598;701;-4.68586;-30.4443;30.8028;0.000218706;0.0415225;0.00310205
632;724;0.785658;-28.6389;28.6497;-0.00574612;0.0589947;-0.0290801
655;724;0.600094;-30.1952;30.2012;-0.00994633;0.0498409;-0.00825295
678;724;0.285963;-30.544;30.5454;-0.0128258;0.0504045;0.00516196
701;724;0.00217202;-30.8057;30.8057;-0.0112085;0.0499241;0.00684389
724;724;-0.234966;-31.0128;31.0137;-0.00945433;0.0483031;0.00871731
747;724;-0.435925;-31.1255;31.1286;-0.00899995;0.0446007;0.0105972
770;724;-0.650863;-31.0552;31.062;-0.00747196;0.0451309;0.0106812
793;724;-0.780931;-31.1382;31.148;-0.00683552;0.0455134;0.00899644
816;724;-0.966421;-31.1178;31.1328;-0.00634207;0.0472734;0.0107676
839;724;-1.07363;-31.0842;31.1028;-0.0046712;0.0457905;0.00965599
862;724;-1.18188;-31.0353;31.0578;-0.0052275;0.0457561;0.0080751
885;724;-1.31475;-31.0373;31.0651;-0.00552144;0.045303;0.00803356
908;724;-1.43658;-30.9995;31.0328;-0.00222165;0.0447807;0.00861811
931;724;-1.41723;-30.9112;30.9436;-0.0036385;0.0469271;0.0071865
954;724;-1.60432;-30.925;30.9666;-0.007711;0.045188;0.00453214
977;724;-1.77344;-31.017;31.0676;-0.00663315;0.0458446;0.0036885
1000;724;-1.91059;-31.0326;31.0913;-0.00369732;0.0439468;0.00586578
1023;724;-1.94386;-30.9645;31.0255;0.00102696;0.0453078;0.00631723
1046;724;-1.86358;-30.8957;30.9519;-0.000795199;0.0460099;0.00339636
1069;724;-1.98051;-30.8961;30.9596;-0.00510798;0.0428107;0.00302342
1092;724;-2.09917;-30.9391;31.0102;-0.00504621;0.0465689;-2.79307e-05
1115;724;-2.21323;-30.9173;30.9965;-0.00308017;0.0444428;0.00164654
1138;724;-2.24116;-30.85;30.9313;-0.00242557;0.0454348;0.00237932
1161;724;-2.32512;-30.7885;30.8762;-0.00578507;0.0440489;0.000553185
1184;724;-2.50806;-30.8129;30.9148;-0.00405699;0.044335;8.53061e-05
1207;724;-2.51212;-30.7798;30.8822;-0.00197204;0.0465833;-9.3723e-05
1230;724;-2.59887;-30.8099;30.9193;-0.00591481;0.0436468;-0.00179787
1253;724;-2.78501;-30.7927;30.9184;-0.00527762;0.0439883;-0.0017431
1276;724;-2.84228;-30.796;30.9269;-0.00355447;0.0448712;-0.00199935
1299;724;-2.94881;-30.8059;30.9467;-0.00500652;0.0465764;-0.00292257
1322;724;-3.07322;-30.722;30.8753;-0.0057745;0.0445678;-0.0037389
1345;724;-3.21526;-30.736;30.9038;-0.00424554;0.0435606;-0.00479007
1368;724;-3.26895;-30.7606;30.9338;-0.00399667;0.0436812;-0.00614424
1391;724;-3.3995;-30.7824;30.9695;-0.00582771;0.0440994;-0.00661767
1414;724;-3.53785;-30.8203;31.0227;-0.00701576;0.0460766;-0.00720905
1437;724;-3.72337;-30.7731;30.9975;-0.00697772;0.0447291;-0.00803287
1460;724;-3.85996;-30.786;31.027;-0.00837111;0.0476843;-0.0071703
1483;724;-4.11025;-30.6421;30.9165;-0.0106291;0.047049;-0.00768961
1506;724;-4.3517;-30.662;30.9692;-0.0101623;0.0473089;-0.00745477
1529;724;-4.5804;-30.4805;30.8228;-0.0106035;0.0462402;-0.00561828
1552;724;-4.84373;-30.2743;30.6593;-0.013679;0.0455234;-0.00494548
1575;724;-5.21607;-30.0476;30.497;-0.0070917;0.0476672;-0.00583916
1598;724;-5.17277;-29.8847;30.3291;0.00190914;0.0361089;-0.00481236
632;747;0.648243;-28.2169;28.2243;0.0236884;0.0329886;-0.011871
655;747;1.17212;-29.0474;29.071;0.00308397;0.0513408;-0.00226399
678;747;0.776168;-29.342;29.3523;-0.0144077;0.0530799;0.00384833
701;747;0.501017;-29.6109;29.6151;-0.0103281;0.0513351;0.00536927
724;747;0.296172;-29.8115;29.813;-0.0100931;0.0535127;0.00648303
747;747;0.0321634;-30.0587;30.0587;-0.00976327;0.0504933;0.00774708
770;747;-0.155588;-30.0108;30.0112;-0.00777507;0.0484277;0.0106062
793;747;-0.326891;-30.055;30.0568;-0.00618644;0.050026;0.00995368
816;747;-0.441051;-30.0021;30.0053;-0.00692795;0.0507323;0.0106925
839;747;-0.646695;-30.0312;30.0382;-0.00913456;0.0486485;0.0100615
862;747;-0.86321;-29.9478;29.9602;-0.00761974;0.0470509;0.00949867
885;747;-0.998642;-29.9387;29.9554;-0.00542226;0.0465585;0.00694283
908;747;-1.11333;-29.9821;30.0027;-0.00516079;0.0463199;0.00815032
931;747;-1.23669;-29.8843;29.9099;-0.00381798;0.0452897;0.00556114
954;747;-1.28932;-29.931;29.9587;-0.00513539;0.0457054;0.00586274
977;747;-1.47354;-29.9225;29.9587;-0.00703931;0.0472904;0.00544189
1000;747;-1.6143;-29.9799;30.0233;-0.00496182;0.0478808;0.00678
1023;747;-1.70237;-29.8836;29.9321;-0.00398872;0.0461812;0.00597245
1046;747;-1.79834;-29.8495;29.9036;-0.00479563;0.0455724;0.00199557
1069;747;-1.9235;-29.8914;29.9532;-0.00641194;0.0437296;0.00170801
1092;747;-2.09424;-29.8234;29.8968;-0.00437305;0.0466805;0.0020101
1115;747;-2.1251;-29.8814;29.9569;-0.00214501;0.0464492;0.0017228
1138;747;-2.19303;-29.8;29.8806;-0.00430551;0.0461288;0.00183273
1161;747;-2.32364;-29.8117;29.9021;-0.0054879;0.0432275;0.000421361
1184;747;-2.44617;-29.8001;29.9003;-0.00316255;0.0435431;0.0025941
1207;747;-2.46947;-29.7068;29.8092;-0.00296121;0.0451508;0.000187587
1230;747;-2.58259;-29.7844;29.8962;-0.00735445;0.0439078;-0.00235498
1253;747;-2.80911;-29.7956;29.9277;-0.00707011;0.0433577;-0.000350834
1276;747;-2.909;-29.7356;29.8775;-0.00556449;0.0451227;-0.00202991
1299;747;-3.06591;-29.6942;29.8521;-0.0072528;0.0446982;-0.00229724
1322;747;-3.24388;-29.6739;29.8507;-0.00578067;0.0424128;-0.00356693
1345;747;-3.33259;-29.691;29.8775;-0.00551971;0.0444373;-0.00440851
1368;747;-3.49852;-29.7223;29.9275;-0.00652666;0.0459731;-0.00575431
1391;747;-3.63389;-29.7789;29.9998;-0.00805095;0.0440414;-0.00555144
1414;747;-3.87037;-29.7421;29.9929;-0.0109768;0.0462225;-0.00633534
1437;747;-4.14171;-29.6902;29.9777;-0.00870297;0.0474431;-0.00759374
1460;747;-4.27251;-29.6819;29.9878;-0.00819106;0.0486664;-0.00751494
1483;747;-4.52008;-29.6394;29.9821;-0.0112067;0.0460358;-0.007098
1506;747;-4.7911;-29.5597;29.9455;-0.0108896;0.0470517;-0.00660218
1529;747;-5.02426;-29.427;29.8528;-0.00985407;0.0471948;-0.00546811
1552;747;-5.24747;-29.2861;29.7525;-0.0131054;0.046603;-0.00357034
1575;747;-5.63356;-28.9548;29.4978;-0.00465495;0.0460367;-0.0022093
1598;747;-5.46448;-28.8186;29.3321;0.00739598;0.0499499;-0.00572104
632;770;1.39441;-27.1496;27.1854;0.00821135;0.0437079;-0.00233037
655;770;1.57032;-27.901;27.9452;-0.00296161;0.0478724;-0.00420979
678;770;1.24654;-28.1735;28.201;-0.0122435;0.0491378;0.00352318
701;770;0.999515;-28.5122;28.5297;-0.00867325;0.0481117;0.00529813
724;770;0.843581;-28.6258;28.6383;-0.0108784;0.0503942;0.00583921
747;770;0.494969;-28.8676;28.8719;-0.0111157;0.0515617;0.0072736
770;770;0.328625;-28.8889;28.8908;-0.00787288;0.0493841;0.0105843
793;770;0.131368;-28.9005;28.9008;-0.00713833;0.048767;0.00934431
816;770;-0.000934869;-28.8502;28.8502;-0.00710879;0.0493581;0.00888729
839;770;-0.196807;-28.9063;28.907;-0.00860884;0.0490655;0.00751749
862;770;-0.398724;-28.926;28.9287;-0.00951227;0.0446285;0.00756198
885;770;-0.636492;-28.9481;28.9551;-0.00739282;0.0435805;0.00692641
908;770;-0.740061;-28.921;28.9305;-0.00694613;0.0462577;0.00765344
931;770;-0.95719;-28.8752;28.8911;-0.00611077;0.0447845;0.00651358
954;770;-1.02205;-28.8721;28.8901;-0.0056465;0.0432915;0.00482067
977;770;-1.21767;-28.894;28.9196;-0.00655466;0.045567;0.00620754
1000;770;-1.32456;-28.884;28.9143;-0.00674597;0.0465322;0.00491455
1023;770;-1.52904;-28.8889;28.9293;-0.00750203;0.0439595;0.00403643
1046;770;-1.67097;-28.8455;28.8938;-0.00694728;0.0426256;0.00346439
1069;770;-1.84975;-28.9269;28.986;-0.00548385;0.0423668;0.00395654
1092;770;-1.92392;-28.84;28.9041;-0.00496711;0.0453241;0.00419747
1115;770;-2.07891;-28.8283;28.9032;-0.00479299;0.043075;0.00291042
1138;770;-2.14498;-28.775;28.8548;-0.0044928;0.0438802;0.000834396
1161;770;-2.28605;-28.8413;28.9318;-0.00506012;0.043487;-0.000750493
1184;770;-2.3784;-28.8519;28.9498;-0.00488114;0.0429591;0.00126591
1207;770;-2.51123;-28.7478;28.8572;-0.00748119;0.0408688;-0.00149187
1230;770;-2.72384;-28.8328;28.9612;-0.00774062;0.0430856;-0.00420177
1253;770;-2.86878;-28.8398;28.9821;-0.0089297;0.0437524;-0.00154924
1276;770;-3.1365;-28.7661;28.9366;-0.00774608;0.044163;-0.00243392
1299;770;-3.22651;-28.7945;28.9748;-0.00585437;0.0415596;-0.00308863
1322;770;-3.40662;-28.8119;29.0126;-0.00749025;0.0409792;-0.0030263
1345;770;-3.5724;-28.7368;28.958;-0.00655677;0.0431779;-0.00360852
1368;770;-3.70938;-28.6944;28.9331;-0.00695605;0.0435959;-0.00503014
1391;770;-3.89354;-28.8017;29.0637;-0.0110588;0.0437717;-0.00548058
1414;770;-4.22095;-28.7459;29.0542;-0.0129133;0.0453491;-0.00395914
1437;770;-4.49171;-28.6463;28.9963;-0.00843373;0.0449043;-0.00327365
1460;770;-4.61077;-28.6052;28.9744;-0.00883095;0.045346;-0.00539885
1483;770;-4.89979;-28.5775;28.9945;-0.0125208;0.0461729;-0.00698869
1506;770;-5.19041;-28.5536;29.0215;-0.0103234;0.0452868;-0.00485882
1529;770;-5.37764;-28.3651;28.8704;-0.0104872;0.0444308;-0.00399505
1552;770;-5.67687;-28.1855;28.7515;-0.0114931;0.0491995;-0.0019371
