Time,Displacement,Force
(s),(mm),(N)
"0.0000","0.8713","0.0521"
"0.0430","0.8719","0.0773"
"0.0460","0.8722","0.1025"
"0.0490","0.8725","0.1362"
"0.0510","0.8727","0.1620"
"0.0530","0.8730","0.1882"
"0.0560","0.8735","0.2247"
"0.0590","0.8740","0.2542"
"0.0630","0.8746","0.2817"
"0.0700","0.8755","0.3088"
"0.0890","0.8775","0.3346"
"0.0940","0.8780","0.3598"
"0.0980","0.8785","0.3947"
"0.1010","0.8789","0.4311"
"0.1030","0.8792","0.4606"
"0.1050","0.8796","0.4943"
"0.1070","0.8801","0.5322"
"0.1090","0.8806","0.5739"
"0.1110","0.8811","0.6193"
"0.1130","0.8818","0.6680"
"0.1140","0.8821","0.6935"
"0.1150","0.8824","0.7197"
"0.1160","0.8828","0.7467"
"0.1170","0.8832","0.7743"
"0.1180","0.8836","0.8026"
"0.1190","0.8840","0.8314"
"0.1200","0.8845","0.8607"
"0.1210","0.8849","0.8904"
"0.1220","0.8854","0.9205"
"0.1230","0.8859","0.9508"
"0.1240","0.8864","0.9813"
"0.1250","0.8869","1.0120"
"0.1260","0.8874","1.0427"
"0.1270","0.8879","1.0735"
"0.1280","0.8885","1.1043"
"0.1290","0.8891","1.1348"
"0.1300","0.8896","1.1652"
"0.1310","0.8902","1.1952"
"0.1320","0.8908","1.2248"
"0.1330","0.8914","1.2539"
"0.1340","0.8921","1.2825"
"0.1350","0.8927","1.3104"
"0.1360","0.8933","1.3377"
"0.1370","0.8940","1.3642"
"0.1380","0.8946","1.3899"
"0.1400","0.8959","1.4387"
"0.1420","0.8972","1.4836"
"0.1440","0.8986","1.5243"
"0.1460","0.8999","1.5606"
"0.1480","0.9012","1.5928"
"0.1500","0.9025","1.6208"
"0.1530","0.9044","1.6553"
"0.1560","0.9063","1.6813"
"0.1610","0.9093","1.7088"
"0.1910","0.9244","1.7343"
"0.2000","0.9283","1.7627"
"0.2060","0.9307","1.7913"
"0.2110","0.9327","1.8202"
"0.2150","0.9343","1.8462"
"0.2190","0.9359","1.8749"
"0.2230","0.9375","1.9068"
"0.2260","0.9386","1.9327"
"0.2290","0.9398","1.9601"
"0.2320","0.9410","1.9893"
"0.2350","0.9421","2.0199"
"0.2380","0.9433","2.0516"
"0.2410","0.9445","2.0840"
"0.2440","0.9457","2.1166"
"0.2470","0.9470","2.1490"
"0.2500","0.9482","2.1804"
"0.2530","0.9494","2.2105"
"0.2560","0.9507","2.2386"
"0.2590","0.9520","2.2642"
"0.2630","0.9536","2.2941"
"0.2680","0.9557","2.3243"
"0.2740","0.9582","2.3507"
"0.2840","0.9622","2.3777"
"0.2970","0.9674","2.4050"
"0.3060","0.9709","2.4333"
"0.3120","0.9734","2.4603"
"0.3170","0.9754","2.4873"
"0.3220","0.9775","2.5176"
"0.3260","0.9791","2.5431"
"0.3300","0.9808","2.5692"
"0.3340","0.9824","2.5954"
"0.3380","0.9841","2.6212"
"0.3420","0.9857","2.6468"
"0.3460","0.9874","2.6725"
"0.3500","0.9890","2.6991"
"0.3540","0.9906","2.7271"
"0.3580","0.9922","2.7572"
"0.3620","0.9938","2.7893"
"0.3650","0.9950","2.8146"
"0.3680","0.9963","2.8407"
"0.3710","0.9975","2.8673"
"0.3740","0.9987","2.8941"
"0.3770","1.0000","2.9207"
"0.3800","1.0012","2.9468"
"0.3830","1.0025","2.9720"
"0.3870","1.0041","3.0035"
"0.3910","1.0058","3.0322"
"0.3950","1.0074","3.0578"
"0.4000","1.0095","3.0856"
"0.4060","1.0118","3.1128"
"0.4130","1.0145","3.1392"
"0.4200","1.0172","3.1651"
"0.4260","1.0194","3.1924"
"0.4310","1.0213","3.2215"
"0.4350","1.0229","3.2499"
"0.4390","1.0244","3.2826"
"0.4420","1.0256","3.3097"
"0.4450","1.0268","3.3384"
"0.4480","1.0281","3.3683"
"0.4510","1.0293","3.3984"
