Time,Displacement,Force
"1.7410","0.6723","2.2073"
"1.7880","0.6907","2.2325"
"1.8080","0.6986","2.2591"
"1.8230","0.7050","2.2849"
"1.8600","0.7203","2.3101"
"1.8830","0.7295","2.3359"
"1.9360","0.7498","2.3610"
"1.9530","0.7566","2.3871"
"1.9700","0.7639","2.4124"
"2.0100","0.7799","2.4374"
"2.0330","0.7894","2.4627"
"2.0800","0.8076","2.4883"
"2.0980","0.8148","2.5144"
"2.1230","0.8252","2.5397"
"2.1490","0.8359","2.5648"
"2.2040","0.8574","2.5905"
"2.2200","0.8637","2.6158"
"2.2410","0.8724","2.6409"
"2.2850","0.8898","2.6667"
"2.3050","0.8982","2.6920"
"2.3510","0.9160","2.7176"
"2.3700","0.9238","2.7430"
"2.4150","0.9416","2.7687"
"2.4340","0.9492","2.7939"
"2.4760","0.9662","2.8190"
"2.5030","0.9768","2.8441"
"2.5330","0.9890","2.8694"
"2.5540","0.9975","2.8956"
"2.5790","1.0079","2.9209"
"2.6310","1.0282","2.9463"
"2.6550","1.0379","2.9717"
"2.6900","1.0516","2.9978"
"2.7090","1.0596","3.0233"
"2.7640","1.0810","3.0496"
"2.7800","1.0875","3.0748"
"2.8180","1.1031","3.0999"
"2.8460","1.1144","3.1253"
"2.8880","1.1310","3.1511"
"2.9110","1.1402","3.1767"
"2.9500","1.1559","3.2020"
"2.9700","1.1641","3.2274"
"3.0270","1.1864","3.2527"
"3.0450","1.1937","3.2783"
"3.0820","1.2088","3.3034"
"3.1070","1.2186","3.3286"
"3.1630","1.2404","3.3538"
"3.1800","1.2471","3.3789"
"3.1980","1.2547","3.4045"
"3.2390","1.2715","3.4299"
"3.2840","1.2893","3.4552"
"3.3090","1.2992","3.4814"
"3.3310","1.3083","3.5069"
"3.3680","1.3232","3.5328"
"3.4300","1.3475","3.5580"
"3.4470","1.3541","3.5843"
"3.4630","1.3609","3.6101"
"3.5120","1.3805","3.6360"
"3.5330","1.3893","3.6611"
"3.5840","1.4093","3.6863"
"3.6070","1.4186","3.7113"
"3.6420","1.4329","3.7363"
"3.6680","1.4435","3.7618"
"3.7160","1.4622","3.7874"
"3.7400","1.4722","3.8125"
"3.7800","1.4880","3.8385"
"3.8420","1.5122","3.8637"
"3.8590","1.5188","3.8902"
"3.8730","1.5247","3.9156"
"3.9160","1.5423","3.9410"
"3.9450","1.5541","3.9664"
"3.9960","1.5738","3.9921"
"4.0140","1.5812","4.0178"
"4.0560","1.5984","4.0431"
"4.1050","1.6180","4.0683"
"4.1290","1.6273","4.0933"
"4.1530","1.6373","4.1186"
"4.1980","1.6550","4.1439"
"4.2560","1.6777","4.1692"
"4.2740","1.6848","4.1955"
"4.2950","1.6937","4.2207"
"4.3290","1.7077","4.2467"
"4.3840","1.7296","4.2721"
"4.4090","1.7395","4.2971"
"4.4500","1.7560","4.3228"
"4.4680","1.7634","4.3482"
"4.5340","1.7892","4.3739"
"4.5510","1.7962","4.3991"
"4.5950","1.8137","4.4242"
"4.6160","1.8223","4.4501"
"4.6730","1.8445","4.4759"
"4.6910","1.8519","4.5011"
"4.7340","1.8693","4.5268"
"4.7810","1.8882","4.5519"
"4.8080","1.8986","4.5776"
"4.8270","1.9065","4.6028"
"4.8680","1.9232","4.6282"
"4.9260","1.9462","4.6536"
"4.9500","1.9555","4.6791"
"4.9770","1.9667","4.7043"
"5.0130","1.9811","4.7293"
"5.0660","2.0022","4.7544"
"5.0900","2.0117","4.7802"
"5.1280","2.0273","4.8054"
"5.1520","2.0370","4.8313"
"5.2150","2.0617","4.8574"
"5.2350","2.0699","4.8832"
"5.2760","2.0864","4.9082"
"5.3340","2.1095","4.9336"
"5.3610","2.1196","4.9589"
"5.3810","2.1280","4.9846"
"5.4160","2.1422","5.0096"
"5.4660","2.1623","5.0348"
"5.5010","2.1759","5.0602"
"5.5390","2.1913","5.0853"
"5.5660","2.2025","5.1110"
"5.6220","2.2244","5.1367"
"5.6460","2.2343","5.1624"
"5.6910","2.2522","5.1886"
"5.7200","2.2641","5.2137"
"5.7710","2.2838","5.2400"
"5.7940","2.2934","5.2652"
"5.8310","2.3084","5.2909"
"5.8940","2.3333","5.3165"
"5.9140","2.3413","5.3420"
"5.9520","2.3568","5.3672"
"5.9810","2.3688","5.3926"
"6.0380","2.3909","5.4186"
"6.0620","2.4008","5.4439"
"6.1070","2.4185","5.4696"
"6.1690","2.4426","5.4954"
"6.1870","2.4498","5.5206"
"6.2190","2.4633","5.5456"
"6.2520","2.4767","5.5714"
"6.3060","2.4979","5.5973"
"6.3310","2.5082","5.6226"
"6.3730","2.5251","5.6479"
"6.3960","2.5348","5.6731"
"6.4540","2.5571","5.6997"
"6.5010","2.5763","5.7247"
"6.5250","2.5858","5.7506"
"6.5810","2.6081","5.7758"
"6.6030","2.6169","5.8009"
"6.6410","2.6326","5.8259"
"6.7000","2.6560","5.8517"
"6.7210","2.6644","5.8769"
"6.7730","2.6851","5.9023"
"6.7930","2.6933","5.9275"
"6.8520","2.7162","5.9528"
"6.8700","2.7236","5.9787"
"6.9250","2.7456","6.0041"
"6.9580","2.7592","6.0291"
"7.0030","2.7768","6.0545"
"7.0410","2.7922","6.0799"
"7.0650","2.8021","6.1055"
"7.1260","2.8260","6.1313"
"7.1670","2.8427","6.1563"
"7.1950","2.8536","6.1820"
"7.2570","2.8783","6.2078"
"7.2760","2.8859","6.2328"
"7.3240","2.9055","6.2579"
"7.3540","2.9176","6.2829"
"7.3970","2.9347","6.3083"
"7.4380","2.9512","6.3333"
"7.4660","2.9626","6.3590"
"7.5320","2.9882","6.3846"
"7.5500","2.9957","6.4106"
"7.6040","3.0173","6.4357"
"7.6610","3.0398","6.4608"
"7.6860","3.0496","6.4864"
"7.7120","3.0606","6.5115"
"7.7540","3.0775","6.5368"
"7.8060","3.0979","6.5620"
"7.8350","3.1098","6.5870"
"7.8670","3.1228","6.6122"
"7.9400","3.1514","6.6383"
"7.9550","3.1576","6.6638"
"8.0130","3.1809","6.6889"
"8.0400","3.1921","6.7141"
"8.0910","3.2118","6.7400"
"8.1160","3.2222","6.7653"
"8.1670","3.2430","6.7908"
"8.2080","3.2590","6.8168"
"8.2630","3.2812","6.8419"
"8.2860","3.2903","6.8678"
"8.3530","3.3165","6.8939"
"8.3690","3.3232","6.9190"
"8.4190","3.3436","6.9444"
"8.4560","3.3584","6.9695"
"8.5090","3.3790","6.9951"
"8.5350","3.3896","7.0204"
"8.5680","3.4033","7.0458"
"8.6250","3.4257","7.0720"
"8.6800","3.4475","7.0977"
"8.7000","3.4557","7.1227"
"8.7660","3.4818","7.1488"
"8.7850","3.4897","7.1738"
"8.8370","3.5105","7.1990"
"8.8710","3.5244","7.2242"
"8.9170","3.5429","7.2495"
"8.9580","3.5593","7.2745"
"9.0260","3.5858","7.2998"
"9.0440","3.5932","7.3262"
"9.0960","3.6141","7.3513"
"9.1180","3.6232","7.3766"
"9.1850","3.6491","7.4029"
"9.2030","3.6567","7.4284"
"9.2680","3.6830","7.4534"
"9.3020","3.6963","7.4787"
"9.3280","3.7071","7.5039"
"9.3740","3.7256","7.5299"
"9.4430","3.7525","7.5551"
"9.4590","3.7592","7.5801"
"9.5170","3.7826","7.6054"
"9.5620","3.8008","7.6305"
"9.6020","3.8163","7.6560"
"9.6290","3.8276","7.6819"
"9.7000","3.8560","7.7073"
"9.7250","3.8659","7.7324"
"9.7710","3.8842","7.7574"
"9.7930","3.8934","7.7826"
"9.8610","3.9196","7.8078"
"9.8810","3.9282","7.8333"
"9.9420","3.9526","7.8588"
"9.9890","3.9713","7.8840"
"10.0310","3.9881","7.9095"
"10.0600","4.0000","7.9349"
"10.1240","4.0252","7.9611"
"10.1440","4.0336","7.9862"
"10.2000","4.0558","8.0115"
"10.2630","4.0807","8.0370"
"10.2880","4.0909","8.0628"
"10.3280","4.1072","8.0878"
"10.3910","4.1321","8.1130"
"10.4140","4.1415","8.1387"
"10.4640","4.1616","8.1644"
"10.5290","4.1870","8.1902"
"10.5500","4.1955","8.2163"
"10.6030","4.2168","8.2416"
"10.6610","4.2399","8.2669"
"10.6870","4.2500","8.2919"
"10.7270","4.2666","8.3170"
"10.7880","4.2910","8.3421"
"10.8160","4.3019","8.3677"
"10.8620","4.3206","8.3934"
"10.8870","4.3312","8.4186"
"10.9540","4.3571","8.4443"
"11.0010","4.3763","8.4695"
"11.0350","4.3900","8.4946"
"11.0880","4.4109","8.5206"
"11.1180","4.4233","8.5456"
"11.1680","4.4437","8.5707"
"11.2160","4.4622","8.5966"
"11.2680","4.4834","8.6218"
"11.2980","4.4955","8.6471"
"11.3630","4.5206","8.6727"
"11.4050","4.5377","8.6981"
"11.4320","4.5486","8.7233"
"11.4950","4.5735","8.7490"
"11.5350","4.5896","8.7741"
"11.5620","4.6007","8.7997"
"11.6300","4.6275","8.8250"
"11.6550","4.6379","8.8503"
"11.7000","4.6559","8.8757"
"11.7660","4.6820","8.9017"
"11.8010","4.6962","8.9268"
"11.8370","4.7109","8.9518"
"11.9010","4.7360","8.9779"
"11.9320","4.7488","9.0031"
"11.9740","4.7659","9.0285"
"12.0380","4.7908","9.0539"
"12.0890","4.8115","9.0791"
"12.1170","4.8227","9.1044"
"12.1790","4.8467","9.1306"
"12.2080","4.8589","9.1559"
"12.2560","4.8784","9.1811"
"12.3110","4.8999","9.2069"
"12.3480","4.9151","9.2320"
"12.3820","4.9291","9.2575"
"12.4480","4.9546","9.2830"
"12.4730","4.9652","9.3080"
"12.5280","4.9872","9.3332"
"12.5880","5.0105","9.3586"
"12.6150","5.0217","9.3836"
"12.6600","5.0403","9.4088"
"12.7160","5.0624","9.4342"
"12.7720","5.0847","9.4595"
"12.7970","5.0950","9.4845"
"12.8620","5.1201","9.5105"
"12.8880","5.1311","9.5357"
"12.9440","5.1532","9.5610"
"12.9990","5.1750","9.5865"
"13.0390","5.1913","9.6120"
"13.0700","5.2043","9.6375"
"13.1320","5.2286","9.6631"
"13.1900","5.2519","9.6887"
"13.2170","5.2632","9.7140"
"13.2780","5.2866","9.7392"
"13.3230","5.3052","9.7648"
"13.3870","5.3306","9.7900"
"13.4170","5.3427","9.8153"
"13.4600","5.3601","9.8410"
"13.5300","5.3875","9.8670"
"13.5490","5.3954","9.8921"
"13.6060","5.4180","9.9175"
"13.6730","5.4442","9.9438"
"13.6960","5.4537","9.9690"
"13.7440","5.4737","9.9944"
"13.8050","5.4975","10.0198"
"13.8500","5.5158","10.0450"
"13.8800","5.5281","10.0703"
"13.9470","5.5542","10.0956"
"13.9940","5.5736","10.1208"
"14.0240","5.5855","10.1462"
"14.0880","5.6109","10.1714"
"14.1190","5.6237","10.1966"
"14.1910","5.6524","10.2219"
"14.2220","5.6647","10.2477"
"14.2750","5.6860","10.2734"
"14.3130","5.7016","10.2985"
"14.3620","5.7201","10.3237"
"14.4220","5.7444","10.3491"
"14.4610","5.7602","10.3742"
"14.5100","5.7795","10.4000"
"14.5520","5.7967","10.4254"
"14.6150","5.8218","10.4506"
"14.6460","5.8345","10.4757"
"14.6980","5.8549","10.5012"
"14.7660","5.8818","10.5263"
"14.7870","5.8906","10.5513"
"14.8400","5.9121","10.5769"
"14.9010","5.9361","10.6020"
"14.9260","5.9464","10.6274"
"14.9840","5.9700","10.6524"
"15.0400","5.9916","10.6776"
"15.0960","6.0140","10.7034"
"15.1230","6.0252","10.7286"
"15.1820","6.0478","10.7543"
"15.2250","6.0659","10.7795"
"15.2920","6.0922","10.8048"
"15.3200","6.1035","10.8303"
"15.3680","6.1231","10.8554"
"15.4440","6.1530","10.8813"
"15.4650","6.1618","10.9072"
"15.5150","6.1819","10.9325"
"15.5820","6.2084","10.9581"
"15.6070","6.2186","10.9838"
"15.6560","6.2388","11.0088"
"15.7180","6.2630","11.0346"
"15.7750","6.2859","11.0600"
"15.8040","6.2979","11.0852"
"15.8630","6.3206","11.1111"
"15.9160","6.3424","11.1364"
"15.9770","6.3664","11.1614"
"16.0140","6.3813","11.1867"
"16.0520","6.3967","11.2117"
"16.1240","6.4251","11.2368"
"16.1520","6.4367","11.2622"
"16.2030","6.4572","11.2872"
"16.2660","6.4819","11.3131"
"16.3070","6.4987","11.3387"
"16.3520","6.5171","11.3638"
"16.4050","6.5378","11.3897"
"16.4550","6.5582","11.4148"
"16.5220","6.5845","11.4398"
"16.5520","6.5967","11.4652"
"16.6070","6.6185","11.4910"
"16.6750","6.6451","11.5167"
"16.6990","6.6550","11.5418"
"16.7500","6.6760","11.5670"
"16.8120","6.7002","11.5929"
"16.8400","6.7120","11.6183"
"16.8960","6.7348","11.6434"
"16.9550","6.7574","11.6690"
"17.0100","6.7798","11.6941"
"17.0670","6.8025","11.7194"
"17.1010","6.8159","11.7451"
"17.1460","6.8346","11.7703"
"17.2120","6.8607","11.7954"
"17.2550","6.8780","11.8207"
"17.2940","6.8936","11.8459"
"17.3620","6.9203","11.8713"
"17.4170","6.9424","11.8967"
"17.4580","6.9590","11.9218"
"17.5010","6.9760","11.9469"
"17.5520","6.9966","11.9721"
"17.6150","7.0218","11.9978"
"17.6430","7.0333","12.0232"
"17.7020","7.0567","12.0488"
"17.7640","7.0810","12.0741"
"17.8100","7.1001","12.0992"
"17.8490","7.1157","12.1243"
"17.9090","7.1393","12.1497"
"17.9560","7.1585","12.1754"
"18.0310","7.1877","12.2012"
"18.0500","7.1957","12.2263"
"18.1080","7.2188","12.2517"
"18.1760","7.2455","12.2771"
"18.2010","7.2559","12.3025"
"18.2580","7.2793","12.3276"
"18.3100","7.2996","12.3526"
"18.3620","7.3207","12.3777"
"18.4360","7.3497","12.4029"
"18.4580","7.3586","12.4281"
"18.5140","7.3815","12.4537"
"18.5820","7.4083","12.4794"
"18.6100","7.4198","12.5044"
"18.6550","7.4388","12.5295"
"18.7250","7.4657","12.5551"
"18.7710","7.4841","12.5806"
"18.8510","7.5157","12.6060"
"18.8720","7.5242","12.6315"
"18.9320","7.5485","12.6571"
"18.9910","7.5718","12.6827"
"19.0280","7.5868","12.7077"
"19.0680","7.6034","12.7329"
"19.1320","7.6284","12.7583"
"19.1870","7.6507","12.7841"
"19.2630","7.6805","12.8102"
"19.2850","7.6897","12.8359"
"19.3400","7.7120","12.8610"
"19.4030","7.7370","12.8863"
"19.4420","7.7527","12.9113"
"19.5190","7.7832","12.9364"
"19.5420","7.7923","12.9619"
"19.6060","7.8179","12.9872"
"19.6700","7.8433","13.0128"
"19.6990","7.8551","13.0379"
"19.7490","7.8755","13.0629"
"19.8090","7.8991","13.0885"
"19.8620","7.9205","13.1140"
"19.8840","7.9298","13.1397"
"19.9580","7.9588","13.1657"
"20.0140","7.9815","13.1912"
"20.0840","8.0092","13.2171"
"20.1130","8.0211","13.2425"
"20.1890","8.0517","13.2677"
"20.2210","8.0645","13.2935"
"20.2840","8.0893","13.3196"
"20.3510","8.1157","13.3453"
"20.3780","8.1270","13.3703"
"20.4350","8.1497","13.3956"
"20.5010","8.1760","13.4209"
"20.5430","8.1928","13.4464"
"20.6120","8.2206","13.4720"
"20.6400","8.2320","13.4973"
"20.6990","8.2554","13.5225"
"20.7660","8.2818","13.5484"
"20.8000","8.2959","13.5737"
"20.8650","8.3221","13.5987"
"20.9120","8.3404","13.6243"
"20.9570","8.3589","13.6498"
"21.0330","8.3888","13.6750"
"21.0870","8.4105","13.7005"
"21.1160","8.4222","13.7262"
"21.1870","8.4500","13.7517"
"21.2260","8.4663","13.7769"
"21.3050","8.4975","13.8021"
"21.3290","8.5072","13.8272"
"21.3740","8.5257","13.8523"
"21.4480","8.5546","13.8785"
"21.5040","8.5774","13.9036"
"21.5370","8.5911","13.9287"
"21.6000","8.6156","13.9542"
"21.6480","8.6355","13.9799"
"21.7170","8.6626","14.0057"
"21.7680","8.6831","14.0311"
"21.8030","8.6974","14.0564"
"21.8700","8.7234","14.0816"
"21.9200","8.7437","14.1069"
"21.9880","8.7708","14.1328"
"22.0260","8.7862","14.1579"
"22.0710","8.8045","14.1831"
"22.1340","8.8294","14.2089"
"22.1960","8.8542","14.2346"
"22.2590","8.8790","14.2603"
"22.2870","8.8906","14.2854"
"22.3490","8.9157","14.3108"
"22.4050","8.9377","14.3359"
"22.4560","8.9584","14.3617"
"22.5330","8.9886","14.3873"
"22.5610","9.0002","14.4123"
"22.6140","9.0213","14.4376"
"22.6820","9.0480","14.4634"
"22.7280","9.0670","14.4887"
"22.7970","9.0943","14.5141"
"22.8230","9.1049","14.5394"
"22.8810","9.1287","14.5647"
"22.9490","9.1550","14.5902"
"23.0030","9.1770","14.6154"
"23.0500","9.1962","14.6404"
"23.1060","9.2182","14.6661"
"23.1480","9.2355","14.6912"
"23.2190","9.2635","14.7166"
"23.2670","9.2828","14.7416"
"23.3450","9.3134","14.7671"
"23.3710","9.3238","14.7932"
"23.4340","9.3494","14.8185"
"23.4930","9.3728","14.8440"
"23.5420","9.3924","14.8691"
"23.5770","9.4071","14.8944"
"23.6420","9.4329","14.9194"
"23.6990","9.4554","14.9449"
"23.7690","9.4831","14.9699"
"23.7970","9.4948","14.9949"
"23.8860","9.5301","15.0202"
"23.9140","9.5414","15.0460"
"23.9640","9.5619","15.0713"
"24.0370","9.5902","15.0968"
"24.0950","9.6137","15.1222"
"24.1650","9.6412","15.1475"
"24.1890","9.6508","15.1733"
"24.2390","9.6717","15.1984"
"24.3090","9.6989","15.2237"
"24.3530","9.7171","15.2491"
"24.3850","9.7304","15.2741"
"24.4590","9.7592","15.3003"
"24.5140","9.7817","15.3253"
"24.5840","9.8091","15.3512"
"24.6170","9.8227","15.3764"
"24.6990","9.8557","15.4017"
"24.7290","9.8676","15.4270"
"24.7850","9.8900","15.4521"
"24.8560","9.9177","15.4776"
"24.9140","9.9412","15.5032"
"24.9530","9.9569","15.5283"
"25.0120","9.9802","15.5536"
"25.0490","9.9956","15.5789"
"25.1250","10.0256","15.6041"
"25.1780","10.0472","15.6293"
"25.2500","10.0759","15.6546"
"25.2800","10.0877","15.6801"
"25.3380","10.1111","15.7054"
"25.4000","10.1356","15.7309"
"25.4490","10.1556","15.7560"
"25.5230","10.1847","15.7813"
"25.5520","10.1966","15.8066"
"25.6120","10.2205","15.8324"
"25.6850","10.2490","15.8577"
"25.7110","10.2599","15.8827"
"25.7960","10.2941","15.9079"
"25.8370","10.3104","15.9332"
"25.8750","10.3259","15.9583"
"25.9470","10.3544","15.9836"
"26.0110","10.3802","16.0091"
"26.0520","10.3970","16.0341"
"26.1080","10.4190","16.0595"
"26.1490","10.4360","16.0846"
"26.2180","10.4631","16.1100"
"26.2770","10.4866","16.1354"
"26.3520","10.5161","16.1613"
"26.3790","10.5273","16.1867"
"26.4350","10.5498","16.2118"
"26.4980","10.5748","16.2369"
"26.5490","10.5954","16.2623"
"26.6210","10.6240","16.2881"
"26.6510","10.6364","16.3132"
"26.7090","10.6597","16.3389"
"26.7790","10.6870","16.3644"
"26.8260","10.7065","16.3897"
"26.8950","10.7337","16.4147"
"26.9410","10.7526","16.4398"
"27.0240","10.7853","16.4651"
"27.0530","10.7969","16.4906"
"27.1030","10.8171","16.5161"
"27.1790","10.8466","16.5415"
"27.2150","10.8615","16.5667"
"27.2930","10.8927","16.5920"
"27.3230","10.9047","16.6179"
"27.3790","10.9278","16.6432"
"27.4490","10.9550","16.6689"
"27.5010","10.9763","16.6941"
"27.5660","11.0023","16.7192"
"27.6050","11.0178","16.7442"
"27.6510","11.0366","16.7696"
"27.7210","11.0643","16.7954"
"27.7770","11.0868","16.8205"
"27.8470","11.1141","16.8457"
"27.8750","11.1255","16.8713"
"27.9430","11.1532","16.8964"
"27.9980","11.1749","16.9217"
"28.0550","11.1979","16.9472"
"28.1230","11.2249","16.9730"
"28.1670","11.2430","16.9981"
"28.2160","11.2625","17.0232"
"28.2790","11.2872","17.0483"
"28.3280","11.3071","17.0740"
"28.3970","11.3345","17.0994"
"28.4480","11.3552","17.1248"
"28.5230","11.3849","17.1500"
"28.5550","11.3976","17.1752"
"28.6100","11.4198","17.2005"
"28.6750","11.4452","17.2262"
"28.7250","11.4658","17.2512"
"28.7960","11.4940","17.2767"
"28.8320","11.5087","17.3020"
"28.8790","11.5277","17.3275"
"28.9560","11.5579","17.3527"
"29.0030","11.5770","17.3782"
"29.0770","11.6064","17.4034"
"29.1090","11.6194","17.4285"
"29.1690","11.6441","17.4537"
"29.2230","11.6651","17.4792"
"29.2860","11.6902","17.5048"
"29.3510","11.7158","17.5301"
"29.4040","11.7373","17.5553"
"29.4450","11.7536","17.5807"
"29.5080","11.7786","17.6058"
"29.5590","11.7995","17.6311"
"29.6330","11.8289","17.6569"
"29.6940","11.8534","17.6820"
"29.7630","11.8804","17.7078"
"29.7870","11.8905","17.7332"
"29.8570","11.9189","17.7583"
"29.9130","11.9410","17.7837"
"29.9650","11.9622","17.8092"
"30.0380","11.9907","17.8347"
"30.0950","12.0138","17.8606"
"30.1700","12.0432","17.8863"
"30.1930","12.0525","17.9117"
"30.2570","12.0788","17.9369"
"30.3100","12.0995","17.9621"
"30.3670","12.1226","17.9879"
"30.4380","12.1506","18.0130"
"30.4630","12.1610","18.0385"
"30.5290","12.1876","18.0641"
"30.5960","12.2140","18.0893"
"30.6410","12.2326","18.1145"
"30.7110","12.2601","18.1396"
"30.7660","12.2823","18.1647"
"30.8430","12.3128","18.1902"
"30.8700","12.3236","18.2154"
"30.9360","12.3499","18.2405"
"30.9850","12.3697","18.2656"
"31.0360","12.3901","18.2907"
"31.1030","12.4172","18.3160"
"31.1500","12.4362","18.3410"
"31.2010","12.4563","18.3664"
"31.2730","12.4845","18.3920"
"31.3220","12.5048","18.4172"
"31.3860","12.5303","18.4424"
"31.4340","12.5496","18.4677"
"31.4750","12.5664","18.4929"
"31.5400","12.5917","18.5179"
"31.6050","12.6176","18.5431"
"31.6720","12.6439","18.5689"
"31.7030","12.6568","18.5940"
"31.7760","12.6863","18.6191"
"31.8300","12.7076","18.6447"
"31.8730","12.7251","18.6702"
"31.9490","12.7550","18.6955"
"32.0010","12.7763","18.7207"
"32.0370","12.7909","18.7458"
"32.1030","12.8168","18.7712"
"32.1510","12.8368","18.7965"
"32.2180","12.8631","18.8225"
"32.2820","12.8887","18.8475"
"32.3490","12.9148","18.8725"
"32.3760","12.9259","18.8980"
"32.4420","12.9525","18.9237"
"32.5010","12.9761","18.9487"
"32.5510","12.9964","18.9743"
"32.6230","13.0250","18.9996"
"32.6800","13.0478","19.0250"
"32.7110","13.0606","19.0503"
"32.7810","13.0879","19.0758"
"32.8310","13.1086","19.1011"
"32.9000","13.1357","19.1262"
"32.9520","13.1569","19.1512"
"33.0270","13.1863","19.1764"
"33.0610","13.2002","19.2016"
"33.1160","13.2223","19.2272"
"33.1880","13.2505","19.2528"
"33.2300","13.2680","19.2783"
"33.3070","13.2982","19.3038"
"33.3530","13.3170","19.3289"
"33.4330","13.3487","19.3542"
"33.4570","13.3583","19.3793"
"33.5210","13.3842","19.4048"
"33.5840","13.4092","19.4299"
"33.6240","13.4258","19.4551"
"33.7020","13.4567","19.4806"
"33.7640","13.4813","19.5059"
"33.7950","13.4939","19.5316"
"33.8660","13.5218","19.5570"
"33.9210","13.5439","19.5829"
"33.9860","13.5700","19.6081"
"34.0280","13.5870","19.6332"
"34.0840","13.6098","19.6582"
"34.1400","13.6317","19.6836"
"34.1980","13.6552","19.7091"
"34.2690","13.6829","19.7345"
"34.3200","13.7039","19.7598"
"34.3780","13.7272","19.7849"
"34.4270","13.7467","19.8100"
"34.4710","13.7647","19.8353"
"34.5440","13.7931","19.8604"
"34.5990","13.8153","19.8855"
"34.6750","13.8450","19.9112"
"34.7010","13.8558","19.9365"
"34.7850","13.8897","19.9617"
"34.8200","13.9036","19.9871"
"34.8730","13.9252","20.0126"
"34.9450","13.9533","20.0383"
"35.0030","13.9772","20.0633"
"35.0480","13.9954","20.0884"
"35.1060","14.0181","20.1138"
"35.1490","14.0359","20.1388"
"35.2200","14.0639","20.1644"
"35.2780","14.0871","20.1896"
"35.3470","14.1142","20.2150"
"35.3740","14.1253","20.2402"
"35.4460","14.1541","20.2653"
"35.4970","14.1746","20.2909"
"35.5620","14.2005","20.3166"
"35.6160","14.2220","20.3418"
"35.6840","14.2496","20.3670"
"35.7170","14.2630","20.3920"
"35.7810","14.2879","20.4171"
"35.8360","14.3104","20.4425"
"35.9040","14.3372","20.4677"
"35.9480","14.3551","20.4927"
"36.0280","14.3870","20.5178"
"36.0560","14.3983","20.5434"
"36.1180","14.4230","20.5689"
"36.1820","14.4479","20.5944"
"36.2360","14.4706","20.6197"
"36.2980","14.4948","20.6448"
"36.3530","14.5172","20.6700"
"36.3880","14.5316","20.6952"
"36.4580","14.5587","20.7207"
"36.5140","14.5814","20.7459"
"36.5830","14.6088","20.7711"
"36.6230","14.6251","20.7965"
"36.6990","14.6556","20.8222"
"36.7320","14.6690","20.8476"
"36.7940","14.6937","20.8726"
"36.8590","14.7189","20.8985"
"36.9200","14.7437","20.9237"
