x [pixel];y [pixel];x-displacement [pixel];y-displacement [pixel];Displacement [pixel];Transverse strain Exx - GL [S];Axial strain Eyy - GL [S];Shear strain Exy - GL [S]
655;632;0.973549;-312.321;312.322;-0.0671052;0.294737;0.108954
678;632;-0.760826;-314.724;314.725;-0.055933;0.306096;0.123445
701;632;-1.78455;-315.391;315.396;-0.0361423;0.266425;0.146415
724;632;-2.45489;-314.896;314.905;-0.00615894;0.22826;0.158271
747;632;-2.07216;-314.831;314.838;0.00758547;0.210239;0.125305
770;632;-2.10862;-315.25;315.257;-0.000918804;0.255715;0.122227
793;632;-2.11529;-315.109;315.116;0.00677372;0.244021;0.121405
816;632;-1.79816;-315.166;315.171;0.00526837;0.246646;0.102201
839;632;-1.87379;-315.248;315.253;-0.00895483;0.25962;0.0865014
862;632;-2.21344;-315.536;315.544;-0.0103645;0.290276;0.0911122
885;632;-2.35346;-315.44;315.449;0.000971438;0.301986;0.0917137
908;632;-2.16891;-315.647;315.654;0.00424103;0.327867;0.0813459
931;632;-2.15878;-315.443;315.451;0.000189525;0.314442;0.0774531
954;632;-2.1608;-315.409;315.417;0.00349031;0.330623;0.0692541
977;632;-1.99858;-315.524;315.53;-0.000527197;0.364176;0.0631165
1000;632;-2.1852;-315.524;315.531;-0.00515295;0.38455;0.0592131
1023;632;-2.23661;-315.712;315.72;-0.00160354;0.395267;0.0531917
1046;632;-2.25941;-315.711;315.719;0.000343467;0.400005;0.0510543
1069;632;-2.22309;-315.255;315.263;-0.00597867;0.377946;0.0427022
1092;632;-2.5361;-315.434;315.444;-0.00963629;0.395301;0.027907
1115;632;-2.66947;-315.551;315.562;-0.00188045;0.385315;0.0180156
1138;632;-2.62422;-315.81;315.821;0.0058486;0.428102;0.00699188
1161;632;-2.40177;-315.778;315.787;-0.00285675;0.412133;-0.00293532
1184;632;-2.75615;-315.984;315.996;-0.00471369;0.426992;-0.00911269
1207;632;-2.61927;-315.894;315.905;-0.000564146;0.403318;-0.0237956
1230;632;-2.78211;-316.004;316.016;-0.00743882;0.367422;-0.0288338
1253;632;-2.96282;-315.984;315.998;-0.00292766;0.35557;-0.033935
1276;632;-2.91776;-316.27;316.283;-0.0005564;0.349732;-0.0495277
1299;632;-2.99206;-316.562;316.576;1.57596e-05;0.333005;-0.0509229
1322;632;-2.9172;-316.397;316.41;0.00056624;0.327351;-0.0506375
1345;632;-2.96687;-316.283;316.297;-0.00125878;0.303979;-0.0633467
1368;632;-2.97519;-316.331;316.345;0.0013179;0.274042;-0.0758495
1391;632;-2.90769;-316.643;316.656;0.00466015;0.272107;-0.0813376
1414;632;-2.76211;-316.6;316.612;-0.00662782;0.259688;-0.0867625
1437;632;-3.21376;-316.519;316.535;-0.00801966;0.240073;-0.0820669
1460;632;-3.13318;-316.848;316.863;-2.51076e-05;0.24596;-0.0977062
1483;632;-3.21838;-317.084;317.1;-0.00833918;0.251626;-0.101432
1506;632;-3.51844;-316.916;316.936;-0.00190338;0.24346;-0.098405
1529;632;-3.30723;-316.75;316.767;0.00345455;0.260012;-0.12333
1552;632;-3.35981;-316.926;316.944;-0.0204962;0.267947;-0.129685
1575;632;-4.26089;-316.455;316.484;-0.0297185;0.294872;-0.133394
1598;632;-4.75437;-316.161;316.197;-0.0694376;0.402279;-0.134628
1621;632;-7.67764;-313.487;313.581;-0.112266;0.33495;-0.0719916
655;655;9.52554;-307.613;307.761;-0.0892058;0.396871;0.114094
678;655;7.27362;-309.647;309.733;-0.0849227;0.396148;0.12179
701;655;5.31499;-310.815;310.86;-0.0571577;0.347975;0.137896
724;655;4.54237;-311.034;311.067;-0.0312539;0.315917;0.148473
747;655;3.8534;-311.067;311.091;-0.0183824;0.302957;0.142226
770;655;3.68652;-310.574;310.596;-0.0101392;0.3164;0.134043
793;655;3.38217;-310.597;310.615;-0.0156348;0.325222;0.120801
816;655;2.96148;-310.466;310.48;-0.0217546;0.352031;0.113352
839;655;2.36874;-310.218;310.227;-0.0175803;0.362817;0.105125
862;655;2.1426;-309.95;309.958;-0.00939106;0.399031;0.103882
885;655;1.93088;-309.628;309.634;-0.0124961;0.406253;0.10067
908;655;1.55931;-309.287;309.291;-0.014604;0.422576;0.0860117
931;655;1.25284;-309.288;309.29;-0.0106516;0.428585;0.0814729
954;655;1.06538;-308.941;308.943;-0.00571591;0.445688;0.0816932
977;655;0.98118;-308.434;308.435;-0.00820755;0.45927;0.0745475
1000;655;0.677884;-308.066;308.067;-0.0138165;0.493317;0.063492
1023;655;0.339488;-308.044;308.044;-0.0192685;0.522417;0.0515019
1046;655;-0.217407;-307.921;307.921;-0.0166113;0.524295;0.0482965
1069;655;-0.431585;-307.83;307.831;-0.0177132;0.52057;0.0405127
1092;655;-1.04014;-307.693;307.695;-0.0248244;0.53751;0.0276517
1115;655;-1.58824;-307.965;307.969;-0.0238452;0.548518;0.0274038
1138;655;-2.15093;-307.478;307.486;-0.0178925;0.561541;0.0161898
1161;655;-2.4195;-307.713;307.722;-0.0203614;0.550159;-0.00671835
1184;655;-3.09769;-307.669;307.685;-0.0274528;0.545215;-0.0133217
1207;655;-3.70107;-307.998;308.021;-0.0204056;0.532254;-0.0415138
1230;655;-4.05879;-308.737;308.764;-0.0138946;0.508924;-0.0446758
1253;655;-4.35429;-308.93;308.96;-0.0163491;0.475792;-0.0464823
1276;655;-4.82121;-309.347;309.384;-0.0190943;0.456467;-0.0592607
1299;655;-5.25297;-309.961;310.006;-0.0129448;0.452907;-0.0625779
1322;655;-5.42415;-309.917;309.964;-0.0145061;0.435286;-0.0678147
1345;655;-5.9262;-310.268;310.325;-0.0172954;0.401994;-0.085185
1368;655;-6.23743;-310.9;310.963;-0.0114346;0.372044;-0.0909778
1391;655;-6.46659;-311.284;311.351;-0.0132624;0.36343;-0.0904448
1414;655;-6.85621;-311.547;311.622;-0.0086506;0.338757;-0.0984866
1437;655;-6.86891;-311.776;311.852;-0.00925597;0.322186;-0.100951
1460;655;-7.2869;-312.063;312.149;-0.0217241;0.322354;-0.107453
1483;655;-7.88204;-312.272;312.372;-0.0208051;0.33181;-0.113092
1506;655;-8.25459;-312.273;312.382;-0.0230227;0.331077;-0.112938
1529;655;-8.95464;-311.962;312.09;-0.029528;0.339617;-0.129375
1552;655;-9.63381;-312.121;312.27;-0.0448712;0.358241;-0.132623
1575;655;-11.0727;-311.267;311.464;-0.0791121;0.382111;-0.108828
1598;655;-13.5092;-309.53;309.825;-0.0847082;0.445882;-0.117299
1621;655;-15.297;-307.759;308.139;-0.0717454;0.359138;-0.11339
655;678;18.4023;-299.229;299.795;-0.0898423;0.48497;0.0896631
678;678;16.11;-301.497;301.927;-0.0954705;0.480472;0.0888256
701;678;13.5589;-303.484;303.787;-0.0844297;0.461554;0.111319
724;678;11.9759;-303.933;304.169;-0.0605613;0.445362;0.131771
747;678;10.6807;-303.95;304.138;-0.0470804;0.444563;0.134131
770;678;9.75594;-303.681;303.837;-0.0348878;0.440702;0.133254
793;678;9.0382;-303.075;303.21;-0.02906;0.472525;0.137568
816;678;8.36695;-301.985;302.101;-0.0366913;0.501496;0.127347
839;678;7.29091;-301.52;301.608;-0.0362073;0.514683;0.119802
862;678;6.64499;-300.493;300.566;-0.0243971;0.542106;0.113407
885;678;6.13197;-300.095;300.157;-0.0265759;0.558692;0.0978825
908;678;5.39734;-299.622;299.671;-0.0252904;0.574144;0.0936959
931;678;4.94375;-299.159;299.2;-0.0248636;0.598251;0.0895674
954;678;4.22423;-298.47;298.5;-0.0263632;0.615297;0.0800844
977;678;3.70124;-298.064;298.087;-0.0218112;0.6164;0.0819777
1000;678;3.18268;-296.91;296.927;-0.0272971;0.641714;0.0850065
1023;678;2.3846;-296.096;296.105;-0.0262456;0.667415;0.0604367
1046;678;1.94999;-296.007;296.013;-0.0245072;0.687213;0.0504514
1069;678;1.24066;-295.627;295.629;-0.0356652;0.70828;0.0473276
1092;678;0.272251;-295.231;295.231;-0.0350272;0.734606;0.0374585
1115;678;-0.404618;-294.976;294.976;-0.0373624;0.75572;0.0295344
1138;678;-1.48193;-294.795;294.798;-0.0496933;0.736447;0.00797599
1161;678;-2.75053;-295.113;295.126;-0.0447034;0.741002;-0.0143574
1184;678;-3.5918;-295.481;295.503;-0.0466246;0.719784;-0.0242355
1207;678;-4.95378;-295.841;295.882;-0.042561;0.694759;-0.0377027
1230;678;-5.61064;-296.722;296.775;-0.0309958;0.691643;-0.0622563
1253;678;-6.44625;-297.817;297.887;-0.029301;0.656479;-0.0722702
1276;678;-7.02634;-298.781;298.863;-0.0333606;0.624694;-0.0691043
1299;678;-8.03072;-299.259;299.366;-0.0381063;0.616267;-0.0712332
1322;678;-8.82483;-299.761;299.891;-0.033107;0.578537;-0.0907098
1345;678;-9.60847;-300.857;301.01;-0.0260713;0.550861;-0.104237
1368;678;-10.0962;-302;302.169;-0.0181479;0.522098;-0.102876
1391;678;-10.4875;-302.672;302.853;-0.0244844;0.490972;-0.107052
1414;678;-11.2663;-303.632;303.84;-0.0302798;0.459598;-0.111712
1437;678;-11.9276;-304.179;304.413;-0.0283373;0.445915;-0.116122
1460;678;-12.5997;-304.619;304.88;-0.0351136;0.43839;-0.111183
1483;678;-13.5748;-304.663;304.965;-0.0416981;0.439288;-0.109923
1506;678;-14.5596;-304.648;304.995;-0.0466877;0.443523;-0.116279
1529;678;-15.7756;-304.46;304.868;-0.0532387;0.441178;-0.124318
1552;678;-17.0794;-304.242;304.721;-0.0640528;0.479234;-0.120479
1575;678;-18.8438;-303.122;303.707;-0.0943081;0.502989;-0.0979035
1598;678;-21.7545;-301.218;302.003;-0.102013;0.53143;-0.12189
1621;678;-23.8401;-301.396;302.337;-0.0865365;0.516698;-0.159927
655;701;25.5363;-291.067;292.185;-0.105147;0.445578;0.0527513
678;701;22.8691;-293.148;294.039;-0.106438;0.473071;0.0558174
701;701;20.1783;-294.779;295.469;-0.0964359;0.490951;0.0797667
724;701;18.1415;-295.262;295.819;-0.0775094;0.485769;0.103342
747;701;16.4615;-295.112;295.571;-0.0622556;0.49394;0.114938
770;701;15.1764;-294.533;294.924;-0.050767;0.506989;0.127369
793;701;14.0273;-293.332;293.667;-0.0473437;0.527427;0.129411
816;701;12.8781;-292.123;292.407;-0.0497507;0.539951;0.118088
839;701;11.6337;-291.346;291.579;-0.0441643;0.571374;0.116746
862;701;10.753;-290.101;290.301;-0.0359872;0.578232;0.111944
885;701;9.89376;-289.167;289.337;-0.0364103;0.621386;0.0995414
908;701;9.00893;-288.278;288.419;-0.040352;0.641994;0.0946367
931;701;7.96485;-287.444;287.555;-0.042726;0.659024;0.0889702
954;701;6.96341;-286.493;286.577;-0.0345459;0.67409;0.0843997
977;701;6.32062;-285.906;285.976;-0.0269007;0.68621;0.0834799
1000;701;5.67435;-284.735;284.792;-0.0349685;0.682135;0.0842123
1023;701;4.63693;-283.886;283.924;-0.0392622;0.702228;0.072643
1046;701;3.80301;-283.153;283.179;-0.0378475;0.743871;0.0651577
1069;701;2.8366;-282.397;282.411;-0.0486664;0.747805;0.0600201
1092;701;1.47401;-281.454;281.458;-0.0487278;0.7812;0.0462052
1115;701;0.518339;-281.097;281.097;-0.0554083;0.805918;0.0186545
1138;701;-1.15067;-281.148;281.151;-0.066906;0.783808;0.00760766
1161;701;-2.67007;-281.243;281.256;-0.0649201;0.824887;-0.00728317
1184;701;-4.24621;-281.83;281.862;-0.0553611;0.807903;-0.0403647
1207;701;-5.32341;-282.91;282.96;-0.0536474;0.756849;-0.0446209
1230;701;-6.8276;-283.777;283.859;-0.0551559;0.729661;-0.0552865
1253;701;-7.98828;-285.066;285.177;-0.0478907;0.712772;-0.0725397
1276;701;-9.17046;-286.493;286.64;-0.0528818;0.69898;-0.0786886
1299;701;-10.5534;-287.434;287.628;-0.0512638;0.664168;-0.0803568
1322;701;-11.6454;-288.644;288.879;-0.0392825;0.625863;-0.0950091
1345;701;-12.4663;-289.902;290.17;-0.032476;0.589976;-0.104708
1368;701;-13.2567;-291.507;291.808;-0.0354052;0.557907;-0.112847
1391;701;-14.2326;-292.992;293.338;-0.0420874;0.52725;-0.118434
1414;701;-15.3295;-294.387;294.785;-0.0466379;0.504211;-0.113017
1437;701;-16.4883;-295.242;295.702;-0.0396772;0.478488;-0.105871
1460;701;-17.2161;-295.833;296.333;-0.0406156;0.475245;-0.101174
1483;701;-18.4047;-296.108;296.68;-0.0541293;0.467856;-0.0985988
1506;701;-19.7784;-296.142;296.802;-0.067683;0.464112;-0.101622
1529;701;-21.6313;-296.136;296.925;-0.0768266;0.455607;-0.0898254
1552;701;-23.4692;-295.251;296.182;-0.084097;0.497183;-0.0749115
1575;701;-25.7435;-293.789;294.915;-0.10531;0.523196;-0.0557674
1598;701;-28.7953;-291.255;292.675;-0.103256;0.541321;-0.0602297
1621;701;-30.938;-290.056;291.702;-0.0874612;0.592411;-0.0782406
655;724;30.2526;-283.09;284.702;-0.103736;0.429776;0.0348196
678;724;27.6876;-284.378;285.722;-0.10596;0.45949;0.0376663
701;724;25.0023;-285.745;286.836;-0.0993747;0.47565;0.0519975
724;724;22.8204;-286.261;287.169;-0.0852079;0.462977;0.0765952
747;724;20.8995;-285.904;286.667;-0.0694565;0.484854;0.0951455
770;724;19.491;-285.13;285.795;-0.0606085;0.505022;0.105586
793;724;17.9673;-283.743;284.311;-0.0540983;0.513408;0.114674
816;724;16.8314;-282.186;282.688;-0.0505682;0.543542;0.115244
839;724;15.4717;-280.683;281.109;-0.0568745;0.582058;0.107731
862;724;14.0431;-279.349;279.701;-0.0535237;0.595412;0.106532
885;724;12.8255;-277.531;277.828;-0.0459633;0.621264;0.102019
908;724;11.7783;-276.396;276.647;-0.0445403;0.635693;0.0896326
931;724;10.6751;-275.358;275.565;-0.0401222;0.669085;0.0894389
954;724;9.83962;-274.204;274.381;-0.0384948;0.678005;0.0850563
977;724;8.82532;-273.398;273.54;-0.0381875;0.697145;0.077914
1000;724;8.00897;-272.345;272.462;-0.0416205;0.722142;0.0838057
1023;724;6.7985;-270.903;270.989;-0.046123;0.748105;0.0879964
1046;724;5.74695;-269.552;269.614;-0.0534065;0.777962;0.066929
1069;724;4.23163;-269.02;269.053;-0.0660403;0.792605;0.0607008
1092;724;2.5585;-267.632;267.644;-0.0686377;0.808114;0.0638737
1115;724;0.891796;-266.646;266.648;-0.0637747;0.820477;0.0228289
1138;724;-0.478564;-267.092;267.092;-0.0665028;0.839656;0.021208
1161;724;-2.27841;-266.235;266.245;-0.0870053;0.864136;0.00670914
1184;724;-4.67194;-267.091;267.132;-0.0766094;0.841296;-0.0469875
1207;724;-6.03394;-268.917;268.985;-0.0550841;0.81572;-0.0716019
1230;724;-7.42236;-270.607;270.708;-0.0602822;0.759213;-0.0658025
1253;724;-9.02273;-272.222;272.372;-0.0688252;0.732275;-0.0671158
1276;724;-10.814;-273.649;273.862;-0.0682749;0.715706;-0.0754547
1299;724;-12.3827;-275.203;275.481;-0.0661836;0.692872;-0.0873053
1322;724;-14.0927;-276.936;277.294;-0.0561678;0.640222;-0.105864
1345;724;-15.2255;-279.172;279.587;-0.0409025;0.59231;-0.120217
1368;724;-16.2381;-281.372;281.84;-0.0466157;0.567899;-0.118802
1391;724;-17.6007;-283.122;283.669;-0.0526647;0.531881;-0.113321
1414;724;-18.8702;-284.886;285.51;-0.0481808;0.509842;-0.108519
1437;724;-19.9914;-286.336;287.033;-0.0454859;0.489034;-0.0954354
1460;724;-21.0604;-286.935;287.707;-0.0575184;0.464823;-0.0841386
1483;724;-22.7293;-287.321;288.219;-0.0733498;0.452419;-0.0818181
1506;724;-24.5728;-287.562;288.61;-0.070209;0.452381;-0.0861536
1529;724;-26.0827;-287.707;288.887;-0.076015;0.46582;-0.0622734
1552;724;-28.2341;-286.245;287.634;-0.0986776;0.479318;-0.0355611
