x [pixel];y [pixel];x-displacement [pixel];y-displacement [pixel];Displacement [pixel];Transverse strain Exx - GL [S];Axial strain Eyy - GL [S];Shear strain Exy - GL [S]
655;609;-1.42495;-30.6782;30.7113;0.100685;0.808557;0.48541
678;609;-3.24861;-17.0002;17.3078;0.105396;0.0475833;0.235113
701;609;0.516461;-14.4407;14.4499;0.0624973;-0.0654411;-0.013995
724;609;-0.503501;-14.9018;14.9103;-0.0118391;-0.0478937;-0.0117067
747;609;-0.0314229;-14.4882;14.4882;-0.00530167;-0.0590632;-0.0223899
770;609;-0.750036;-15.3305;15.3489;-0.00108017;-0.0252382;-0.0167988
793;609;-0.100025;-15.8055;15.8059;0.00653687;-0.00515467;-0.0171272
816;609;-0.450389;-15.4123;15.4189;-0.0114349;-0.0219609;0.0125519
839;609;-0.675843;-13.7437;13.7603;-0.015964;-0.0874938;0.00367983
862;609;-1.19463;-14.8155;14.8636;-0.00591268;-0.0437505;-0.0121549
885;609;-0.983237;-15.5222;15.5533;0.0133342;-0.0105177;-0.00516385
908;609;-0.596204;-15.8241;15.8354;0.0110123;0.00362761;-0.00387695
931;609;-0.479435;-15.5416;15.549;0.0120644;-0.00515663;-0.00227857
954;609;-0.0451235;-15.5928;15.5928;0.00477915;-0.00238886;-0.0119363
977;609;-0.260201;-15.4538;15.456;-0.0141131;-0.00894407;-0.013333
1000;609;-0.70103;-16.0245;16.0398;-0.00974981;0.017172;-0.00221719
1023;609;-0.711283;-15.6407;15.6569;-0.00683146;0.00330049;0.00676523
1046;609;-1.01856;-15.5757;15.609;0.000961114;0.0006587;0.0118843
1069;609;-0.66804;-15.3453;15.3599;0.00495103;-0.0106724;0.010597
1092;609;-0.798637;-14.7564;14.778;0.0146359;-0.0286059;0.0157069
1115;609;-0.00627651;-14.5587;14.5587;0.00070391;-0.0343272;-0.0124547
1138;609;-0.766513;-14.9061;14.9258;-0.00862277;-0.019629;0.00174992
1161;609;-0.40646;-14.9651;14.9707;0.0111406;-0.0126077;0.00103517
1184;609;-0.256938;-14.8249;14.8271;0.011545;-0.0181012;0.00717091
1207;609;0.112181;-14.03;14.0304;0.00093304;-0.0489784;-0.00597968
1230;609;-0.216952;-14.3069;14.3086;-0.0322754;-0.0354274;-0.000330692
1253;609;-1.39805;-13.7634;13.8342;-0.00811344;-0.055819;0.0243447
1276;609;-0.593144;-13.9436;13.9562;0.00256394;-0.0484039;0.00130787
1299;609;-1.28251;-14.219;14.2767;0.00679515;-0.031658;0.0203184
1322;609;-0.281715;-14.0366;14.0395;0.0240217;-0.0402672;0.0066061
1345;609;-0.194648;-13.5922;13.5935;0.00734898;-0.0556707;0.00218419
1368;609;0.0546614;-13.8339;13.8341;0.00606083;-0.0455273;-0.017946
1391;609;0.0668391;-14.8267;14.8269;0.000875184;-0.0028936;-0.00983695
1414;609;0.0911062;-14.4252;14.4254;-0.0221903;-0.0179258;0.00217883
1437;609;-0.971714;-14.0792;14.1127;0.00545861;-0.0258741;0.0225512
