Time,Displacement,Force
"18.4580","7.3567","9.1165"
"18.5290","7.3856","9.1421"
"18.6010","7.4140","9.1674"
"18.6540","7.4362","9.1925"
"18.7370","7.4685","9.2177"
"18.7870","7.4885","9.2434"
"18.8700","7.5215","9.2686"
"18.9310","7.5460","9.2937"
"19.0070","7.5764","9.3190"
"19.0610","7.5985","9.3440"
"19.1350","7.6276","9.3695"
"19.2080","7.6574","9.3947"
"19.2800","7.6854","9.4200"
"19.3420","7.7110","9.4452"
"19.4100","7.7380","9.4703"
"19.4690","7.7618","9.4959"
"19.5490","7.7932","9.5214"
"19.6100","7.8176","9.5465"
"19.6880","7.8483","9.5721"
"19.7580","7.8771","9.5971"
"19.8150","7.8996","9.6223"
"19.8810","7.9266","9.6475"
"19.9580","7.9568","9.6729"
"20.0250","7.9839","9.6980"
"20.1020","8.0145","9.7233"
"20.1580","8.0377","9.7486"
"20.2350","8.0682","9.7739"
"20.2940","8.0916","9.7993"
"20.3690","8.1211","9.8250"
"20.4490","8.1535","9.8502"
"20.5200","8.1815","9.8758"
"20.5860","8.2088","9.9010"
"20.6560","8.2366","9.9262"
"20.7170","8.2609","9.9516"
"20.7950","8.2919","9.9772"
"20.8570","8.3170","10.0024"
"20.9270","8.3447","10.0274"
"21.0240","8.3834","10.0524"
"21.0800","8.4061","10.0774"
"21.1610","8.4380","10.1026"
"21.2080","8.4568","10.1279"
"21.2980","8.4929","10.1530"
"21.3530","8.5153","10.1782"
"21.4470","8.5521","10.2036"
"21.4880","8.5693","10.2289"
"21.5830","8.6069","10.2543"
"21.6330","8.6272","10.2793"
"21.7140","8.6595","10.3046"
"21.7840","8.6876","10.3299"
"21.8570","8.7162","10.3553"
"21.9230","8.7430","10.3808"
"21.9970","8.7723","10.4059"
"22.0570","8.7966","10.4314"
"22.1340","8.8274","10.4567"
"22.1980","8.8530","10.4818"
"22.2730","8.8827","10.5068"
"22.3420","8.9110","10.5319"
"22.4090","8.9373","10.5570"
"22.4790","8.9660","10.5823"
"22.5580","8.9969","10.6073"
"22.6250","9.0239","10.6326"
"22.7050","9.0556","10.6579"
"22.7590","9.0777","10.6829"
"22.8340","9.1074","10.7081"
"22.9320","9.1466","10.7331"
"22.9760","9.1644","10.7582"
"23.0610","9.1986","10.7832"
"23.1170","9.2207","10.8086"
"23.2070","9.2567","10.8337"
"23.2760","9.2844","10.8590"
"23.3550","9.3154","10.8846"
"23.4210","9.3423","10.9098"
"23.5020","9.3745","10.9352"
"23.5550","9.3958","10.9606"
"23.6330","9.4269","10.9863"
"23.7050","9.4560","11.0116"
"23.7790","9.4851","11.0370"
"23.8500","9.5142","11.0622"
"23.9230","9.5431","11.0873"
"23.9810","9.5669","11.1124"
"24.0730","9.6032","11.1375"
"24.1620","9.6384","11.1627"
"24.2090","9.6572","11.1882"
"24.2980","9.6929","11.2133"
"24.3620","9.7187","11.2388"
"24.4440","9.7511","11.2640"
"24.5130","9.7793","11.2893"
"24.5910","9.8098","11.3144"
"24.6380","9.8294","11.3396"
"24.7280","9.8651","11.3650"
"24.7900","9.8901","11.3900"
"24.8720","9.9223","11.4154"
"24.9500","9.9537","11.4405"
"25.0130","9.9787","11.4656"
"25.0910","10.0106","11.4909"
"25.1520","10.0349","11.5159"
"25.2210","10.0630","11.5409"
"25.3100","10.0982","11.5659"
"25.3970","10.1326","11.5910"
"25.4550","10.1560","11.6161"
"25.5390","10.1890","11.6414"
"25.6090","10.2172","11.6666"
"25.6850","10.2469","11.6922"
"25.7480","10.2736","11.7173"
"25.8270","10.3045","11.7426"
"25.8860","10.3287","11.7676"
"25.9690","10.3617","11.7927"
"26.0460","10.3926","11.8178"
"26.1190","10.4215","11.8429"
"26.2120","10.4588","11.8686"
"26.2790","10.4855","11.8939"
"26.3590","10.5170","11.9191"
"26.4290","10.5453","11.9441"
"26.4960","10.5721","11.9695"
"26.5660","10.6004","11.9950"
"26.6430","10.6312","12.0200"
"26.7080","10.6571","12.0451"
"26.7980","10.6931","12.0702"
"26.8900","10.7299","12.0958"
"26.9450","10.7521","12.1209"
"27.0350","10.7876","12.1460"
"27.1030","10.8150","12.1710"
"27.1850","10.8472","12.1961"
"27.2440","10.8714","12.2217"
"27.3250","10.9037","12.2472"
"27.3890","10.9299","12.2725"
"27.4690","10.9614","12.2975"
"27.5510","10.9946","12.3225"
"27.6140","11.0195","12.3477"
"27.7070","11.0568","12.3731"
"27.7850","11.0880","12.3983"
"27.8640","11.1189","12.4235"
"27.9270","11.1447","12.4489"
"28.0090","11.1774","12.4743"
"28.0720","11.2030","12.4997"
"28.1520","11.2348","12.5251"
"28.2520","11.2747","12.5503"
"28.3100","11.2980","12.5753"
"28.3920","11.3306","12.6007"
"28.4650","11.3600","12.6260"
"28.5440","11.3911","12.6510"
"28.6060","11.4162","12.6763"
"28.6910","11.4497","12.7015"
"28.7510","11.4745","12.7268"
"28.8310","11.5063","12.7518"
"28.9310","11.5464","12.7753"
"28.9940","11.5715","12.8004"
"29.0720","11.6028","12.8255"
"29.1410","11.6306","12.8510"
"29.2240","11.6635","12.8764"
"29.2870","11.6887","12.9016"
"29.3750","11.7236","12.9269"
"29.4450","11.7516","12.9520"
"29.5180","11.7808","12.9772"
"29.6150","11.8198","13.0022"
"29.6850","11.8478","13.0272"
"29.7630","11.8786","13.0526"
"29.8340","11.9077","13.0782"
"29.9150","11.9399","13.1035"
"29.9730","11.9635","13.1288"
"30.0640","11.9995","13.1541"
"30.1640","12.0391","13.1786"
"30.2070","12.0564","13.2038"
"30.3040","12.0952","13.2292"
"30.3750","12.1239","13.2546"
"30.4510","12.1539","13.2799"
"30.5240","12.1834","13.3054"
"30.6100","12.2177","13.3308"
"30.7010","12.2545","13.3560"
"30.7620","12.2788","13.3810"
"30.8550","12.3153","13.4062"
"30.9260","12.3440","13.4312"
"30.9940","12.3713","13.4565"
"31.0650","12.4002","13.4817"
"31.1460","12.4326","13.5069"
"31.2130","12.4593","13.5323"
"31.2990","12.4935","13.5575"
"31.3890","12.5296","13.5826"
"31.4540","12.5557","13.6080"
"31.5410","12.5900","13.6333"
"31.6180","12.6211","13.6584"
"31.6930","12.6505","13.6840"
"31.7730","12.6831","13.7092"
"31.8520","12.7147","13.7345"
"31.9460","12.7518","13.7596"
"32.0110","12.7783","13.7852"
"32.0930","12.8106","13.8103"
"32.1610","12.8389","13.8355"
"32.2290","12.8658","13.8606"
"32.3290","12.9058","13.8852"
"32.3870","12.9285","13.9104"
"32.4840","12.9675","13.9356"
"32.5510","12.9944","13.9609"
"32.6320","13.0266","13.9861"
"32.6990","13.0534","14.0112"
"32.7810","13.0860","14.0362"
"32.8810","13.1265","14.0608"
"32.9450","13.1520","14.0860"
"33.0330","13.1868","14.1113"
"33.1060","13.2161","14.1366"
"33.1880","13.2486","14.1617"
"33.2500","13.2742","14.1869"
"33.3380","13.3089","14.2123"
"33.4380","13.3488","14.2367"
"33.4930","13.3713","14.2619"
"33.5770","13.4048","14.2870"
"33.6470","13.4332","14.3122"
"33.7340","13.4676","14.3373"
"33.8050","13.4962","14.3624"
"33.8870","13.5286","14.3879"
"33.9870","13.5684","14.4129"
"34.0460","13.5923","14.4382"
"34.1340","13.6271","14.4638"
"34.2050","13.6561","14.4890"
"34.2820","13.6863","14.5141"
"34.3610","13.7186","14.5392"
"34.4540","13.7557","14.5643"
"34.5410","13.7900","14.5899"
"34.6070","13.8165","14.6154"
"34.6910","13.8494","14.6404"
"34.7850","13.8879","14.6654"
"34.8480","13.9130","14.6905"
"34.9430","13.9507","14.7162"
"35.0170","13.9807","14.7416"
"35.0940","14.0112","14.7666"
"35.1540","14.0360","14.7918"
"35.2540","14.0759","14.8157"
"35.3430","14.1109","14.8409"
"35.3910","14.1305","14.8659"
"35.4830","14.1670","14.8910"
"35.5620","14.1985","14.9163"
"35.6320","14.2266","14.9416"
"35.7190","14.2619","14.9669"
"35.7980","14.2931","14.9921"
"35.8930","14.3309","15.0173"
"35.9550","14.3559","15.0425"
"36.0460","14.3922","15.0676"
"36.1220","14.4226","15.0928"
"36.1980","14.4526","15.1180"
"36.2940","14.4912","15.1432"
"36.3680","14.5212","15.1684"
"36.4550","14.5553","15.1939"
"36.5210","14.5823","15.2189"
"36.6050","14.6157","15.2442"
"36.7050","14.6559","15.2693"
"36.7710","14.6825","15.2945"
"36.8560","14.7158","15.3198"
"36.9360","14.7480","15.3452"
"37.0090","14.7773","15.3702"
"37.0740","14.8039","15.3953"
"37.1740","14.8437","15.4184"
"37.2650","14.8795","15.4436"
"37.3230","14.9033","15.4687"
"37.4070","14.9366","15.4937"
"37.4710","14.9627","15.5187"
"37.5710","15.0024","15.5433"
"37.6640","15.0389","15.5687"
"37.7290","15.0655","15.5937"
"37.8150","15.0997","15.6188"
"37.8750","15.1241","15.6441"
"37.9640","15.1594","15.6691"
"38.0640","15.1997","15.6942"
"38.1290","15.2256","15.7193"
"38.2140","15.2596","15.7444"
"38.2920","15.2910","15.7695"
"38.3740","15.3232","15.7947"
"38.4520","15.3549","15.8198"
"38.5340","15.3874","15.8450"
"38.6260","15.4241","15.8702"
"38.6970","15.4527","15.8956"
"38.7770","15.4845","15.9207"
"38.8650","15.5203","15.9458"
"38.9320","15.5469","15.9710"
"39.0320","15.5859","15.9938"
"39.0960","15.6126","16.0190"
"39.1880","15.6486","16.0443"
"39.2530","15.6752","16.0696"
"39.3340","15.7073","16.0947"
"39.4340","15.7474","16.1176"
"39.4970","15.7729","16.1426"
"39.5810","15.8059","16.1678"
"39.6570","15.8372","16.1933"
"39.7370","15.8688","16.2186"
"39.7450","15.8721","16.2210"
