x [pixel];y [pixel];x-displacement [pixel];y-displacement [pixel];Displacement [pixel];Transverse strain Exx - GL [S];Axial strain Eyy - GL [S];Shear strain Exy - GL [S]
655;655;0.649807;-70.2357;70.2387;-0.0200341;0.0986969;0.0443749
678;655;0.180927;-70.6263;70.6266;-0.0165979;0.072275;0.0386045
701;655;-0.125523;-70.9335;70.9336;-0.0110324;0.0617709;0.0335487
724;655;-0.331289;-71.0414;71.0422;-0.00769629;0.0524326;0.033439
747;655;-0.481128;-71.0695;71.0711;-0.00578633;0.0471969;0.0289837
770;655;-0.598471;-71.1885;71.191;-0.00351515;0.0508933;0.0257622
793;655;-0.643529;-71.2653;71.2682;-0.00145188;0.0481271;0.0251565
816;655;-0.665358;-71.2575;71.2606;-0.00178303;0.0427636;0.0203798
839;655;-0.725624;-71.2813;71.285;-0.00402568;0.0430567;0.0187865
862;655;-0.850923;-71.2867;71.2917;-0.00244993;0.0407837;0.0192241
885;655;-0.838464;-71.259;71.264;-0.00255709;0.0354503;0.0148468
908;655;-0.968884;-71.4169;71.4235;-0.00536124;0.0407353;0.013595
931;655;-1.08594;-71.3924;71.4006;-0.00181139;0.0447373;0.016789
954;655;-1.0527;-71.2205;71.2283;0.000933232;0.0322668;0.0151467
977;655;-1.04325;-71.2503;71.2579;2.02771e-05;0.0321496;0.00710784
1000;655;-1.05225;-71.4305;71.4383;-0.00307618;0.0419297;0.00578866
1023;655;-1.18516;-71.3804;71.3902;-0.00355481;0.0356693;0.00642384
1046;655;-1.2161;-71.3737;71.3841;-0.0013374;0.0379081;0.00786278
1069;655;-1.24673;-71.3456;71.3565;0.00122592;0.0384841;0.00485688
1092;655;-1.15974;-71.3833;71.3927;0.000811599;0.0374973;0.000554324
1115;655;-1.20943;-71.3858;71.3961;-0.00346751;0.035687;0.000814908
1138;655;-1.31954;-71.3475;71.3597;-0.00362514;0.0323844;0.000726187
1161;655;-1.37651;-71.4204;71.4337;-0.000741454;0.032819;-0.00251586
1184;655;-1.35386;-71.4842;71.497;-0.000834414;0.0426623;-0.00362629
1207;655;-1.4149;-71.4168;71.4308;0.000272747;0.0409346;-0.00482079
1230;655;-1.34133;-71.4523;71.4649;0.000427822;0.0352172;-0.00569317
1253;655;-1.39531;-71.5026;71.5162;-0.00380853;0.0399805;-0.00703837
1276;655;-1.51696;-71.5503;71.5664;-0.00363659;0.0408491;-0.00855316
