x [mm];y [mm];x-displacement [mm];y-displacement [mm];Transverse strain Exx - GL [S];Axial strain Eyy - GL [S];Shear strain Exy - GL [S];Maximum normal strain - GL [S];Minimum normal strain - GL [S];Affine transformation a [];Affine transformation b [];Affine transformation c [];Affine transformation d [];Confidence region [pixel];Correlation value [count];Enough pixels valid [];Number of iterations [];Vector status []
560.531;1641.06;3.81469;1.43727;-0.00393593;-0.00271049;-0.000925652;-0.00221314;-0.00443328;0.994541;-0.00643527;0.00362285;0.992921;0.0271784;0.984088;1;4;1
583.531;1641.06;3.74124;1.34017;-0.00368042;-0.0051993;0.000150911;-0.00366557;-0.00521415;1.00157;-0.000873059;0.00446547;0.989713;0.0310666;0.978404;1;3;1
606.531;1641.06;3.64507;1.42199;-0.0028887;0.000522206;0.00285462;0.00214202;-0.00450852;0.99847;0.00968814;-0.0110758;0.993967;0.0322365;0.982368;1;4;1
629.531;1641.06;3.60762;1.56386;-0.00222413;0.0029133;0.00302014;0.00430938;-0.0036202;1.00243;-0.00663282;-0.00286329;0.999081;0.0265001;0.985585;1;3;1
652.531;1641.06;3.54249;1.54349;-0.0020385;0.00474588;-0.000520133;0.00478553;-0.00207815;0.986402;-0.000888464;0.000362899;0.998003;0.0289447;0.989779;1;4;1
675.531;1641.06;3.51356;1.42764;-0.00322528;-0.00119325;0.000656139;-0.000999798;-0.00341873;0.996004;-0.00468222;0.00660527;0.997021;0.0341921;0.984319;1;4;1
698.531;1641.06;3.39378;1.447;-0.00347248;0.000104393;-0.00122624;0.000484404;-0.00385249;0.993035;0.00569108;-0.00124343;0.998693;0.0306462;0.988045;1;4;1
721.531;1641.06;3.35354;1.42735;-0.00378258;0.001441;0.00133705;0.00176335;-0.00410492;0.99756;-0.00289479;-0.00381817;0.992619;0.0282963;0.987266;1;4;1
744.531;1641.06;3.21936;1.53959;-0.00562135;0.00249418;2.08035e-05;0.00249424;-0.0056214;0.992447;0.00106081;-0.000496003;1.00119;0.0254954;0.988894;1;4;1
767.531;1641.06;3.09419;1.48952;-0.00201367;0.00357747;-0.00227668;0.00438724;-0.00282344;1.00136;0.00721851;0.00281266;0.995598;0.0256763;0.988906;1;5;1
790.531;1641.06;3.12664;1.53241;-0.000666335;0.00242398;0.00165313;0.00314164;-0.001384;0.999414;0.009212;0.00334668;1.00461;0.0366527;0.982993;1;5;1
813.531;1641.06;3.06324;1.65317;-0.004439;0.00784119;0.00153999;0.00803136;-0.00462917;0.992077;0.00112564;-0.00198594;1.01475;0.0345988;0.974448;1;4;1
836.531;1641.06;2.9219;1.61987;-0.00304675;0.00383763;-0.00419514;0.00582203;-0.00503115;0.994104;0.00781883;0.00106705;1.00983;0.0284358;0.97862;1;3;1
859.531;1641.06;2.92273;1.53869;0.000649364;0.000431192;0.000467996;0.00102082;5.97371e-05;1.00571;-0.0096269;0.00709131;0.999588;0.0392615;0.97952;1;4;1
882.531;1641.06;2.95176;1.63881;-0.00258521;0.00840241;0.00276156;0.00905744;-0.00324023;0.992802;-0.00253244;-0.00657968;1.01015;0.0332862;0.977755;1;3;1
905.531;1641.06;2.80351;1.65189;-0.00458464;0.00613265;-0.00218707;0.00656178;-0.00501378;1.00573;0.00467125;-0.00604378;1.00881;0.0300437;0.983492;1;3;1
928.531;1641.06;2.74032;1.56147;-0.000793999;0.00172545;-0.00212307;0.0029344;-0.00200295;0.99727;0.00768583;0.00683017;1.00063;0.036264;0.972603;1;4;1
951.531;1641.06;2.76685;1.54455;-0.00518095;0.00118772;0.000528756;0.00123132;-0.00522455;0.990948;-0.00393584;-0.00794786;1.00017;0.0337556;0.972571;1;7;1
974.531;1641.06;2.50135;1.61069;-0.00454472;0.00116982;-0.0032092;0.00260941;-0.00598431;0.991773;0.0161571;0.0104238;0.989017;0.0366507;0.975787;1;3;1
997.531;1641.06;2.5573;1.57881;-0.00272764;0.00306635;0.000310253;0.00308291;-0.0027442;0.998225;0.00231584;-0.00546535;1.01368;0.0348019;0.976841;1;4;1
1020.53;1641.06;2.37565;1.6835;-0.000801884;0.0054977;-0.000529919;0.00554197;-0.00084615;0.999264;0.00702132;0.00058548;1.00982;0.0413839;0.965288;1;4;1
1043.53;1641.06;2.51994;1.78453;0.000195185;0.010957;-0.00138902;0.0111334;1.87977e-05;0.996721;-0.00737253;0.00296853;1.02391;0.0331713;0.981976;1;4;1
1066.53;1641.06;2.38427;1.50374;-0.000850694;-0.00184149;-0.00133551;7.83351e-05;-0.00277052;1.00725;-0.00221168;-0.00368876;0.99337;0.0324376;0.978683;1;5;1
1089.53;1641.06;2.48047;1.61304;-0.00432115;0.0035439;0.00518468;0.00611873;-0.00689598;0.996421;-0.0200457;-0.00575476;1.00739;0.0332891;0.976461;1;4;1
1112.53;1641.06;2.18446;1.73998;-0.00392454;0.00749047;-0.00446696;0.00903068;-0.00546475;0.997095;0.0107772;-0.00293244;1.01149;0.0349286;0.983499;1;3;1
1135.53;1641.06;2.29942;1.48908;0.00182002;-0.00256482;-0.00113336;0.00209564;-0.00284044;0.997478;-0.00193974;-0.00330939;0.992786;0.0358068;0.975258;1;8;1
1158.53;1641.06;2.26777;1.56345;-8.85301e-05;0.000514431;0.0040662;0.00429031;-0.00386441;1.00499;-0.00944353;-0.00478956;0.993808;0.0347671;0.973384;1;5;1
1181.53;1641.06;2.29513;1.62961;-0.00487583;0.00165541;0.0034413;0.00313392;-0.00635434;0.992487;-0.007835;0.00271411;0.998458;0.0373728;0.962488;1;3;1
1204.53;1641.06;2.0429;1.61415;-0.00322621;0.00146877;-0.00147661;0.00189455;-0.003652;1.00132;0.0154594;-0.00242455;1.00399;0.0380182;0.964101;1;4;1
1227.53;1641.06;2.14642;1.70583;0.00356921;0.00544639;0.00210624;0.0068137;0.00220189;0.99973;-0.00768267;-0.00318727;0.999894;0.0394207;0.951933;1;4;1
1250.53;1641.06;2.20672;1.69569;-0.00350541;0.00534696;0.00308962;0.00631863;-0.00447708;0.994476;-0.0104792;0.00945469;1.00953;0.0386516;0.961748;1;3;1
1273.53;1641.06;1.98478;1.60399;-0.00959509;-0.00109161;-0.00175423;-0.000743939;-0.00994277;0.994291;0.00361259;-0.00515208;0.997679;0.0427051;0.963935;1;4;1
31.5305;1618.06;5.5502;1.31482;-0.00457716;0.00189417;-0.000146449;0.00189748;-0.00458047;1.00162;-0.00805097;0.00402239;1.0012;0.0257387;0.97864;1;3;1
54.5305;1618.06;5.44468;1.29979;-0.00380804;-5.69356e-05;0.00214299;0.000915336;-0.00478031;0.995964;-0.00307254;-0.0028217;0.996899;0.025449;0.980473;1;3;1
77.5306;1618.06;5.37464;1.38445;-0.00307815;-0.00265753;0.00177964;-0.00107582;-0.00465987;0.993023;0.00269659;-0.00161333;0.996893;0.0258639;0.983036;1;3;1
100.531;1618.06;5.30268;1.43142;-0.00343692;0.00207946;0.000196777;0.00208647;-0.00344393;1.00133;-0.00388174;-0.00366014;0.998771;0.0224561;0.982543;1;3;1
123.531;1618.06;5.21626;1.41409;-0.00232392;0.00120203;0.000593614;0.00129928;-0.00242117;0.997291;0.000282389;0.00385715;1.0057;0.0199804;0.989964;1;3;1
146.531;1618.06;5.19565;1.41641;-0.00362283;0.000320311;0.000681105;0.000434645;-0.00373717;0.997411;-0.000376267;-0.00203826;0.99811;0.0244143;0.985199;1;3;1
169.531;1618.06;5.04931;1.42964;-0.00427877;-0.000228708;0.000789951;-8.00844e-05;-0.00442739;0.989781;-0.000473913;0.000536215;0.995086;0.0250597;0.983351;1;3;1
192.531;1618.06;4.9984;1.43716;-0.00239065;-0.000188415;0.00105501;0.000235426;-0.00281449;0.999691;-0.00216768;0.00235536;0.998263;0.0223414;0.98812;1;3;1
215.531;1618.06;4.9392;1.40952;-0.00378379;0.00273611;-0.000220893;0.00274358;-0.00379126;0.995566;-0.00467343;0.00131695;1.00076;0.0248955;0.976725;1;3;1
238.531;1618.06;4.82399;1.39344;-0.00523086;-0.0012818;0.000919518;-0.0010782;-0.00543447;0.996431;-0.00288054;-0.00151012;1.00312;0.0262954;0.973866;1;3;1
261.531;1618.06;4.69794;1.43191;-0.00374774;0.00141019;0.000387838;0.00143919;-0.00377674;0.990243;-0.000703078;-0.00438552;1.00049;0.0224413;0.987776;1;4;1
284.531;1618.06;4.65124;1.4478;-0.00347107;0.000448629;-0.000211772;0.000460037;-0.00348248;0.993812;0.00416717;0.00433152;1.00402;0.0210282;0.989365;1;3;1
307.531;1618.06;4.53796;1.37506;-0.00452796;0.00152409;-8.32816e-05;0.00152524;-0.00452911;0.999186;-0.00101652;0.00131712;0.999719;0.0192037;0.991541;1;3;1
330.531;1618.06;4.44248;1.44228;-0.00212689;0.00420934;-0.000397212;0.00423415;-0.00215169;0.993403;-0.00114603;-0.000295762;1.00071;0.0240726;0.990622;1;3;1
353.531;1618.06;4.44001;1.40854;-0.00193096;-3.24892e-05;0.000245426;-1.27467e-06;-0.00196217;1.00198;0.00105938;-0.00633756;0.999891;0.0226629;0.985234;1;3;1
376.531;1618.06;4.35357;1.4647;-0.00307099;0.000569182;0.000448594;0.000623649;-0.00312546;0.996942;-0.00117515;0.00165765;0.998572;0.0219371;0.983488;1;2;1
399.531;1618.06;4.29844;1.49899;-0.00352806;0.00344059;-0.000849212;0.00354259;-0.00363005;0.99288;-0.00272755;0.000694598;1.00182;0.0241014;0.985761;1;4;1
422.531;1618.06;4.19097;1.42659;-0.0032826;0.00399888;-0.00095831;0.00412289;-0.00340661;0.994895;0.00366084;-0.0008132;1.0064;0.0199029;0.987607;1;3;1
445.531;1618.06;4.14716;1.44898;-0.0029482;0.000432017;-0.00106712;0.000740714;-0.0032569;0.995669;-0.000705316;0.000960441;1.00375;0.0195739;0.988854;1;3;1
468.531;1618.06;4.05515;1.40132;-0.00329504;-0.000487118;-0.000360632;-0.00044154;-0.00334061;1.00133;0.00171725;-5.20425e-05;1.00122;0.0193543;0.989322;1;3;1
491.531;1618.06;3.99534;1.45444;-0.00328368;0.000941511;0.00174726;0.00157044;-0.00391261;0.998186;-0.000972273;-0.00143973;1.00703;0.0204994;0.986272;1;3;1
514.531;1618.06;3.90376;1.49228;-0.00424669;0.00146955;-0.000749279;0.00156613;-0.00434327;0.998493;-0.0019607;-0.00287781;0.99975;0.0223839;0.983686;1;3;1
537.531;1618.06;3.79957;1.45813;-0.00255388;0.00224483;0.0011119;0.00248994;-0.002799;0.994472;-0.00501139;0.0017922;0.999665;0.0219706;0.988814;1;3;1
560.531;1618.06;3.78613;1.49971;-0.00158406;-0.00064457;0.000276505;-0.000569232;-0.00165939;0.998403;0.00149655;0.000162031;1.003;0.0197909;0.991938;1;3;1
583.531;1618.06;3.72665;1.46007;-0.00348164;-0.00277001;-0.000631046;-0.00240138;-0.00385027;0.997684;0.00155921;0.0011968;0.999467;0.0199305;0.989958;1;3;1
606.531;1618.06;3.62561;1.40999;-0.00427742;0.000618801;-0.000207551;0.000627583;-0.00428621;0.995938;0.0048465;-0.00181811;0.999914;0.0231773;0.988449;1;3;1
629.531;1618.06;3.52945;1.49708;-0.00277248;0.00250586;0.00101852;0.00269558;-0.0029622;0.994749;0.00221103;0.00165328;1.00407;0.0181535;0.993435;1;3;1
652.531;1618.06;3.49789;1.43463;-0.00205222;0.00267408;-0.000324451;0.00269625;-0.00207439;1.0004;-0.00175446;0.00429435;1.00454;0.0204162;0.990942;1;3;1
675.531;1618.06;3.43493;1.45523;-0.00103523;0.00113527;0.000503941;0.00124657;-0.00114653;0.993196;0.000191211;-0.00371962;1.00202;0.0199682;0.991599;1;3;1
698.531;1618.06;3.45024;1.44466;-0.00209659;0.000551753;-0.000705496;0.000727966;-0.0022728;1.00079;-0.000105066;-0.000147458;1.00387;0.0188456;0.99214;1;3;1
721.531;1618.06;3.33835;1.39423;-0.00434897;-0.000965773;0.000800103;-0.000786097;-0.00452865;0.993887;0.00203902;0.00389651;1.00545;0.0199248;0.991374;1;4;1
744.531;1618.06;3.24974;1.48232;-0.00310015;9.20222e-05;-0.000119589;9.64961e-05;-0.00310462;0.997419;0.00193391;-0.00655097;0.999242;0.0220974;0.987081;1;3;1
767.531;1618.06;3.19552;1.40761;-0.00254274;0.00195351;-0.000650645;0.00204577;-0.002635;1.00444;0.00324691;0.00117304;1.00464;0.0234531;0.988108;1;3;1
790.531;1618.06;3.13262;1.47673;-0.00345319;0.00246378;0.000612655;0.00252655;-0.00351596;0.995004;0.00352121;-0.000280061;1.00527;0.0240534;0.989236;1;3;1
813.531;1618.06;3.03635;1.47354;-0.00162372;0.00513125;0.000907678;0.00525109;-0.00174356;0.995617;0.000504923;-0.00288151;1.00264;0.0222507;0.987049;1;3;1
836.531;1618.06;3.05784;1.53217;-0.00272743;0.00273279;-0.00075807;0.00283608;-0.00283072;0.998152;-0.000547077;0.000268725;0.997475;0.0244149;0.985906;1;3;1
859.531;1618.06;2.91068;1.52878;-0.00382172;0.00259136;-0.00101114;0.00274701;-0.00397737;0.99773;-0.00025726;-0.0010429;1.00529;0.0277823;0.975808;1;4;1
882.531;1618.06;2.88162;1.44646;-0.000981601;0.00550479;0.000555362;0.005552;-0.00102881;0.99626;0.000187002;-0.00131096;1.00504;0.026091;0.974307;1;3;1
905.531;1618.06;2.8655;1.51135;-0.00211305;0.00321203;0.000480549;0.00325504;-0.00215607;1.0018;-0.00442464;-0.00697932;1.00281;0.0270907;0.982432;1;3;1
928.531;1618.06;2.78425;1.52186;-0.00213537;4.56065e-05;0.000273778;7.94487e-05;-0.00216922;0.995902;-0.00239829;0.000650549;0.999348;0.0283552;0.975995;1;3;1
951.531;1618.06;2.76717;1.51725;-0.00254764;0.00107133;0.00169498;0.00174119;-0.00321751;0.997105;-0.00242343;0.00189377;1.00051;0.024794;0.988585;1;3;1
974.531;1618.06;2.66687;1.5844;-0.00406907;0.00226911;-0.00161746;0.00265801;-0.00445797;1.00041;-0.000168254;0.00165513;1.00516;0.0256976;0.982996;1;3;1
997.531;1618.06;2.57961;1.5084;-0.00354402;0.00160215;-0.000386731;0.00163105;-0.00357292;0.999144;0.000362942;-0.000492405;0.998236;0.0268246;0.981997;1;3;1
1020.53;1618.06;2.50355;1.55775;-0.00188127;0.00457133;-0.00114684;0.0047691;-0.00207904;0.996591;0.00413352;0.00209402;1.00409;0.0227607;0.981728;1;4;1
1043.53;1618.06;2.49298;1.5339;-0.00311363;0.00680055;-4.42717e-05;0.00680074;-0.00311382;0.993768;0.0026173;-0.00444292;1.00199;0.0223872;0.985833;1;4;1
1066.53;1618.06;2.3601;1.54614;-0.00288684;0.000186962;-0.000577538;0.000291894;-0.00299177;1.00371;0.0041157;-0.000248728;1.00424;0.0234672;0.982262;1;3;1
1089.53;1618.06;2.35999;1.53199;-0.000696016;0.00213294;0.00230814;0.00342554;-0.00198862;0.997233;0.00412626;-0.00162988;0.999546;0.020078;0.990953;1;3;1
1112.53;1618.06;2.32806;1.56879;-0.00209364;0.00551043;-0.000950774;0.0056275;-0.00221072;0.998876;-0.000613852;0.000676193;1.00267;0.0204586;0.990174;1;3;1
1135.53;1618.06;2.26358;1.54817;-0.00384151;-0.000126775;-9.28276e-05;-0.000124457;-0.00384383;0.996541;-0.00249694;6.7341e-05;1.00286;0.0241112;0.984993;1;2;1
1158.53;1618.06;2.15101;1.55192;-0.0022147;0.00127802;0.00124419;0.0016759;-0.00261258;0.997526;-0.00257639;-0.00205056;1.00602;0.0208748;0.98883;1;3;1
1181.53;1618.06;2.16157;1.59195;-3.62254e-05;0.00157212;0.00160508;0.00256322;-0.00102732;0.997277;-0.00400536;0.000122743;1.00524;0.023907;0.98151;1;3;1
1204.53;1618.06;2.14933;1.58064;-0.00153898;0.00218465;-0.00119925;0.00253746;-0.00189179;1.00276;-0.00346121;-0.00195084;1.00182;0.0230446;0.987781;1;3;1
1227.53;1618.06;2.09072;1.58097;-0.00296532;0.00435964;0.000816791;0.00444961;-0.00305529;0.996659;0.00139801;0.0025074;1.00561;0.024288;0.982885;1;4;1
1250.53;1618.06;2.01273;1.57385;-0.00253866;0.00312657;0.00241785;0.00401816;-0.00343025;0.997317;-0.00582201;-0.00260187;0.999556;0.023171;0.984053;1;4;1
1273.53;1618.06;1.97377;1.62911;-0.00168938;0.00149341;0.00243931;0.00281454;-0.00301051;1.0027;-0.00568037;-0.00578904;1.00176;0.0302625;0.980302;1;3;1
31.5305;1595.06;5.51927;1.33486;-0.000272236;0.0011784;0.00047853;0.00132204;-0.00041587;0.999256;2.01981e-05;0.00274286;0.99831;0.027125;0.981896;1;3;1
54.5305;1595.06;5.51301;1.33598;-0.000904047;-0.000837319;-0.000669882;-0.00019997;-0.0015414;1.00256;0.00318703;-0.00414376;0.993989;0.0271642;0.965693;1;3;1
77.5306;1595.06;5.47763;1.39028;-0.00457884;0.0013645;-0.000578197;0.00142023;-0.00463457;0.989695;0.00262288;-0.00509342;1.00234;0.0280903;0.970043;1;4;1
100.531;1595.06;5.30188;1.37592;-0.00502427;0.00224511;-0.00122072;0.00244462;-0.00522378;0.997223;0.00491778;0.00486317;1.00101;0.0203585;0.990996;1;4;1
123.531;1595.06;5.24591;1.35162;-0.00321273;0.00106315;-0.00076733;0.00119668;-0.00334626;1.00012;-0.00431899;0.00296647;0.999332;0.02057;0.989557;1;3;1
146.531;1595.06;5.15385;1.35442;-0.00330582;0.00191968;0.000683193;0.00200752;-0.00339367;0.992738;0.000502541;-0.00499957;1.00503;0.0252864;0.9826;1;3;1
169.531;1595.06;5.09358;1.3916;-0.00518123;0.00222917;0.000524363;0.00226609;-0.00521815;0.992297;-0.000281054;-0.00171476;1.00104;0.0242438;0.986282;1;3;1
192.531;1595.06;4.91486;1.41;-0.00408182;0.00273985;-0.000666008;0.00280426;-0.00414623;0.999977;-0.00161403;0.00446578;1.00603;0.0220681;0.991312;1;3;1
215.531;1595.06;4.90539;1.33205;-0.00229668;0.00187878;0.000739199;0.00200578;-0.00242369;0.996786;0.00486407;-0.00177431;1.00536;0.0231183;0.984124;1;3;1
238.531;1595.06;4.80908;1.44316;-0.00361325;0.00177251;0.000867628;0.00190883;-0.00374957;0.99522;0.00304214;0.000595852;1.00253;0.0251632;0.986706;1;3;1
261.531;1595.06;4.73878;1.4287;-0.00343542;0.00236457;-0.00143045;0.00269817;-0.00376902;0.996911;0.00606456;0.00251339;1.00055;0.0186624;0.989871;1;3;1
284.531;1595.06;4.6507;1.36019;-0.00371633;0.00150077;8.93706e-05;0.0015023;-0.00371786;0.995811;-6.87168e-05;-0.000752928;1.0036;0.0203904;0.989354;1;3;1
307.531;1595.06;4.56751;1.42001;-0.00317622;-0.000593029;4.49878e-05;-0.000592246;-0.003177;0.995024;0.00648636;-0.00388254;0.999252;0.0193327;0.990722;1;4;1
330.531;1595.06;4.50433;1.41608;-0.00235281;0.00165495;-0.000755074;0.00179249;-0.00249034;0.997558;0.000241035;0.0034409;1.00212;0.0204657;0.988157;1;3;1
353.531;1595.06;4.45915;1.42457;-0.0021063;0.00125455;-0.000204376;0.00126693;-0.00211868;0.998847;-0.00127927;0.000555469;1.00237;0.0188182;0.993237;1;3;1
376.531;1595.06;4.40733;1.41683;-0.00321993;0.00280215;-0.000592346;0.00285986;-0.00327764;0.998945;0.00503462;0.00263495;1.00461;0.0187632;0.991762;1;3;1
399.531;1595.06;4.31079;1.44084;-0.00400368;0.00284835;-0.000448722;0.00287761;-0.00403294;0.991491;4.94046e-06;-0.00362131;1.00018;0.0234425;0.98641;1;3;1
422.531;1595.06;4.22279;1.40235;-0.00277369;0.00147366;-0.00068639;0.00158183;-0.00288186;0.997004;-0.00169272;0.00221319;0.995394;0.0186918;0.988464;1;3;1
445.531;1595.06;4.18302;1.41531;-0.00332273;0.00142761;0.000225143;0.00143825;-0.00333338;0.999238;0.00694454;0.00078797;1.0011;0.021839;0.98867;1;3;1
468.531;1595.06;4.06969;1.38511;-0.00412931;0.000600781;-7.34336e-05;0.000601921;-0.00413045;0.992681;0.000451298;-0.0068393;0.997217;0.0183902;0.991087;1;4;1
491.531;1595.06;3.99267;1.41747;-0.00220878;0.00175297;0.000147026;0.00175842;-0.00221423;0.998588;0.00184364;0.00438552;0.995289;0.0207146;0.988744;1;3;1
514.531;1595.06;3.96796;1.42081;-0.0035778;0.00303667;-0.000476539;0.00307083;-0.00361196;0.998374;0.00972439;-0.000121679;1.00342;0.0250217;0.979207;1;4;1
537.531;1595.06;3.82778;1.37955;-0.00383596;0.00218179;-0.000220021;0.00218982;-0.00384399;0.995375;0.00912081;-0.00305694;1.00698;0.0249167;0.990251;1;3;1
560.531;1595.06;3.79114;1.46693;-0.0025615;0.0022101;0.00074868;0.00232482;-0.00267621;0.99776;-0.0018857;0.00126367;1.00061;0.0189676;0.990486;1;3;1
583.531;1595.06;3.70972;1.46777;-0.00194676;0.00139364;-0.00124115;0.00180431;-0.00235743;0.99424;-0.00156589;-0.00230589;1.00115;0.0205218;0.989062;1;3;1
606.531;1595.06;3.70145;1.39357;-0.00371656;0.000731084;-0.0003248;0.000754679;-0.00374015;1.00253;-0.000614083;0.00329982;1.00201;0.0204124;0.990966;1;3;1
629.531;1595.06;3.53843;1.44878;-0.00371237;0.00240451;-0.000707385;0.00248525;-0.00379311;0.997436;0.000989715;0.00213429;0.99683;0.0212879;0.988419;1;3;1
652.531;1595.06;3.53035;1.42065;-0.00132905;0.000523768;-0.000865377;0.000865078;-0.00167036;1.00073;0.000542709;0.000670619;0.998325;0.0234626;0.984822;1;3;1
675.531;1595.06;3.4772;1.37546;-0.00288028;0.00230087;-0.000192746;0.00230803;-0.00288744;0.998716;-6.42192e-05;0.000591918;1.00575;0.0214012;0.991677;1;3;1
698.531;1595.06;3.39767;1.42162;-0.00346579;0.000971106;0.00171178;0.00155475;-0.00404943;0.99533;-0.00193822;-0.0019397;1.00062;0.0173846;0.994209;1;3;1
721.531;1595.06;3.31739;1.47181;-0.00333599;0.000649898;0.000899313;0.00084341;-0.00352951;0.997954;-0.00251205;-0.00132682;0.998867;0.0211743;0.988435;1;3;1
744.531;1595.06;3.24381;1.53537;-0.00366179;0.00122174;-0.00117514;0.00148981;-0.00392985;0.991587;0.000337775;-0.000101513;1.003;0.0229544;0.987719;1;3;1
767.531;1595.06;3.14858;1.39978;-0.00232902;0.00101457;-0.00127255;0.00144379;-0.00275824;1.00489;-0.004133;0.00266054;0.999792;0.0239469;0.981777;1;3;1
790.531;1595.06;3.1364;1.41922;-0.00245717;0.00297471;-0.000452789;0.0030122;-0.00249466;0.993044;-0.00431803;-0.00041714;0.999395;0.0278787;0.971461;1;3;1
813.531;1595.06;3.03541;1.41775;-0.00193221;0.000430272;0.000849793;0.000704186;-0.00220613;1.0013;0.0028388;-0.0023044;0.998141;0.0222408;0.98712;1;3;1
836.531;1595.06;3.04738;1.4945;-0.00229225;0.00297348;0.00029249;0.00298968;-0.00230845;0.995434;-0.00275129;-0.00136967;1.00325;0.0222917;0.984233;1;3;1
859.531;1595.06;2.92985;1.41964;-0.00356258;0.00183108;-0.00135072;0.00215043;-0.00388193;1.00255;0.00355015;0.00481697;1.00077;0.0236073;0.979178;1;4;1
