x [mm];y [mm];x-displacement [mm];y-displacement [mm];Transverse strain Exx - GL [S];Axial strain Eyy - GL [S];Shear strain Exy - GL [S];Maximum normal strain - GL [S];Minimum normal strain - GL [S];Affine transformation a [];Affine transformation b [];Affine transformation c [];Affine transformation d [];Confidence region [pixel];Correlation value [count];Enough pixels valid [];Number of iterations [];Vector status []
284.531;1641.06;-0.256746;-2.36345;0.00582217;-0.0105765;0.00151457;0.00596088;-0.0107152;1.00528;-0.00202363;-0.000458406;0.99433;0.0301303;0.982849;1;4;1
307.531;1641.06;-0.149672;-2.23216;0.00363278;-0.00711005;0.0013923;0.00381029;-0.00728756;1.0003;0.00262087;-0.00201427;1.0008;0.0443732;0.947369;1;4;1
330.531;1641.06;-0.0905262;-2.13095;0.00667989;-0.00823744;-0.00233698;0.00703744;-0.00859498;1.01273;0.012377;-0.0123958;1.00419;0.0328817;0.987611;1;4;1
353.531;1641.06;0.156565;-2.19064;0.00908565;-0.0131505;0.000136854;0.00908649;-0.0131513;1.0187;-0.0143932;-0.00631535;0.984664;0.0395367;0.977125;1;4;1
376.531;1641.06;0.325389;-2.01553;0.00471479;-0.0145246;0.00548049;0.00616642;-0.0159762;1.00206;-0.00684903;-0.00308675;0.98582;0.0317646;0.981731;1;3;1
399.531;1641.06;0.371349;-1.80762;0.00223114;-0.010121;0.0022066;0.00261349;-0.0105034;1.00192;0.010486;-0.00858229;0.999457;0.0277671;0.987107;1;4;1
422.531;1641.06;0.426663;-1.67692;0.00464549;-0.00531217;-0.00162005;0.00490243;-0.00556911;0.998094;0.00938633;-0.00502995;1.00184;0.029582;0.986952;1;3;1
445.531;1641.06;0.584201;-1.62846;0.00637346;-0.00984653;-0.00219773;0.00666597;-0.010139;1.00314;0.0112928;-0.00390524;0.991899;0.0267331;0.990792;1;3;1
468.531;1641.06;0.718741;-1.55023;0.00724464;-0.00821431;0.000387013;0.00725432;-0.008224;1.01125;0.00407422;-0.0046089;0.992956;0.0336427;0.982082;1;4;1
491.531;1641.06;0.915941;-1.45777;0.00642802;-0.00806056;0.00223897;0.00676612;-0.00839867;1.00438;0.00538859;-0.00197549;0.992474;0.030497;0.984386;1;3;1
514.531;1641.06;1.01223;-1.20949;0.0051178;-0.00481227;-5.87016e-05;0.00511814;-0.00481262;1.00165;0.00666009;-0.00146888;1.00218;0.0365438;0.980465;1;3;1
537.531;1641.06;1.15019;-1.22901;0.00738916;-0.00728259;-0.00042065;0.00740121;-0.00729464;1.01086;0.0071949;-0.00421403;0.984635;0.0374575;0.973321;1;4;1
560.531;1641.06;1.35086;-1.16051;0.00606084;-0.0121488;-0.00143181;0.00617273;-0.0122607;1.00455;-0.0061855;-0.00677969;0.989668;0.0341712;0.976387;1;4;1
583.531;1641.06;1.42805;-1.32834;0.00561849;-0.0207256;-0.000358379;0.00562336;-0.0207304;1.01076;0.0126548;0.0057028;0.96028;0.0342215;0.97326;1;3;1
606.531;1641.06;1.60793;-0.914106;0.00780345;-0.00722734;0.00488439;0.00925122;-0.00867512;1.00665;0.0189328;-0.0163046;1.00331;0.0434729;0.968923;1;4;1
629.531;1641.06;1.78246;-0.787465;0.00779411;-0.00685848;0.00302785;0.00839514;-0.00745951;1.00551;-0.00317779;-0.000529126;0.996178;0.0331509;0.976867;1;4;1
652.531;1641.06;1.96429;-0.644314;0.00416761;-0.00498826;0.00102111;0.00428011;-0.00510075;1.00838;0.000883397;-0.0088232;0.999984;0.0364313;0.981992;1;3;1
675.531;1641.06;1.97366;-0.685778;0.00468015;-0.0100629;-0.00102168;0.00475062;-0.0101334;1.0085;0.0123632;-0.000143606;0.990788;0.0420783;0.97552;1;4;1
698.531;1641.06;2.17881;-0.486847;0.0074667;-0.00450292;-0.000926335;0.00753796;-0.00457419;1.0059;0.00243352;-0.0111356;1.0002;0.033781;0.98491;1;5;1
721.531;1641.06;2.31551;-0.507896;0.00640066;-0.010274;-0.00122807;0.00649062;-0.010364;1.00395;0.00422926;-0.00459636;0.984781;0.0298108;0.985522;1;4;1
744.531;1641.06;2.47217;-0.377882;0.00840319;-0.0103845;-0.00139289;0.0085059;-0.0104872;1.00439;0.0119561;-0.00397187;0.98788;0.0325;0.981454;1;4;1
767.531;1641.06;2.69977;-0.256526;0.00934395;-0.00717632;0.000636837;0.00936846;-0.00720083;1.00804;0.00734025;-0.00584199;0.985594;0.0307386;0.985228;1;4;1
790.531;1641.06;2.89956;-0.174613;0.0079322;-0.00934167;0.00340689;0.00857985;-0.00998932;1.00847;0.00747171;-0.000601855;0.98863;0.0507383;0.967173;1;4;1
813.531;1641.06;3.06214;0.0596778;0.0035242;-0.0010504;0.00185233;0.00418018;-0.00170638;1.00252;-0.00250114;0.00296189;1.00499;0.0346965;0.97561;1;3;1
836.531;1641.06;3.0611;-0.0104064;0.00425837;-0.0107935;-0.00419352;0.00534785;-0.0118829;0.994874;0.00416163;-0.00858891;0.992882;0.030154;0.978104;1;4;1
859.531;1641.06;3.25753;0.142493;0.00996065;-0.00560414;-0.000229661;0.00996404;-0.00560752;1.0192;0.00314749;0.00223732;0.993206;0.0370458;0.981719;1;4;1
882.531;1641.06;3.51581;0.325545;0.00828338;-0.00199473;0.000823238;0.0083489;-0.00206025;1.00373;0.000455876;-0.00573559;1.00365;0.0343396;0.97681;1;4;1
905.531;1641.06;3.63667;0.319011;0.00397492;-0.0068901;-0.00155875;0.00419412;-0.0071093;1.00711;0.00369661;-0.000106091;0.998491;0.0344313;0.978017;1;4;1
928.531;1641.06;3.69825;0.388483;0.0070447;-0.0107224;-0.00106975;0.00710887;-0.0107866;1.00952;0.0136272;-0.0100916;0.997078;0.0386755;0.969025;1;4;1
951.531;1641.06;3.95904;0.543782;0.00808331;-0.00595321;-0.000311941;0.00809024;-0.00596014;1.00088;0.00238001;0.00135699;0.988229;0.0338625;0.973419;1;3;1
974.531;1641.06;4.06833;0.544197;0.00690637;-0.011763;0.000550625;0.00692259;-0.0117793;1.01671;0.00623436;-0.00446622;0.970857;0.039206;0.97192;1;3;1
997.531;1641.06;4.27472;0.836571;0.00323612;-0.00347918;0.00273677;0.00421018;-0.00445324;1.0007;0.00712394;-0.00705764;1.00772;0.0349833;0.976438;1;4;1
1020.53;1641.06;4.21537;0.92731;0.00539288;-0.0042592;-0.005921;0.00820549;-0.00707181;1.0042;0.0186591;-0.00460755;1.00051;0.0412906;0.965519;1;3;1
1043.53;1641.06;4.52198;0.953956;0.0111117;-0.00615639;-0.00367817;0.0118625;-0.00690721;1.01334;0.00393584;0.00457708;0.999939;0.0394622;0.974264;1;4;1
1066.53;1641.06;4.72363;0.847636;0.00985135;-0.0187543;-0.000260742;0.00985372;-0.0187567;1.01231;0.0155793;-0.0121378;0.975639;0.0360534;0.97335;1;4;1
1089.53;1641.06;4.97256;1.13925;0.0055231;-0.00959841;0.00389535;0.00646756;-0.0105429;1.00716;-0.00553062;-0.00650008;0.990272;0.0418795;0.962889;1;5;1
1112.53;1641.06;4.97517;1.25835;0.00520025;-0.0065938;-0.00364505;0.00623585;-0.0076294;1.00206;0.0153023;-0.0107976;1.00139;0.0377788;0.980588;1;4;1
1135.53;1641.06;5.2109;1.29328;0.00930444;-0.00851619;-0.00254036;0.0096595;-0.00887125;1.01386;0.000560588;0.00105577;0.99939;0.0414215;0.966945;1;4;1
1158.53;1641.06;5.40109;1.35785;0.0112467;-0.0130242;0.000505596;0.0112572;-0.0130347;1.01216;0.00124613;-0.0136064;0.978303;0.0349955;0.972868;1;3;1
1181.53;1641.06;5.72426;1.61409;0.00775426;-0.00506068;0.00310956;0.00846894;-0.00577537;1.00112;-0.000360476;-0.00089172;0.993939;0.0374423;0.962035;1;4;1
1204.53;1641.06;5.7552;1.69377;0.00752167;-0.0037912;-0.00127771;0.00766418;-0.00393371;1.01473;0.00666309;-0.00810192;1.00176;0.039749;0.961397;1;3;1
1227.53;1641.06;6.06852;1.81803;0.010768;-0.00297377;0.00190404;0.0110269;-0.00323271;1.00979;-0.00499732;-0.00503436;0.997474;0.0455009;0.935961;1;3;1
1250.53;1641.06;6.24742;1.90218;0.00695112;-0.00466994;-0.000510116;0.00697347;-0.00469229;1.00521;-0.00259855;0.00716446;0.996173;0.0364468;0.965865;1;4;1
1273.53;1641.06;6.38717;1.81373;0.00610182;-0.0123194;-0.00206995;0.00633155;-0.0125491;1.00815;-0.000393765;-0.00311451;0.983786;0.0430045;0.963406;1;4;1
31.5305;1618.06;-1.55281;-3.20376;0.00556477;-0.00821645;-0.000845851;0.00561649;-0.00826818;1.00219;0.00116445;-0.00473876;0.995111;0.0297067;0.971343;1;4;1
54.5305;1618.06;-1.42532;-3.12347;0.00479643;-0.010173;0.00167387;0.00498131;-0.0103579;1.00969;0.00183489;-0.000649285;0.98798;0.0291811;0.973986;1;3;1
77.5306;1618.06;-1.33291;-3.06674;0.00523025;-0.012582;0.00147963;0.00535233;-0.0127041;1.0036;0.0045363;-0.00436403;0.986509;0.0293016;0.978096;1;3;1
100.531;1618.06;-1.18568;-2.95084;0.00571328;-0.00921975;0.00158054;0.00587874;-0.0093852;1.01005;0.00158784;-0.00674254;0.981867;0.0245478;0.979333;1;3;1
123.531;1618.06;-1.07166;-2.79129;0.00530212;-0.00983722;-0.000363668;0.00531085;-0.00984595;1.00509;0.0036386;-0.00160052;0.987484;0.0224229;0.987567;1;3;1
146.531;1618.06;-0.942668;-2.7998;0.00466139;-0.0130089;-0.000817256;0.00469911;-0.0130466;1.00617;0.00274664;-0.00451487;0.984202;0.0289836;0.979034;1;3;1
169.531;1618.06;-0.858217;-2.58079;0.00571206;-0.00910299;0.000529876;0.00573099;-0.00912192;1.00535;0.00277716;-0.00811302;0.989427;0.0284415;0.978651;1;3;1
192.531;1618.06;-0.681465;-2.52674;0.00684763;-0.0109783;-0.000580924;0.00686655;-0.0109972;1.00931;-3.90079e-05;-6.94987e-05;0.990521;0.0249443;0.985054;1;3;1
215.531;1618.06;-0.544421;-2.47363;0.00448396;-0.00862786;0.000771882;0.00452924;-0.00867314;0.998487;0.00309464;-0.00639036;0.991476;0.0258803;0.97516;1;4;1
238.531;1618.06;-0.47612;-2.32119;0.00369223;-0.0133455;0.000494051;0.00370654;-0.0133598;1.00968;0.00537533;-0.00161722;0.98806;0.0257352;0.974873;1;3;1
261.531;1618.06;-0.3755;-2.2365;0.00539776;-0.00925992;2.86713e-05;0.00539782;-0.00925997;1.00335;0.00397542;-0.00988195;0.988172;0.0231778;0.986735;1;3;1
284.531;1618.06;-0.228932;-2.11888;0.00604699;-0.00929133;0.000406598;0.00605776;-0.0093021;1.00678;0.00455172;-0.00151909;0.988363;0.0208308;0.989602;1;3;1
307.531;1618.06;-0.0984815;-2.06798;0.00579916;-0.00936684;-0.000160813;0.00580086;-0.00936855;1.00266;0.00488613;-0.00226751;0.986894;0.0213057;0.989635;1;4;1
330.531;1618.06;0.0367155;-1.94035;0.00666557;-0.00874035;-0.000913316;0.00671953;-0.0087943;1.00715;0.00531207;-0.00489643;0.987696;0.0258227;0.989256;1;3;1
353.531;1618.06;0.206763;-1.88611;0.00493192;-0.0129807;0.00171426;0.0050945;-0.0131432;1.00726;0.00150126;-0.0088987;0.987524;0.022739;0.985321;1;3;1
376.531;1618.06;0.262288;-1.67891;0.00504693;-0.0115412;0.00246455;0.00540535;-0.0118996;1.00042;0.00472588;-0.00834116;0.984648;0.0250912;0.978905;1;4;1
399.531;1618.06;0.437282;-1.57355;0.00714303;-0.0101133;-0.000878141;0.0071876;-0.0101578;1.00676;0.00213587;0.00169433;0.986667;0.0249766;0.984546;1;4;1
422.531;1618.06;0.589533;-1.55384;0.0067623;-0.00819584;-0.000579865;0.00678474;-0.00821828;1.00641;0.00335195;-0.00622092;0.987759;0.0254336;0.979667;1;3;1
445.531;1618.06;0.746979;-1.40028;0.00426932;-0.00988606;5.62108e-05;0.00426955;-0.00988629;0.999604;0.00487264;-0.00675309;0.990567;0.0226588;0.985112;1;3;1
468.531;1618.06;0.7851;-1.36042;0.00511562;-0.0109618;-0.000487431;0.00513038;-0.0109766;1.00768;0.00346664;6.14128e-05;0.987624;0.02297;0.985136;1;3;1
491.531;1618.06;0.981519;-1.27153;0.0075021;-0.0117773;0.00144776;0.00761021;-0.0118854;1.00952;-0.000392731;-0.00739356;0.990624;0.0278578;0.974894;1;3;1
514.531;1618.06;1.12817;-1.09825;0.00463025;-0.0081179;-0.000275116;0.00463618;-0.00812383;1.00172;0.00413428;-0.00122452;0.988957;0.0253838;0.979101;1;3;1
537.531;1618.06;1.19354;-1.06085;0.00522901;-0.0100328;0.000858406;0.00527714;-0.010081;1.00373;-0.00293052;-0.00721727;0.990474;0.0253411;0.985077;1;4;1
560.531;1618.06;1.36756;-0.879361;0.00810531;-0.011545;0.00153745;0.00822487;-0.0116645;1.00428;0.00610573;-0.00284708;0.985285;0.0232912;0.988772;1;4;1
583.531;1618.06;1.56439;-0.846199;0.00619344;-0.0163678;-0.000316832;0.00619789;-0.0163722;1.01173;0.00232494;-0.00211176;0.987895;0.0247909;0.984423;1;4;1
606.531;1618.06;1.65139;-0.747231;0.0046479;-0.0088517;0.000330853;0.004656;-0.0088598;0.997849;0.009111;-0.0080644;0.983581;0.0259518;0.985488;1;4;1
629.531;1618.06;1.77719;-0.629174;0.00691532;-0.0094565;0.00117025;0.00699854;-0.00953973;1.00875;0.00691155;-0.00270092;0.986225;0.0243329;0.988085;1;3;1
652.531;1618.06;1.96789;-0.529297;0.00700616;-0.00660885;0.000172177;0.00700833;-0.00661103;1.0054;0.0052296;-0.00753047;0.992202;0.0268355;0.983621;1;4;1
675.531;1618.06;2.09801;-0.452816;0.00744772;-0.00806284;-0.000560755;0.00746797;-0.00808308;1.00427;-0.00160002;-0.00462813;0.988732;0.0261347;0.98576;1;4;1
698.531;1618.06;2.30899;-0.382676;0.00714648;-0.00654886;-0.000165967;0.00714849;-0.00655087;1.01022;0.0110795;-0.00350688;0.989473;0.023578;0.987671;1;3;1
721.531;1618.06;2.42523;-0.270102;0.00765329;-0.0100334;-4.57062e-05;0.00765341;-0.0100335;1.0092;0.00667811;-0.00422862;0.994394;0.0260173;0.985395;1;3;1
744.531;1618.06;2.65905;-0.137019;0.00754651;-0.0108595;-0.0012585;0.00763216;-0.0109451;1.00551;0.00260716;-0.00821482;0.987008;0.0218568;0.987337;1;3;1
767.531;1618.06;2.77072;-0.090764;0.00524744;-0.00795904;0.000862087;0.00530347;-0.00801508;1.00552;0.000833441;0.00249519;0.989307;0.0252948;0.986028;1;3;1
790.531;1618.06;2.89946;0.0412584;0.00629292;-0.00824524;0.000590689;0.00631688;-0.0082692;1.00605;0.00692843;-0.00552808;0.995811;0.0270831;0.98629;1;4;1
813.531;1618.06;3.05896;0.08385;0.00862231;-0.0066316;0.000834495;0.00866783;-0.00667712;1.00783;0.0104682;-0.00634394;0.990517;0.0214441;0.988095;1;3;1
836.531;1618.06;3.29397;0.240389;0.00818126;-0.0104799;-0.00126744;0.00826694;-0.0105656;1.0053;0.00621915;-0.00348439;0.98468;0.0274356;0.982077;1;4;1
859.531;1618.06;3.43338;0.272427;0.00592694;-0.007874;-0.000755471;0.00596817;-0.00791523;1.00615;0.000231213;-0.00682863;0.992509;0.0297364;0.972682;1;3;1
882.531;1618.06;3.56562;0.371524;0.00668055;-0.00458058;0.000477984;0.0067008;-0.00460083;1.00687;0.0059946;-0.00720295;0.993494;0.0268559;0.972356;1;3;1
905.531;1618.06;3.73921;0.478263;0.00638247;-0.00877313;0.00131268;0.00649533;-0.00888598;1.00438;0.00129776;-0.00419625;0.987759;0.0328399;0.974487;1;4;1
928.531;1618.06;3.85752;0.636992;0.00678995;-0.0106119;-0.000487507;0.0068036;-0.0106255;1.00834;-0.000408858;-0.00349565;0.987295;0.0304578;0.972532;1;3;1
951.531;1618.06;4.05005;0.681297;0.0071927;-0.00781997;0.000686985;0.00722407;-0.00785134;1.00791;-0.000215668;-0.00373775;0.992837;0.0255993;0.987803;1;3;1
974.531;1618.06;4.18685;0.816666;0.00632549;-0.00984495;0.00105241;0.00639369;-0.00991315;1.01251;0.00164099;-0.000144076;0.996976;0.0276886;0.980233;1;3;1
997.531;1618.06;4.33951;0.916823;0.00781351;-0.0079233;0.000421222;0.00782478;-0.00793457;1.00973;0.00251055;-0.00364411;0.98874;0.0270953;0.981752;1;3;1
1020.53;1618.06;4.5444;1.02785;0.00678384;-0.00637191;-0.00170953;0.00700236;-0.00659043;1.00646;0.00515666;-0.00860242;0.990735;0.0241905;0.979497;1;3;1
1043.53;1618.06;4.65017;1.09635;0.00614527;-0.00777154;0.000201694;0.0061482;-0.00777446;1.00333;0.00434528;-0.00240551;0.98864;0.0247209;0.982744;1;3;1
1066.53;1618.06;4.82551;1.28334;0.00757647;-0.0128713;0.000133784;0.00757735;-0.0128721;1.01073;0.00223363;-0.011234;0.990943;0.0244318;0.980687;1;4;1
1089.53;1618.06;4.99662;1.36109;0.00857444;-0.00964103;0.000108784;0.00857509;-0.00964167;1.00899;0.00905141;-0.00134039;0.990745;0.0219582;0.98914;1;3;1
1112.53;1618.06;5.21808;1.4118;0.00827558;-0.00773964;-0.00165857;0.00844554;-0.0079096;1.0041;0.00342398;-0.00212151;0.987465;0.0255472;0.984683;1;3;1
1135.53;1618.06;5.37555;1.49059;0.00691994;-0.010214;0.000171839;0.00692167;-0.0102158;1.0118;0.0050411;-0.00775518;0.98742;0.0281672;0.979486;1;3;1
1158.53;1618.06;5.53464;1.65978;0.00814631;-0.00921874;0.000364625;0.00815397;-0.0092264;1.00767;0.00903932;-0.00149898;0.992642;0.0255198;0.9834;1;3;1
1181.53;1618.06;5.74815;1.73079;0.00829234;-0.00725549;-5.865e-05;0.00829256;-0.00725571;1.00347;0.00342909;-0.00665198;0.991555;0.0253985;0.979136;1;3;1
1204.53;1618.06;5.91436;1.78169;0.00734789;-0.00585217;-0.00107648;0.0074351;-0.00593938;1.00786;0.00412332;0.000285779;0.994461;0.0262205;0.9842;1;4;1
1227.53;1618.06;6.08466;1.88653;0.00774279;-0.00567141;0.0013741;0.0078821;-0.00581073;1.00839;0.00559136;-0.00546654;0.994458;0.0233696;0.984129;1;3;1
1250.53;1618.06;6.2686;2.00985;0.00677961;-0.00663925;0.00104508;0.00686051;-0.00672016;1.00977;0.00168543;-0.00409466;0.993769;0.0242677;0.982488;1;3;1
1273.53;1618.06;6.39498;2.09884;0.0055174;-0.00970297;0.00167112;0.00569873;-0.00988429;1.00925;-0.00318599;-0.00278019;0.985703;0.0357487;0.973017;1;3;1
31.5305;1595.06;-1.4379;-3.0385;0.0020479;-0.00905878;0.0018951;0.00236235;-0.00937323;1.00011;-0.00305821;-0.00996978;0.985391;0.0306782;0.97652;1;3;1
54.5305;1595.06;-1.39118;-2.91362;0.00492454;-0.0086576;0.000941278;0.00498947;-0.00872253;1.00748;0.00664209;-0.00195272;0.994253;0.0269392;0.966522;1;4;1
77.5306;1595.06;-1.21276;-2.75951;0.00588845;-0.0104635;-0.000242108;0.00589203;-0.0104671;1.00295;0.0097445;-0.00684588;0.989917;0.0276232;0.972574;1;4;1
100.531;1595.06;-1.12156;-2.70754;0.00536366;-0.00971296;-0.000263538;0.00536827;-0.00971756;1.00346;0.00230095;-0.00351715;0.991467;0.0238718;0.987612;1;4;1
123.531;1595.06;-0.966978;-2.59701;0.00555126;-0.00816933;-1.56835e-05;0.00555128;-0.00816935;1.0086;0.00100839;-0.00446957;0.998167;0.0257045;0.98363;1;3;1
146.531;1595.06;-0.867325;-2.51148;0.00562821;-0.0108811;0.00042362;0.00563907;-0.0108919;1.00474;0.000189757;-0.00491969;0.99541;0.0286491;0.977728;1;3;1
169.531;1595.06;-0.709141;-2.42058;0.00440848;-0.00738094;0.000337239;0.00441812;-0.00739058;1.00425;0.0041306;-0.0058634;0.993351;0.02687;0.983096;1;3;1
192.531;1595.06;-0.665362;-2.32366;0.00442838;-0.00861157;-6.10017e-05;0.00442866;-0.00861185;1.00766;8.43408e-05;0.00168241;0.993591;0.0283124;0.985794;1;4;1
215.531;1595.06;-0.506046;-2.29849;0.00615492;-0.0091195;0.00293869;0.00670079;-0.00966538;1.00899;-0.00264177;-0.00993778;0.986742;0.0289824;0.975684;1;3;1
238.531;1595.06;-0.383952;-2.04306;0.00626823;-0.00860344;0.000655793;0.00629709;-0.0086323;1.00066;0.00578645;-0.0039245;0.990688;0.0283426;0.983341;1;4;1
261.531;1595.06;-0.219561;-2.00118;0.00558272;-0.00914637;-0.00137126;0.0057093;-0.00927295;1.00795;0.00695785;-0.00167081;0.991358;0.0231258;0.98461;1;3;1
284.531;1595.06;-0.127989;-1.93387;0.00568722;-0.00896977;4.18938e-05;0.00568734;-0.00896989;1.00572;0.00474159;-0.00886626;0.995013;0.0220716;0.987066;1;3;1
307.531;1595.06;0.0408689;-1.79885;0.00655369;-0.0110297;-6.55277e-05;0.00655393;-0.01103;0.999174;0.00793717;-0.00578298;0.990083;0.0213241;0.988817;1;4;1
330.531;1595.06;0.172034;-1.72637;0.00470639;-0.0102999;0.000697054;0.00473869;-0.0103322;1.00883;0.00751305;0.000723055;0.990378;0.020464;0.988075;1;3;1
353.531;1595.06;0.256381;-1.58949;0.00513885;-0.0099769;0.000955712;0.00519904;-0.0100371;1.00347;0.0021353;-0.00284356;0.989288;0.0235428;0.989362;1;3;1
376.531;1595.06;0.407169;-1.48146;0.00695429;-0.00696502;0.000259648;0.00695913;-0.00696986;1.01115;0.00540319;-0.00843122;0.998145;0.0236338;0.986762;1;3;1
399.531;1595.06;0.5745;-1.33958;0.00530841;-0.00915552;0.000247924;0.00531266;-0.00915977;0.999512;0.00548935;-0.00377955;0.992551;0.0259875;0.983462;1;3;1
422.531;1595.06;0.650346;-1.29781;0.00425983;-0.0106774;0.000835003;0.00430636;-0.0107239;1.00213;0.00199335;-0.00220142;0.987242;0.024262;0.980683;1;3;1
445.531;1595.06;0.769729;-1.17105;0.0052397;-0.00846791;0.00240443;0.00564922;-0.00887744;1.00929;0.002963;-0.0100168;0.989366;0.0268275;0.982915;1;4;1
468.531;1595.06;0.890041;-1.04287;0.00592776;-0.0107745;0.000854204;0.00597134;-0.0108181;1.00183;0.00178814;-0.00696017;0.985036;0.0207712;0.988611;1;3;1
491.531;1595.06;1.04088;-0.912613;0.00776589;-0.00982316;0.00140519;0.00787745;-0.00993472;1.00736;0.00105914;-0.00510599;0.987842;0.0253898;0.982974;1;3;1
514.531;1595.06;1.24543;-0.833946;0.00537402;-0.00882184;0.000141408;0.00537543;-0.00882325;1.00327;0.00798575;0.000978651;0.991899;0.0302153;0.970583;1;4;1
537.531;1595.06;1.28719;-0.764951;0.0038345;-0.00942853;-0.000157215;0.00383636;-0.00943039;1.00339;0.0117903;-0.00154098;0.993345;0.0305951;0.985225;1;4;1
560.531;1595.06;1.42101;-0.626283;0.00652975;-0.00785183;0.000821061;0.00657647;-0.00789855;1.00724;-0.00164581;-0.00558998;0.997483;0.0258998;0.982406;1;4;1
583.531;1595.06;1.58617;-0.568885;0.00809528;-0.0105419;-7.6854e-05;0.0080956;-0.0105422;1.00688;0.00172464;-0.00602821;0.992349;0.0221028;0.987355;1;3;1
606.531;1595.06;1.79174;-0.504739;0.0066364;-0.00996438;0.000565987;0.00665568;-0.00998365;1.00835;-0.000396121;-0.00149017;0.990064;0.0279228;0.982967;1;3;1
629.531;1595.06;1.88992;-0.350262;0.00722359;-0.00950499;-0.00126119;0.00731814;-0.00959954;1.01039;0.00245437;-0.00390297;0.988202;0.0270581;0.981401;1;4;1
652.531;1595.06;2.12253;-0.339022;0.00609075;-0.00955313;-0.00239328;0.00644869;-0.00991108;1.00691;0.00148469;0.00141226;0.989347;0.0279922;0.978044;1;3;1
675.531;1595.06;2.16923;-0.312961;0.00549158;-0.00944161;-0.000731857;0.00552736;-0.00947739;1.00553;0.00940733;-0.00136783;0.995291;0.0276054;0.986261;1;3;1
698.531;1595.06;2.3742;-0.184189;0.00857073;-0.00964281;0.000958316;0.00862102;-0.00969309;1.00672;-0.0026761;-0.0094908;0.990032;0.0252962;0.987715;1;3;1
721.531;1595.06;2.56103;-0.0433592;0.00851378;-0.00973664;0.00111953;0.0085822;-0.00980506;1.00766;-0.000852546;-0.00298907;0.985646;0.0268284;0.98126;1;3;1
744.531;1595.06;2.76315;0.125327;0.00514434;-0.00870832;0.000386164;0.00515509;-0.00871908;1.00373;0.00292689;-0.00373135;0.993836;0.026087;0.984119;1;4;1
767.531;1595.06;2.7968;0.111161;0.00554943;-0.00869257;-0.000781341;0.00559217;-0.00873531;1.01234;0.00490548;-0.00190732;0.99229;0.0295511;0.973376;1;4;1
790.531;1595.06;3.01764;0.206397;0.0084273;-0.00767914;0.000726761;0.00846003;-0.00771187;1.00754;0.00387811;-0.00398783;0.989591;0.0281316;0.971234;1;3;1
813.531;1595.06;3.18214;0.365907;0.00752758;-0.00953359;0.000840288;0.00756886;-0.00957488;1.00896;0.0047872;-0.00737686;0.987532;0.0250509;0.983548;1;3;1
836.531;1595.06;3.36184;0.475214;0.00597501;-0.00803829;-6.66324e-05;0.00597533;-0.00803861;1.00324;0.00128403;-0.00216755;0.993322;0.0229668;0.983357;1;3;1
859.531;1595.06;3.45596;0.506565;0.00684646;-0.0098837;-0.000760342;0.00688094;-0.00991818;1.0114;0.00210123;0.000339456;0.989183;0.0254047;0.975682;1;4;1
