x [mm];y [mm];x-displacement [mm];y-displacement [mm];Transverse strain Exx - GL [S];Axial strain Eyy - GL [S];Shear strain Exy - GL [S];Maximum normal strain - GL [S];Minimum normal strain - GL [S];Affine transformation a [];Affine transformation b [];Affine transformation c [];Affine transformation d [];Confidence region [pixel];Correlation value [count];Enough pixels valid [];Number of iterations [];Vector status []
399.531;1641.06;-2.90068;3.37987;0.00551438;-0.00228543;0.00190938;0.00595671;-0.00272776;1.00495;-0.00274313;0.00225513;1.00378;0.0295591;0.982147;1;4;1
422.531;1641.06;-2.74047;3.40708;0.00457508;0.00164882;0.00146038;0.00517919;0.00104472;1.00429;-0.0108366;-0.00090896;0.997066;0.030624;0.986887;1;4;1
445.531;1641.06;-2.69081;3.27934;0.00373725;-0.0033863;-0.00121348;0.00393829;-0.00358734;1.00852;-0.000984006;0.00545589;0.988966;0.0342024;0.987742;1;3;1
468.531;1641.06;-2.5695;3.16684;0.00494344;-0.00813949;0.00117042;0.00504732;-0.00824337;1.00412;0.00156087;-0.00260967;0.983185;0.0328538;0.984486;1;3;1
491.531;1641.06;-2.464;3.32715;0.00319295;-0.00041042;0.00211968;0.00417319;-0.00139066;1.00679;-0.00313576;0.00189471;0.993265;0.0285468;0.985603;1;4;1
514.531;1641.06;-2.42293;3.24776;0.00459995;-0.0033598;-0.000819875;0.00468352;-0.00344337;1.00502;0.00365884;0.00189931;0.986177;0.0311327;0.987181;1;4;1
537.531;1641.06;-2.25316;3.16875;0.00695075;-0.00486725;0.000902141;0.00701922;-0.00493572;1.00759;0.000230917;-0.0039924;0.98425;0.0374753;0.9763;1;3;1
560.531;1641.06;-2.10434;3.19111;0.00699275;-0.0054854;0.000686863;0.00703045;-0.00552309;1.0022;-0.00728377;0.0066963;0.978632;0.0337061;0.977457;1;3;1
583.531;1641.06;-1.93278;3.04159;0.0076588;-0.00804831;0.00150352;0.00780143;-0.00819093;1.01256;-0.00243725;0.00490567;0.983894;0.0281359;0.983657;1;3;1
606.531;1641.06;-1.7534;3.14064;0.00485732;-0.00555614;0.00569782;0.00736908;-0.0080679;1.00235;-0.00878546;-0.00869401;0.98582;0.0323505;0.983602;1;4;1
629.531;1641.06;-1.7102;3.21101;0.00326499;-0.00157117;0.00236141;0.00422676;-0.00253294;1.0065;-0.00165929;0.00365806;0.996038;0.0261074;0.986436;1;5;1
652.531;1641.06;-1.60347;3.1791;0.00392266;6.07954e-05;0.000602007;0.00401432;-3.08728e-05;0.994266;-0.00252175;-0.00573691;0.989881;0.0392179;0.985706;1;3;1
675.531;1641.06;-1.53026;3.0914;0.0044912;-0.00437075;0.000444;0.00451339;-0.00439294;1.01097;0.00361306;0.00800095;0.979333;0.0409187;0.979712;1;3;1
698.531;1641.06;-1.39733;3.18221;0.00492363;0.00225864;-0.000723388;0.00510733;0.00207494;0.997635;0.00202635;-0.00585955;1.00277;0.0293799;0.989741;1;4;1
721.531;1641.06;-1.30438;3.0246;0.00754051;-0.00170094;0.000163189;0.00754339;-0.00170382;1.00489;0.00363351;0.0059101;0.995788;0.0283447;0.987775;1;4;1
744.531;1641.06;-1.05177;3.18974;0.00771835;0.00484527;0.00314134;0.00973603;0.00282759;1.00416;-0.00355363;-0.00679909;1.01584;0.0292175;0.985712;1;4;1
767.531;1641.06;-0.951176;3.23579;0.0051776;0.00857127;0.00286408;0.0102034;0.00354544;1.00823;-0.00822001;0.00158763;1.01282;0.0270771;0.984879;1;3;1
790.531;1641.06;-0.814215;3.20291;0.00863453;0.00714533;8.63477e-05;0.00863952;0.00714034;1.00908;-0.00731566;0.007253;1.0039;0.0391537;0.980278;1;4;1
813.531;1641.06;-0.555812;3.12832;0.00485736;0.00413432;0.00244783;0.00697022;0.00202146;1.00528;-0.0138657;0.000567063;1.00742;0.0327127;0.97493;1;4;1
836.531;1641.06;-0.59142;3.10506;0.00376827;0.00251622;-0.00474646;0.00792981;-0.00164532;1.0041;0.00491961;0.00396235;1.00944;0.032717;0.970891;1;6;1
859.531;1641.06;-0.383544;2.86569;0.00555422;-0.00564298;0.000718522;0.00560014;-0.0056889;1.00684;-0.010678;0.00518467;0.984854;0.0355576;0.984626;1;4;1
882.531;1641.06;-0.336655;3.05867;0.00709439;0.00671606;0.00104189;0.00796414;0.0058463;1.00533;0.00804455;-0.00687943;1.00762;0.0337966;0.977352;1;5;1
905.531;1641.06;-0.0586563;3.03371;0.0100591;0.0055443;0.000954258;0.0102525;0.0053509;1.01143;-0.00504441;-0.0005945;1.00182;0.03021;0.98319;1;4;1
928.531;1641.06;0.12367;2.96663;0.00696516;0.000538493;0.000283255;0.00697762;0.000526032;1.00637;-0.00761427;0.00356152;1.00267;0.0345274;0.974605;1;3;1
951.531;1641.06;0.260168;2.82621;0.00185525;-0.00308116;-0.00138559;0.00221758;-0.00344349;0.999322;-0.00747349;0.00355028;0.993592;0.0362744;0.966628;1;5;1
974.531;1641.06;0.208513;2.76998;0.00572648;-0.00621819;-0.000539153;0.00575076;-0.00624247;1.00651;0.0157378;-0.0046532;0.976756;0.038315;0.974727;1;4;1
997.531;1641.06;0.522752;2.91441;0.00647552;0.00239237;0.00232439;0.00752762;0.00134027;1.00418;-0.00581398;0.00557695;1.01357;0.0312005;0.981444;1;4;1
1020.53;1641.06;0.505374;2.84163;0.00429392;0.00133246;-0.00227252;0.00552555;0.000100824;1.00664;0.00783079;-0.00616944;0.996994;0.0369334;0.973682;1;4;1
1043.53;1641.06;0.719833;2.8745;0.0118105;0.0024326;-0.00138385;0.0120104;0.00223265;1.01452;0.00251358;0.0140329;0.997974;0.0366459;0.978577;1;5;1
1066.53;1641.06;1.04534;2.727;0.00903611;-0.00225195;0.00179226;0.00931384;-0.00252969;1.00991;-0.0103909;-0.00479115;0.995224;0.0335118;0.977699;1;5;1
1089.53;1641.06;1.13287;2.60818;-7.61022e-05;-0.00500884;0.00251105;0.000977241;-0.00606218;1.00317;-0.0119766;0.00100772;0.989884;0.0318874;0.979134;1;4;1
1112.53;1641.06;1.0418;2.79247;0.00199553;0.00354289;-0.00281784;0.00569134;-0.000152916;1.01042;0.019853;-0.00225011;1.00924;0.0385334;0.980171;1;4;1
1135.53;1641.06;1.22441;2.72986;0.0119379;0.00247173;-0.00269129;0.0126495;0.00176009;1.00406;0.0137533;0.00060735;0.999153;0.037476;0.973813;1;4;1
1158.53;1641.06;1.58742;2.63218;0.0110795;-0.00129185;0.00134043;0.0112231;-0.00143542;1.01349;-0.0102299;-0.00106832;0.989034;0.0337339;0.97544;1;5;1
1181.53;1641.06;1.73115;2.62127;0.00580702;-0.00130751;0.00118567;0.00599941;-0.0014999;1.00368;0.00240415;0.00424562;0.997799;0.0334548;0.97046;1;3;1
1204.53;1641.06;1.85376;2.6694;0.00840752;-0.000417108;-8.43328e-05;0.00840832;-0.000417914;1.01022;0.00209853;-0.00380063;1.00486;0.0335615;0.972354;1;3;1
1227.53;1641.06;2.11628;2.60838;0.00693064;-0.000486944;0.00168833;0.00729684;-0.000853149;1.00328;-0.0100164;0.00222442;0.998162;0.0358238;0.963138;1;3;1
1250.53;1641.06;2.17142;2.59589;0.00822453;0.00331649;-0.000399268;0.00825679;0.00328422;1.0125;0.000212304;0.0040609;1.00754;0.0311501;0.97607;1;3;1
1273.53;1641.06;2.49291;2.48892;0.0140867;-0.00231875;0.00130909;0.0141905;-0.00242256;1.00668;-0.0113295;0.00282478;1.00058;0.0361521;0.974171;1;6;1
31.5305;1618.06;-4.3412;3.72138;0.00514076;-0.000872245;0.000175229;0.00514587;-0.000877347;1.00211;-0.00599585;-0.000141363;0.99776;0.0279946;0.9748;1;3;1
54.5305;1618.06;-4.22326;3.72022;0.00443831;-0.00366182;0.0012119;0.00461574;-0.00383926;1.00983;-0.00362863;0.00215189;0.991943;0.0275679;0.977495;1;3;1
77.5306;1618.06;-4.1375;3.68375;0.000838703;-0.00164095;0.00204384;0.00198937;-0.00279161;0.995341;-0.00518885;-0.00140859;0.993977;0.0267457;0.98221;1;3;1
100.531;1618.06;-4.1847;3.70712;0.00116077;0.00149933;0.000816445;0.00216386;0.000496241;1.00481;-0.00224715;-0.00133856;0.996301;0.0252933;0.977487;1;3;1
123.531;1618.06;-4.08415;3.7244;0.00460028;0.000157538;-0.000172521;0.00460697;0.000150849;1.0015;0.000792025;0.00216597;1.00698;0.0241084;0.985432;1;3;1
146.531;1618.06;-3.9736;3.65143;0.00452011;-0.00466533;-0.000109591;0.00452142;-0.00466664;1.00723;0.00258846;0.000995695;0.99565;0.0283113;0.98003;1;3;1
169.531;1618.06;-3.87674;3.66093;0.00399928;-0.00469934;0.000340419;0.00401258;-0.00471264;1.00088;-0.000972289;0.00142291;0.999149;0.0250069;0.983415;1;3;1
192.531;1618.06;-3.79001;3.61951;0.00392171;-0.000727648;3.06089e-05;0.00392191;-0.00072785;1.00207;-0.00414532;0.00173919;0.996593;0.0248511;0.985183;1;3;1
215.531;1618.06;-3.69673;3.60317;0.00342447;0.00123436;0.000479952;0.00352503;0.0011338;1.00404;-0.00542164;0.00134018;0.997482;0.0276768;0.971456;1;4;1
238.531;1618.06;-3.63278;3.57781;0.00261598;-0.00775356;0.000937686;0.00270009;-0.00783767;1.0077;-0.00455764;-0.00416393;0.997966;0.0291601;0.967276;1;3;1
261.531;1618.06;-3.57657;3.55971;0.00336306;-0.00166734;2.04736e-05;0.00336315;-0.00166742;0.997245;-0.00444051;-0.000559348;0.997371;0.0223216;0.987693;1;3;1
284.531;1618.06;-3.47835;3.53632;0.00388772;-0.00229027;0.00128209;0.00414322;-0.00254577;1.00592;0.00253335;0.0038821;1.00107;0.0216418;0.98898;1;3;1
307.531;1618.06;-3.3981;3.52067;0.00527057;-0.00273027;0.0010978;0.00541847;-0.00287816;1.00455;-0.0047467;0.000680282;0.997005;0.0214713;0.989415;1;4;1
330.531;1618.06;-3.23658;3.48103;0.0063711;-0.000670031;0.000963011;0.00650043;-0.000799366;1.00884;-0.0101767;0.00116466;1.00281;0.0256754;0.989353;1;4;1
353.531;1618.06;-3.10599;3.46254;0.00306479;-0.00230485;1.49242e-05;0.00306483;-0.00230489;1.0028;-0.00567413;0.000788279;0.999825;0.0241468;0.983361;1;3;1
376.531;1618.06;-3.09582;3.46052;0.00262723;-0.00136707;0.000950963;0.00284208;-0.00158192;1.00049;-0.00321302;-0.00110224;0.993447;0.0236325;0.981035;1;3;1
399.531;1618.06;-2.98531;3.43265;0.005197;-0.00157108;-0.000157955;0.00520069;-0.00157476;1.00087;-0.00498428;0.00337222;0.991854;0.0245628;0.985303;1;3;1
422.531;1618.06;-2.85746;3.36948;0.00503215;-0.0002021;0.000717649;0.00512876;-0.000298711;1.00728;0.00148298;-0.000875045;1.00017;0.022468;0.984188;1;3;1
445.531;1618.06;-2.75447;3.35745;0.00562395;-0.00294857;0.000503936;0.00565347;-0.00297809;1.00431;-0.00169466;0.00264615;0.9992;0.0217093;0.986189;1;2;1
468.531;1618.06;-2.59948;3.35483;0.0050911;-0.00484126;0.000809589;0.00515666;-0.00490682;1.00768;-0.00266897;0.00195661;0.996548;0.0215087;0.986838;1;3;1
491.531;1618.06;-2.52088;3.33666;0.00295064;-0.000163588;0.000845734;0.00316549;-0.000378441;1.00199;-0.00462365;0.00199237;1.00456;0.0237778;0.981488;1;3;1
514.531;1618.06;-2.46396;3.32521;0.00432551;-0.00154457;-0.000194013;0.00433191;-0.00155098;1.01061;-0.00545567;-0.0016565;1.0059;0.0220497;0.98386;1;3;1
537.531;1618.06;-2.32237;3.28107;0.0057875;-0.00224474;0.000867923;0.00588022;-0.00233746;1.00656;-0.00935447;-0.000297616;0.992774;0.0233194;0.987467;1;3;1
560.531;1618.06;-2.19851;3.31782;0.00645838;-0.00351898;0.000903866;0.0065396;-0.00360021;1.00216;-0.00158823;0.00157461;0.997962;0.0216075;0.990404;1;4;1
583.531;1618.06;-2.02627;3.22764;0.00584593;-0.00536459;0.00144256;0.00602859;-0.00554724;1.00719;-0.00390296;0.00102643;0.997285;0.0207261;0.989156;1;3;1
606.531;1618.06;-1.9304;3.26947;0.00494561;-0.00311894;0.00243053;0.00562149;-0.00379483;1.00539;-0.000950579;-0.000877785;0.996782;0.0214047;0.990384;1;3;1
629.531;1618.06;-1.79933;3.24735;0.00522794;-0.000177109;0.00049003;0.00527201;-0.000221177;1.00189;-0.00373615;0.00317841;0.999041;0.020052;0.991896;1;3;1
652.531;1618.06;-1.69063;3.17787;0.00545636;0.000470574;0.000431686;0.00549346;0.000433474;1.00916;-0.00572065;0.00246508;1.00012;0.0217295;0.989475;1;3;1
675.531;1618.06;-1.54905;3.19215;0.00639256;3.48424e-05;0.000359111;0.00641278;1.46225e-05;1.00424;-0.00259818;0.000768457;1.00614;0.0208313;0.990908;1;3;1
698.531;1618.06;-1.39753;3.13032;0.00525567;0.00207029;-0.000608108;0.00536781;0.00195815;1.00499;0.0026402;0.00289735;1.00701;0.0238848;0.987242;1;3;1
721.531;1618.06;-1.3081;3.06375;0.00671127;-0.00210815;-0.000891083;0.0068004;-0.00219728;1.00762;0.000197285;0.00363381;0.99961;0.0255486;0.986071;1;3;1
744.531;1618.06;-1.08987;3.0786;0.00506642;0.00095484;0.000759537;0.00520225;0.000819016;1.00427;-0.00035725;-0.00546233;0.995359;0.0217435;0.987512;1;3;1
767.531;1618.06;-1.07564;3.03983;0.00475204;0.00401393;0.000503578;0.00500732;0.00375865;1.00814;-0.003056;0.00444368;0.998271;0.0248522;0.986461;1;4;1
790.531;1618.06;-0.87181;3.03922;0.00783228;0.00433695;0.000714966;0.00797287;0.00419636;1.00821;0.00519199;-0.00229066;1.00443;0.0277921;0.985743;1;4;1
813.531;1618.06;-0.716756;3.03399;0.00800477;0.00160292;0.00268686;0.00898297;0.000624712;1.00671;-0.00116487;-0.00142889;1.00007;0.0229115;0.986315;1;3;1
836.531;1618.06;-0.505054;3.04742;0.00604905;0.0010744;-0.00085932;0.0061933;0.00093014;1.00814;-0.00308679;0.00321456;0.996186;0.0271395;0.982927;1;3;1
859.531;1618.06;-0.439352;2.99591;0.00446666;-0.00194721;-0.000277505;0.00447864;-0.0019592;0.999352;-0.000304275;-0.000260248;1.00523;0.0287106;0.974318;1;4;1
882.531;1618.06;-0.300265;2.90474;0.00635715;0.0036283;-0.000814984;0.00658201;0.00340343;1.00945;0.00200815;0.00117667;1.00549;0.0258699;0.974743;1;3;1
905.531;1618.06;-0.147933;2.90671;0.00671663;0.00221368;0.00236727;0.00773212;0.00119818;1.00699;-0.00160196;-0.00455506;1.00501;0.0240726;0.986096;1;3;1
928.531;1618.06;0.00764286;2.95454;0.0081609;0.000360459;0.00155021;0.00845768;6.36704e-05;1.00813;-0.000648291;0.00219806;0.999068;0.026729;0.978721;1;3;1
951.531;1618.06;0.225948;2.89722;0.0058676;-0.000565998;0.00141566;0.00616533;-0.000863723;1.00562;-0.00232226;0.00123955;1.00138;0.0233487;0.989876;1;4;1
974.531;1618.06;0.276747;2.91355;0.0049308;-0.00208236;-0.0008385;0.00502966;-0.00218122;1.01223;0.00146668;0.00387258;1.00495;0.0277129;0.980317;1;3;1
997.531;1618.06;0.452193;2.85956;0.00682605;0.00175236;5.5372e-08;0.00682605;0.00175236;1.00817;0.000240834;0.00120154;0.99423;0.0263029;0.982755;1;3;1
1020.53;1618.06;0.589568;2.81115;0.00596964;0.00111297;-0.000294188;0.0059874;0.00109522;1.00707;-0.00394239;0.00266067;1.00503;0.0256052;0.976789;1;3;1
1043.53;1618.06;0.725964;2.81862;0.00528355;0.00188361;-0.000411451;0.00533263;0.00183452;1.00339;-0.00289514;0.00174724;1.00272;0.0240043;0.983516;1;3;1
1066.53;1618.06;0.831962;2.77984;0.00706955;-0.000186668;0.00104145;0.00721607;-0.000333185;1.00953;-0.00505629;4.38329e-05;1.00043;0.0215298;0.985144;1;3;1
1089.53;1618.06;1.04992;2.72382;0.00873745;-0.0033355;0.000522677;0.00876004;-0.00335808;1.00801;0.000824594;0.00442214;0.997924;0.0200449;0.991004;1;3;1
1112.53;1618.06;1.23209;2.71191;0.00473859;0.0021535;-0.00147924;0.00541043;0.00148166;1.00347;-0.00467298;0.000798995;1.00124;0.0222484;0.98829;1;3;1
1135.53;1618.06;1.26736;2.67312;0.00524703;0.00226919;-0.00134957;0.00576764;0.00174857;1.00603;-0.00772375;0.00290991;1.00675;0.0240844;0.985;1;3;1
1158.53;1618.06;1.4728;2.6622;0.0093487;0.000801032;0.000792505;0.00942156;0.000728175;1.01481;-0.00114575;-0.0041472;1.00353;0.0205453;0.989178;1;3;1
1181.53;1618.06;1.6954;2.65139;0.00826042;-0.000694706;0.00149672;0.00850395;-0.00093824;1.00337;-0.00668326;0.000216612;0.998591;0.0224216;0.983733;1;3;1
1204.53;1618.06;1.85122;2.67899;0.00670229;0.00113172;3.06858e-05;0.00670246;0.00113155;1.00712;-0.001923;-0.000386591;0.99444;0.0222713;0.988602;1;3;1
1227.53;1618.06;2.00267;2.61986;0.006089;-0.000466416;-0.000533641;0.00613215;-0.000509572;1.00818;0.00156384;0.00328844;0.999873;0.0229663;0.984589;1;3;1
1250.53;1618.06;2.13019;2.51978;0.0071049;0.000130361;-0.000833064;0.00720302;3.22375e-05;1.00926;-0.00301329;0.00184553;0.996578;0.0234719;0.983713;1;3;1
1273.53;1618.06;2.32828;2.54291;0.00864999;0.000201545;0.00390363;0.0101775;-0.00132596;1.01031;-0.0101768;4.58929e-05;0.993744;0.030912;0.979522;1;4;1
31.5305;1595.06;-4.38078;3.80895;0.00525103;-0.000627593;0.00204974;0.00589515;-0.00127171;1.00521;-0.00485064;-0.000933309;0.996245;0.0271733;0.981918;1;2;1
54.5305;1595.06;-4.26034;3.84014;0.00359657;-0.00140677;0.000148922;0.003601;-0.0014112;1.00257;-0.000729659;9.49405e-05;0.994668;0.0285434;0.961559;1;3;1
77.5306;1595.06;-4.21569;3.73753;0.00323447;-0.00165096;-0.000260966;0.00324837;-0.00166486;1.0009;-0.00656473;-0.00245473;0.99733;0.0290559;0.967355;1;4;1
100.531;1595.06;-4.11206;3.68276;0.00299564;-0.000429784;-0.00131724;0.0034436;-0.000877743;1.00643;0.000819784;0.00367508;1.00306;0.0234598;0.988033;1;4;1
123.531;1595.06;-4.07816;3.66314;0.00209081;-0.000214808;0.000119081;0.00209694;-0.000220942;1.00095;-0.00514039;0.00384998;0.999975;0.0249682;0.984551;1;3;1
146.531;1595.06;-4.016;3.65561;0.00291391;-0.00140994;0.00163875;0.00346481;-0.00196083;1.00234;-0.00956184;-0.000138626;0.999082;0.0257925;0.981757;1;3;1
169.531;1595.06;-3.94431;3.65839;0.00248071;-4.69136e-05;0.00158767;0.00324617;-0.000812369;1.00436;-0.00578469;-0.00106592;0.997095;0.0249804;0.985409;1;3;1
192.531;1595.06;-3.90204;3.61765;0.00400793;0.000684795;0.000446859;0.00406697;0.000625755;1.00416;-0.00432374;0.00456852;1.00441;0.0251958;0.988742;1;3;1
215.531;1595.06;-3.76043;3.55416;0.00371408;0.000348422;0.00225623;0.00484595;-0.000783444;1.0013;-0.00376842;-0.00113949;1.00341;0.0259312;0.979425;1;4;1
238.531;1595.06;-3.73152;3.65348;0.00393788;-0.000943409;0.000521145;0.0039929;-0.000998428;1.00542;0.0035903;0.00239314;1.00196;0.0297024;0.981583;1;4;1
261.531;1595.06;-3.57964;3.56123;0.00458808;0.000949213;-0.00107531;0.00488208;0.000655207;1.00181;-0.000174986;0.00161529;1.00199;0.0247925;0.982092;1;2;1
284.531;1595.06;-3.52111;3.53142;0.00282073;-0.000607726;0.000795558;0.00299634;-0.000783337;1.00007;-0.00192063;-0.00662509;1.00011;0.0205684;0.988843;1;3;1
307.531;1595.06;-3.45007;3.55352;0.00399597;-0.000104429;-0.000281037;0.00401514;-0.000123601;0.998012;0.00615906;0.00067266;1.00131;0.0226054;0.987692;1;3;1
330.531;1595.06;-3.33772;3.46179;0.00568889;-0.000144254;0.000106025;0.00569082;-0.00014618;1.0077;-0.00350743;0.00522231;1.00032;0.018921;0.989719;1;3;1
353.531;1595.06;-3.18918;3.47942;0.00495255;0.000187561;0.00129316;0.00528088;-0.000140766;1.00645;-0.00400637;0.00435237;1.00324;0.0224236;0.990538;1;3;1
376.531;1595.06;-3.11046;3.46467;0.00463109;0.00100202;5.88031e-05;0.00463205;0.00100107;1.00308;0.00114383;-0.00157807;1.0039;0.0236582;0.986746;1;3;1
399.531;1595.06;-2.97665;3.45226;0.00500177;-0.000271014;0.000665245;0.00508441;-0.00035365;1.001;-0.00153971;0.00255457;1.00211;0.0256282;0.98365;1;4;1
422.531;1595.06;-2.88098;3.41659;0.00490815;-0.00112915;0.000897426;0.00503872;-0.00125973;1.00289;-0.00386132;-0.00110403;0.997959;0.0223433;0.983794;1;3;1
445.531;1595.06;-2.75144;3.41522;0.00472409;-0.00136614;0.00118495;0.00494652;-0.00158856;1.00677;0.00106365;0.00214901;0.99775;0.0223622;0.988151;1;3;1
468.531;1595.06;-2.66419;3.39017;0.00392943;-0.000926616;0.000987384;0.00412251;-0.0011197;1.0051;-0.0018243;-0.000239842;0.996938;0.0206828;0.98858;1;3;1
491.531;1595.06;-2.57111;3.3348;0.00444063;-9.83083e-06;0.000581084;0.00451525;-8.44504e-05;1.00058;-0.00047856;0.00441961;1.00042;0.0236294;0.985285;1;4;1
514.531;1595.06;-2.46043;3.31888;0.00504037;0.00146239;-0.000490846;0.00510649;0.00139628;1.00599;0.00467193;-0.00416763;0.996203;0.0278922;0.975158;1;4;1
537.531;1595.06;-2.33988;3.2722;0.00480659;5.52514e-05;0.000475555;0.00485372;8.12115e-06;1.00645;0.0105083;-0.000845283;1.00531;0.0320814;0.983862;1;4;1
560.531;1595.06;-2.23986;3.35347;0.00495452;0.000257344;0.000825961;0.00509553;0.000116339;1.00365;0.00190575;0.00380843;1.00365;0.0236271;0.98531;1;3;1
583.531;1595.06;-2.11254;3.28938;0.0061834;-0.000918026;7.42352e-05;0.00618418;-0.000918801;1.00303;-0.0015606;4.46902e-05;0.999192;0.0206942;0.988911;1;3;1
606.531;1595.06;-1.95635;3.28478;0.00580877;0.000279467;0.000286101;0.00582353;0.000264703;1.0078;-0.00476782;-4.54303e-05;1.00383;0.0216481;0.98975;1;3;1
629.531;1595.06;-1.84616;3.21936;0.00563827;0.000512394;-0.00103668;0.00583999;0.000310671;1.00983;-0.00139582;-0.00207037;0.996122;0.0229769;0.986365;1;3;1
652.531;1595.06;-1.69789;3.15755;0.0051437;-0.00144752;-0.000615251;0.00520063;-0.00150445;1.00471;0.00219388;0.00663544;0.99767;0.0254934;0.981999;1;3;1
675.531;1595.06;-1.61034;3.08986;0.00497483;0.00117907;0.000144559;0.00498033;0.00117357;1.0088;0.0022962;0.00423738;1.00015;0.0248702;0.988777;1;3;1
698.531;1595.06;-1.46967;3.08714;0.00733381;-0.000337045;0.00170631;0.00769624;-0.000699473;1.00543;-0.00391452;-0.000430793;0.997639;0.0205617;0.991888;1;3;1
721.531;1595.06;-1.27422;3.12169;0.00708106;-0.000168328;0.00128604;0.00730244;-0.000389711;1.00717;-0.00580589;-0.000919505;0.997036;0.0225222;0.986724;1;3;1
744.531;1595.06;-1.14513;3.14593;0.00517935;0.00118944;0.000430326;0.00522523;0.00114356;1.00578;-0.00548257;-0.000600938;0.999156;0.0234811;0.987139;1;3;1
767.531;1595.06;-1.03664;3.0516;0.00566912;0.000165183;-0.0017756;0.00619222;-0.000357919;0.997644;0.00565644;0.00350706;1.00039;0.0271773;0.977153;1;4;1
790.531;1595.06;-0.885299;3.00389;0.00531275;-0.00036081;0.00186776;0.00587242;-0.000920479;1.00763;-0.00940407;0.00203812;0.997643;0.0228349;0.980874;1;4;1
813.531;1595.06;-0.792896;3.05526;0.00730038;0.000547726;0.00158674;0.00765465;0.000193458;1.00893;-0.00101782;-0.0038103;1.00031;0.0233641;0.985851;1;4;1
836.531;1595.06;-0.550728;3.05568;0.00639219;0.00197331;0.000364003;0.00642198;0.00194352;1.00284;-0.00304018;0.00226335;1.00799;0.0235588;0.982262;1;3;1
859.531;1595.06;-0.499896;2.95549;0.00435537;0.00128914;-0.00106866;0.00469108;0.000953441;1.00954;-0.00453907;0.00372407;0.99666;0.0239177;0.978537;1;3;1
882.531;1595.06;-0.351105;2.89207;0.00598475;0.000341394;0.000243466;0.00599524;0.00033091;1.00408;-0.00449703;-0.00120438;0.998424;0.0227602;0.979435;1;3;1
