x [pixel];y [pixel];x-displacement [pixel];y-displacement [pixel];Displacement [pixel];Transverse strain Exx - GL [S];Axial strain Eyy - GL [S];Shear strain Exy - GL [S]
655;678;2.49575;-299.203;299.214;-0.10732;0.487826;0.0951407
678;678;-0.287786;-301.802;301.802;-0.0797238;0.425494;0.121656
701;678;-1.46782;-302.602;302.605;-0.0326481;0.355199;0.138911
724;678;-1.82234;-302.612;302.618;-0.0161456;0.301793;0.129228
747;678;-2.21826;-302.989;302.997;-0.0077228;0.309683;0.125377
770;678;-2.17897;-302.622;302.63;-0.0110118;0.260111;0.103151
793;678;-2.72777;-303.104;303.116;-0.0137712;0.254804;0.0909791
816;678;-2.81981;-303.139;303.152;-0.00321397;0.257773;0.0920252
839;678;-2.87616;-302.934;302.947;-0.00563499;0.240554;0.0784987
862;678;-3.07987;-303.243;303.259;-0.00768996;0.271105;0.0763991
885;678;-3.23132;-302.866;302.884;-0.00403925;0.244523;0.0702159
908;678;-3.26702;-302.945;302.963;-0.00307805;0.233506;0.0545864
931;678;-3.37436;-303.201;303.22;-0.0063415;0.246327;0.0509106
954;678;-3.56086;-303.276;303.297;-0.00833504;0.242675;0.0454305
977;678;-3.75959;-303.339;303.362;-0.0100875;0.251359;0.0383596
1000;678;-4.02728;-303.328;303.355;-0.00709041;0.258836;0.0347702
1023;678;-4.08741;-303.552;303.58;-0.00261612;0.27692;0.0334985
1046;678;-4.14782;-303.393;303.421;-0.00393803;0.268702;0.023701
1069;678;-4.26893;-303.514;303.544;-0.00686934;0.260226;0.019636
1092;678;-4.46491;-303.399;303.432;-0.00377719;0.252927;0.0180891
1115;678;-4.44323;-303.373;303.406;-0.00450678;0.247978;0.0090976
1138;678;-4.67298;-303.237;303.273;-0.00564314;0.235468;0.000374796
1161;678;-4.704;-303.577;303.614;-0.00143253;0.259632;-0.0138245
1184;678;-4.74294;-303.845;303.882;-0.00454359;0.267109;-0.0133711
1207;678;-4.9139;-303.771;303.811;-0.00499665;0.258454;-0.0174403
1230;678;-4.97337;-303.864;303.905;-0.00568048;0.261411;-0.0210775
1253;678;-5.17614;-303.906;303.951;-0.00409015;0.26743;-0.0264769
1276;678;-5.16199;-303.776;303.82;-0.00508103;0.251566;-0.0363
1299;678;-5.41049;-303.952;304;-0.00741896;0.267017;-0.0454166
1322;678;-5.5054;-304.056;304.106;-0.00361557;0.269504;-0.0464191
1345;678;-5.57716;-303.884;303.935;-0.00575569;0.27847;-0.0511865
1368;678;-5.77158;-303.812;303.867;-0.00940315;0.262878;-0.0617752
1391;678;-6.01185;-303.975;304.034;-0.0101088;0.271048;-0.0653799
1414;678;-6.23908;-303.916;303.98;-0.00739155;0.27415;-0.069976
1437;678;-6.35347;-303.796;303.862;-0.00687029;0.267379;-0.0869705
1460;678;-6.55648;-304.074;304.145;-0.0126047;0.295328;-0.0961758
1483;678;-6.93709;-303.892;303.972;-0.0150212;0.312452;-0.103382
1506;678;-7.25282;-303.98;304.066;-0.0149201;0.331665;-0.113487
1529;678;-7.62891;-303.728;303.823;-0.0260323;0.364338;-0.120609
1552;678;-8.47171;-303.284;303.403;-0.043958;0.401681;-0.121623
1575;678;-9.71999;-302.322;302.478;-0.0766963;0.441752;-0.11002
1598;678;-12.2603;-300.184;300.434;-0.116135;0.492866;0.0355523
1621;678;-17.4772;-289.594;290.121;-0.0951;0.471692;0.174098
655;701;11.4664;-291.145;291.37;-0.117383;0.459276;0.0444577
678;701;8.26913;-294.703;294.819;-0.111489;0.462724;0.0758366
701;701;5.67518;-296.382;296.436;-0.0778524;0.414198;0.108695
724;701;4.46422;-297.173;297.207;-0.0438816;0.363096;0.119627
747;701;3.6006;-297.305;297.326;-0.0377738;0.350281;0.113077
770;701;2.68954;-297.685;297.697;-0.0374706;0.31271;0.0922312
793;701;1.83402;-298.215;298.221;-0.0292155;0.309146;0.0927789
816;701;1.32319;-298.129;298.132;-0.0218345;0.303475;0.0902827
839;701;0.818415;-298.187;298.188;-0.0194265;0.285326;0.0832721
862;701;0.420117;-297.896;297.896;-0.0212377;0.291988;0.0763894
885;701;-0.169654;-297.968;297.968;-0.0207491;0.288899;0.0632937
908;701;-0.54563;-298.221;298.221;-0.0139166;0.277494;0.0565209
931;701;-0.815027;-298.218;298.219;-0.0177442;0.285113;0.0502207
954;701;-1.36937;-298.33;298.333;-0.0242566;0.286227;0.0478369
977;701;-1.9447;-298.202;298.209;-0.0196706;0.284838;0.0449053
1000;701;-2.28418;-298.047;298.056;-0.0120221;0.284308;0.040924
1023;701;-2.50193;-297.926;297.936;-0.0170853;0.298211;0.0342847
1046;701;-3.07719;-297.895;297.911;-0.0183672;0.285044;0.0218662
1069;701;-3.35537;-298.168;298.187;-0.0137723;0.290063;0.0154322
1092;701;-3.71607;-298.185;298.208;-0.0165409;0.28567;0.0136086
1115;701;-4.12272;-298.244;298.272;-0.0175562;0.281317;0.00462872
1138;701;-4.53114;-298.342;298.376;-0.0181556;0.275083;0.00165171
1161;701;-4.9656;-298.229;298.271;-0.015294;0.288639;-0.00352386
1184;701;-5.24013;-298.36;298.406;-0.0160011;0.292667;-0.0131143
1207;701;-5.7082;-298.455;298.51;-0.0134822;0.287503;-0.0171642
1230;701;-5.86475;-298.495;298.553;-0.0160782;0.290281;-0.0212658
1253;701;-6.45384;-298.441;298.51;-0.0203874;0.291665;-0.0296672
1276;701;-6.81252;-298.626;298.703;-0.0190972;0.287951;-0.0361069
1299;701;-7.34095;-298.53;298.62;-0.0189016;0.298447;-0.0402715
1322;701;-7.69038;-298.607;298.706;-0.0163123;0.299583;-0.0429035
1345;701;-8.09815;-298.296;298.406;-0.0192396;0.298324;-0.0512417
1368;701;-8.58413;-298.541;298.665;-0.0190755;0.300604;-0.0640387
