x [pixel];y [pixel];x-displacement [pixel];y-displacement [pixel];Displacement [pixel];Transverse strain Exx - GL [S];Axial strain Eyy - GL [S];Shear strain Exy - GL [S]
655;678;1.87734;-251.697;251.704;-0.0922125;0.41315;0.0895309
678;678;-0.482711;-254.027;254.028;-0.0668944;0.362647;0.112539
701;678;-1.4097;-254.613;254.617;-0.0266205;0.29082;0.121371
724;678;-1.72897;-254.694;254.7;-0.0139925;0.245635;0.110889
747;678;-2.05948;-254.988;254.997;-0.00802747;0.248457;0.106519
770;678;-2.09977;-254.761;254.769;-0.00956215;0.214982;0.0907252
793;678;-2.50168;-255.13;255.142;-0.00981386;0.207937;0.0805344
816;678;-2.55509;-255.147;255.16;-0.00269796;0.208815;0.0799885
839;678;-2.62635;-254.939;254.953;-0.00530566;0.191857;0.0685254
862;678;-2.79991;-255.25;255.265;-0.00532604;0.217837;0.0669229
885;678;-2.87205;-254.871;254.888;-0.00194537;0.194447;0.0603379
908;678;-2.89028;-254.98;254.996;-0.00191772;0.189923;0.0462167
931;678;-2.96157;-255.206;255.223;-0.00498102;0.200196;0.0424563
954;678;-3.12121;-255.315;255.334;-0.0078676;0.197119;0.038677
977;678;-3.32508;-255.327;255.349;-0.00949231;0.203233;0.0332324
1000;678;-3.55997;-255.358;255.382;-0.00698819;0.208122;0.0302225
1023;678;-3.64798;-255.499;255.525;-0.00281087;0.221058;0.0303916
1046;678;-3.68945;-255.366;255.393;-0.0026766;0.21568;0.0202244
1069;678;-3.77128;-255.52;255.548;-0.00494009;0.211448;0.0169611
1092;678;-3.91728;-255.402;255.432;-0.00267938;0.20463;0.0150446
1115;678;-3.89486;-255.398;255.428;-0.00399913;0.202683;0.00698252
1138;678;-4.10177;-255.281;255.314;-0.00571466;0.193816;0.00154057
1161;678;-4.15864;-255.516;255.55;-0.000758761;0.210884;-0.0103879
1184;678;-4.13879;-255.721;255.755;-0.00330817;0.213549;-0.0104211
1207;678;-4.31124;-255.64;255.677;-0.00517534;0.205494;-0.0147873
1230;678;-4.3775;-255.761;255.798;-0.0045207;0.210158;-0.0181974
1253;678;-4.51975;-255.729;255.769;-0.00311231;0.210235;-0.0223194
1276;678;-4.5211;-255.622;255.662;-0.00568642;0.198;-0.031433
1299;678;-4.7821;-255.783;255.827;-0.00553897;0.213754;-0.0398299
1322;678;-4.7777;-255.939;255.983;-0.00101472;0.219629;-0.0419989
1345;678;-4.8288;-255.777;255.822;-0.00441558;0.223437;-0.0440571
1368;678;-4.98189;-255.698;255.747;-0.00800084;0.210159;-0.0538441
1391;678;-5.19834;-255.811;255.864;-0.00964621;0.217241;-0.0568378
1414;678;-5.4278;-255.743;255.801;-0.00557734;0.220065;-0.0618974
