x [pixel];y [pixel];x-displacement [pixel];y-displacement [pixel];Displacement [pixel];Transverse strain Exx - GL [S];Axial strain Eyy - GL [S];Shear strain Exy - GL [S]
655;678;0.521378;-1.52849;1.61496;-0.00204011;-0.00168024;-0.00301614
678;678;0.47413;-1.64137;1.70847;-0.0026737;-0.00143465;-0.00220857
701;678;0.398132;-1.61982;1.66803;-0.000670956;-0.00354576;0.00117023
724;678;0.443255;-1.62991;1.68911;0.000125578;-0.00206174;-8.17806e-05
747;678;0.403881;-1.67025;1.71839;-0.000971809;-0.00116232;-0.000276564
770;678;0.398484;-1.69456;1.74078;0.000369554;0.00420228;0.00183526
793;678;0.420877;-1.67219;1.72435;0.000406725;0.00120213;0.000152372
816;678;0.417189;-1.68623;1.73707;0.000740434;0.00300504;0.000474628
839;678;0.454889;-1.61525;1.67808;-0.000155264;0.00118949;0.000445665
862;678;0.410013;-1.63127;1.68201;-0.000636406;0.00317639;0.00183614
885;678;0.425582;-1.56874;1.62544;0.000390085;-0.00179095;-9.54544e-05
908;678;0.427954;-1.62899;1.68426;0.000294199;-0.00106417;-0.000951224
931;678;0.439098;-1.60516;1.66414;0.000377443;0.000527474;-0.000602065
954;678;0.445311;-1.64353;1.70279;-0.00125796;0.00342316;-0.00185325
977;678;0.381116;-1.69114;1.73356;-0.000445758;0.0013607;-0.000152885
1000;678;0.424795;-1.6674;1.72066;-0.000362882;0.00213222;-5.31624e-05
1023;678;0.364403;-1.65138;1.69111;-0.000715485;0.000273032;0.00101224
1046;678;0.391807;-1.59057;1.63812;0.000995717;0.000801054;0.000114435
1069;678;0.410179;-1.63284;1.68357;0.000121923;0.000891498;-0.000911859
1092;678;0.39736;-1.66173;1.70858;-0.000163289;0.0034502;0.000732469
1115;678;0.402662;-1.6104;1.65998;0.000575613;0.00171792;0.000346454
1138;678;0.423826;-1.64146;1.69529;-0.000992152;0.00431636;-0.0013914
1161;678;0.356922;-1.69506;1.73223;0.000261818;0.00293915;0.000856123
1184;678;0.435867;-1.64856;1.7052;0.000612885;0.00142397;0.000630749
1207;678;0.385081;-1.64699;1.69141;-0.000992794;-0.000313815;-5.50117e-06
1230;678;0.390147;-1.70049;1.74467;0.00108127;0.0041847;-0.000758749
