x [pixel];y [pixel];x-displacement [pixel];y-displacement [pixel];Displacement [pixel];Transverse strain Exx - GL [S];Axial strain Eyy - GL [S];Shear strain Exy - GL [S]
655;678;0.176172;-23.6321;23.6327;-0.0114245;0.0377693;0.0106468
678;678;-0.0909704;-23.9928;23.9929;-0.00703748;0.031256;0.0120369
701;678;-0.150789;-24.069;24.0695;-0.00236435;0.021809;0.0122165
724;678;-0.20002;-24.1143;24.1151;-0.00117098;0.01964;0.0104082
747;678;-0.204868;-24.1985;24.1993;-0.000641591;0.025673;0.0101304
770;678;-0.22957;-24.1638;24.1648;-0.00145751;0.0219845;0.0095788
793;678;-0.272035;-24.2799;24.2815;-0.00119049;0.0206808;0.00797244
816;678;-0.284401;-24.221;24.2226;0.00059708;0.0209463;0.0093543
839;678;-0.24464;-24.2041;24.2054;0.000869699;0.0199319;0.00700489
862;678;-0.244416;-24.2012;24.2024;-0.00126521;0.019909;0.0050596
885;678;-0.302885;-24.2317;24.2336;-0.000708012;0.0187813;0.00597197
908;678;-0.277008;-24.1687;24.1703;-0.000148582;0.0151739;0.00479859
931;678;-0.30973;-24.2004;24.2024;-0.000781771;0.0162936;0.00422368
954;678;-0.313022;-24.2283;24.2304;-0.00020978;0.0167394;0.00365256
977;678;-0.319391;-24.2297;24.2318;-0.00140243;0.0170485;0.00377612
1000;678;-0.377598;-24.1869;24.1898;-0.000656657;0.0160265;0.00388729
1023;678;-0.349628;-24.2736;24.2761;0.000793164;0.0163786;0.00165906
1046;678;-0.341194;-24.2654;24.2677;-0.000399242;0.0169078;0.00133187
1069;678;-0.368009;-24.3068;24.3096;-0.000488254;0.0205466;0.00171322
1092;678;-0.363659;-24.2727;24.2754;-3.63443e-05;0.019583;0.00108342
1115;678;-0.369701;-24.2632;24.266;-0.00129818;0.0165503;-0.000191687
1138;678;-0.423425;-24.242;24.2457;-0.00100617;0.0185167;-0.000325655
1161;678;-0.416025;-24.3021;24.3056;0.000860563;0.0201506;-0.00143454
1184;678;-0.383983;-24.3501;24.3531;8.51706e-05;0.022056;-0.00134774
1207;678;-0.412132;-24.2544;24.2579;-0.000367012;0.0154396;-0.00114225
1230;678;-0.400999;-24.2406;24.2439;-0.000511246;0.0171173;-0.00151908
1253;678;-0.435661;-24.2307;24.2346;-2.5595e-05;0.0147438;-0.00236287
1276;678;-0.402213;-24.1823;24.1856;-0.000835761;0.0132129;-0.00468611
1299;678;-0.474138;-24.2683;24.2729;-0.00176452;0.017181;-0.00557602
1322;678;-0.483735;-24.3432;24.348;-0.000358615;0.0224322;-0.00517413
1345;678;-0.490646;-24.2977;24.3026;5.84614e-05;0.0200215;-0.00276482
1368;678;-0.481238;-24.2099;24.2147;0.000584553;0.0179208;-0.00436299
1391;678;-0.463778;-24.2626;24.267;-0.00171935;0.0204599;-0.00694684
1414;678;-0.560505;-24.3095;24.316;-0.00159135;0.0202555;-0.00574831
1437;678;-0.537041;-24.2778;24.2837;-0.000286009;0.0198324;-0.00580619
1460;678;-0.573684;-24.2659;24.2727;-0.00169766;0.0203679;-0.0073081
1483;678;-0.615204;-24.2594;24.2672;-0.00102996;0.0206715;-0.00771391
1506;678;-0.621087;-24.256;24.2639;-0.000798728;0.0254768;-0.00697785
1529;678;-0.652243;-24.098;24.1068;-0.00220153;0.0249168;-0.009517
1552;678;-0.722949;-24.0462;24.057;-0.00259429;0.030164;-0.0129415
1575;678;-0.771737;-24.0875;24.0999;-0.00841933;0.0343697;-0.0124879
1598;678;-1.1128;-23.7564;23.7825;-0.0160461;0.0372727;-0.00366659
1621;678;-1.53172;-22.8899;22.9411;-0.0173383;0.0208393;0.00801454
655;701;1.04989;-22.7952;22.8194;-0.015142;0.034941;0.00574944
678;701;0.693369;-23.2978;23.3081;-0.0122797;0.0314612;0.00756073
701;701;0.474715;-23.5811;23.5859;-0.00750315;0.0277336;0.00968469
724;701;0.345375;-23.6733;23.6758;-0.00407661;0.0248741;0.0116714
747;701;0.28679;-23.6205;23.6223;-0.00199802;0.025015;0.0112299
770;701;0.253374;-23.6685;23.6699;-0.00351625;0.0212324;0.00806301
793;701;0.124355;-23.8125;23.8128;-0.0031759;0.0218095;0.00833898
816;701;0.106982;-23.7474;23.7476;-0.00124053;0.0194566;0.00874467
839;701;0.0672157;-23.7523;23.7524;-0.0022646;0.0168134;0.00657471
862;701;0.00269181;-23.749;23.749;-0.00242557;0.0170895;0.00520169
885;701;-0.0445264;-23.8051;23.8052;-0.00162419;0.0179644;0.00543505
908;701;-0.0721416;-23.8232;23.8233;-0.00087828;0.0165793;0.00491657
931;701;-0.0849517;-23.8297;23.8299;-0.001258;0.0168851;0.00411815
954;701;-0.130052;-23.8472;23.8476;-0.00177252;0.0167754;0.0040711
977;701;-0.166561;-23.8414;23.842;-0.00100629;0.0172571;0.00326908
1000;701;-0.176372;-23.822;23.8227;-0.00145392;0.0159916;0.00296175
1023;701;-0.233528;-23.9002;23.9013;-0.00188047;0.0175476;0.00162784
1046;701;-0.262991;-23.8798;23.8813;-0.00112663;0.0161195;0.00240219
1069;701;-0.285423;-23.8392;23.8409;-0.00158687;0.0169971;0.00175177
1092;701;-0.336076;-23.8266;23.829;-0.00236006;0.0159235;-6.38217e-05
1115;701;-0.394137;-23.8856;23.8889;-0.00179214;0.0154495;1.02769e-05
1138;701;-0.418589;-23.82;23.8237;-0.00071119;0.0159021;0.00073694
1161;701;-0.426883;-23.8432;23.847;-0.00112416;0.0172011;-0.000827356
1184;701;-0.470338;-23.8484;23.8531;-0.00202791;0.0185207;-0.00208608
1207;701;-0.5203;-23.9022;23.9079;-0.000274839;0.015979;-0.00206079
1230;701;-0.482983;-23.8504;23.8552;-0.0011652;0.0161752;-0.00218645
1253;701;-0.573931;-23.8944;23.9013;-0.00251639;0.0161025;-0.00322739
1276;701;-0.598893;-23.8812;23.8887;-0.00163329;0.0143374;-0.00384665
1299;701;-0.649127;-23.8771;23.8859;-0.0023423;0.0153169;-0.00303132
1322;701;-0.70679;-23.834;23.8445;-0.000795818;0.0190315;-0.00402457
1345;701;-0.685763;-23.8425;23.8524;0.000155092;0.0185877;-0.00440894
1368;701;-0.699667;-23.8024;23.8127;-0.00102585;0.0174408;-0.00443983
1391;701;-0.732997;-23.7983;23.8096;-0.0025595;0.0176443;-0.006652
1414;701;-0.817579;-23.8497;23.8637;-0.00202927;0.0198728;-0.00673454
1437;701;-0.826448;-23.8279;23.8422;-0.00221931;0.0214833;-0.00774825
1460;701;-0.919803;-23.8047;23.8224;-0.00323426;0.0216806;-0.00751784
1483;701;-0.97548;-23.7916;23.8116;-0.00228341;0.0219985;-0.00764954
1506;701;-1.02513;-23.6808;23.7029;-0.00482543;0.0248375;-0.00718046
1529;701;-1.19869;-23.5382;23.5687;-0.00647961;0.0239212;-0.00763435
1552;701;-1.32522;-23.3702;23.4078;-0.00656231;0.0270909;-0.0101847
1575;701;-1.50207;-23.3214;23.3697;-0.0126954;0.0321033;-0.00893909
1598;701;-1.91511;-22.9281;23.0079;-0.0117961;0.0345878;-0.00469193
1621;701;-2.05684;-22.4213;22.5155;-0.00590021;0.0255299;-0.000124963
655;724;1.76886;-22.0786;22.1493;-0.0142258;0.0317174;0.00150035
678;724;1.43349;-22.5921;22.6376;-0.0135391;0.0332858;0.00555089
701;724;1.1356;-22.828;22.8562;-0.0110893;0.0335903;0.00849513
724;724;0.918717;-22.9973;23.0156;-0.00670542;0.0275175;0.00908288
747;724;0.825452;-23.0731;23.0879;-0.00448445;0.0237021;0.00812345
770;724;0.711489;-23.2066;23.2176;-0.00534387;0.0235654;0.00671175
793;724;0.578435;-23.2951;23.3023;-0.0054547;0.0231075;0.00689839
816;724;0.459689;-23.3404;23.3449;-0.00466183;0.0218554;0.00598354
839;724;0.363256;-23.4411;23.4439;-0.00369754;0.0194252;0.00616483
862;724;0.289209;-23.4247;23.4265;-0.00194775;0.0192135;0.00639743
885;724;0.273565;-23.4162;23.4178;-0.00192208;0.0182248;0.00600064
908;724;0.200707;-23.4147;23.4156;-0.00389402;0.0176341;0.00518096
931;724;0.0940879;-23.4319;23.432;-0.00274846;0.0164429;0.00349328
954;724;0.074077;-23.4646;23.4648;-0.00299688;0.0190891;0.00367132
977;724;-0.0439771;-23.4434;23.4435;-0.00258297;0.0189593;0.00340853
1000;724;-0.0448937;-23.4582;23.4583;-0.00209964;0.0174477;0.00233869
1023;724;-0.140672;-23.4738;23.4742;-0.00297534;0.0209959;0.00128347
1046;724;-0.18202;-23.53;23.5307;-0.00260726;0.0198645;0.00100347
1069;724;-0.260799;-23.5316;23.5331;-0.00304352;0.0181043;0.000439291
1092;724;-0.322238;-23.546;23.5482;-0.00248984;0.0157543;-0.00012695
1115;724;-0.375482;-23.5579;23.5609;-0.00166082;0.0183236;0.000679639
1138;724;-0.398709;-23.5162;23.5196;-0.00190616;0.0171531;0.000496567
1161;724;-0.463267;-23.5175;23.5221;-0.00254777;0.0176502;-0.000493712
1184;724;-0.516057;-23.5061;23.5117;-0.00296422;0.0173138;-0.000904801
1207;724;-0.599825;-23.5255;23.5332;-0.00204715;0.0198452;-0.00109525
1230;724;-0.610323;-23.5029;23.5109;-0.00221633;0.0184472;-0.00266876
1253;724;-0.701898;-23.4966;23.5071;-0.00355812;0.0155268;-0.0028655
1276;724;-0.774296;-23.5289;23.5417;-0.00216691;0.0171852;-0.00402133
1299;724;-0.801743;-23.5702;23.5838;-0.00250158;0.0167281;-0.00287224
1322;724;-0.889541;-23.4777;23.4945;-0.00274513;0.0196759;-0.00249366
1345;724;-0.928344;-23.4525;23.4709;-0.000990781;0.0195151;-0.00380045
1368;724;-0.93518;-23.4167;23.4354;-0.00218815;0.0182142;-0.00545838
1391;724;-1.02911;-23.4614;23.484;-0.00468292;0.0190024;-0.00668944
1414;724;-1.1511;-23.408;23.4363;-0.00581262;0.022515;-0.00515254
1437;724;-1.29754;-23.3061;23.3422;-0.00333115;0.0218433;-0.00701144
1460;724;-1.30476;-23.2849;23.3214;-0.00325357;0.025229;-0.00735128
1483;724;-1.44746;-23.2658;23.3108;-0.00521884;0.0243105;-0.00698435
1506;724;-1.54569;-23.1364;23.188;-0.00500886;0.0248316;-0.00834437
1529;724;-1.6791;-23.0217;23.0828;-0.00743948;0.0244458;-0.00733266
1552;724;-1.89021;-22.8309;22.909;-0.00835791;0.0265665;-0.00778264
1575;724;-2.06669;-22.6514;22.7455;-0.0128922;0.0322366;-0.00528613
1598;724;-2.49135;-22.212;22.3513;-0.0110841;0.0350623;-0.00143826
1621;724;-2.58851;-21.742;21.8955;-0.00400656;0.035185;-0.000381642
655;747;2.26445;-21.3742;21.4938;-0.0114408;0.0270103;0.000487257
678;747;1.99563;-21.8091;21.9002;-0.0123314;0.0315704;0.00344846
701;747;1.68823;-22.0765;22.141;-0.0119111;0.0298143;0.00464684
724;747;1.44007;-22.4371;22.4833;-0.00936894;0.0298184;0.00567048
747;747;1.25274;-22.5527;22.5875;-0.00730339;0.0259553;0.00670802
770;747;1.10257;-22.6046;22.6315;-0.00762682;0.0258016;0.00538338
793;747;0.900047;-22.7679;22.7857;-0.00633771;0.0231812;0.00544022
816;747;0.809853;-22.7581;22.7725;-0.0038453;0.025022;0.00627965
839;747;0.722704;-22.8718;22.8832;-0.0052622;0.0230081;0.00525626
862;747;0.566997;-22.8769;22.8839;-0.00486142;0.021299;0.00484904
885;747;0.498411;-22.9775;22.9829;-0.00313391;0.0209502;0.00339033
908;747;0.422382;-23.0217;23.0255;-0.00455634;0.0180099;0.00297877
931;747;0.288222;-23.081;23.0828;-0.00437737;0.0194384;0.0045283
954;747;0.22056;-22.9787;22.9797;-0.00318663;0.0194258;0.0042025
977;747;0.141289;-22.9784;22.9788;-0.00326246;0.0188638;0.0026445
1000;747;0.0702158;-23.027;23.0271;-0.00396806;0.0198396;0.0023993
1023;747;-0.0416183;-22.9447;22.9447;-0.00393829;0.0199998;0.00246644
1046;747;-0.111333;-22.9752;22.9755;-0.00405541;0.0206922;0.000460434
1069;747;-0.228599;-23.0138;23.0149;-0.00454418;0.0225169;-0.000623597
1092;747;-0.321034;-23.1075;23.1098;-0.00289132;0.0208545;0.000526521
1115;747;-0.361807;-23.0503;23.0532;-0.00201651;0.0215149;0.00107325
1138;747;-0.41394;-23.0376;23.0413;-0.00262673;0.0191256;-0.000456737
1161;747;-0.482797;-23.0384;23.0434;-0.00286013;0.0192602;-0.00124848
1184;747;-0.5457;-23.0588;23.0653;-0.00307488;0.0201958;-0.000908287
1207;747;-0.624477;-22.9983;23.0068;-0.00461672;0.020251;-0.00100446
1230;747;-0.758587;-23.0103;23.0228;-0.00406011;0.0203317;-0.00465918
1253;747;-0.812009;-23.1863;23.2005;-0.0029521;0.019362;-0.00326576
1276;747;-0.894669;-23.0983;23.1156;-0.00334656;0.0231518;-0.00173616
1299;747;-0.966264;-23.115;23.1352;-0.00351918;0.0223311;-0.00235943
1322;747;-1.05711;-22.9389;22.9633;-0.00285201;0.0220837;-0.00178827
1345;747;-1.09792;-22.9552;22.9815;-0.00296794;0.0199045;-0.00519476
1368;747;-1.19386;-22.9747;23.0057;-0.00568681;0.0199302;-0.0050061
1391;747;-1.36027;-22.9365;22.9768;-0.00563552;0.023446;-0.00444986
1414;747;-1.45406;-22.8297;22.876;-0.00519292;0.0244051;-0.00479995
1437;747;-1.59987;-22.8402;22.8962;-0.00402347;0.0236055;-0.00364451
1460;747;-1.63981;-22.6639;22.7232;-0.00377909;0.0243853;-0.00644121
1483;747;-1.77427;-22.6933;22.7626;-0.00883134;0.0264058;-0.00660974
