x [pixel];y [pixel];x-displacement [pixel];y-displacement [pixel];Displacement [pixel];Transverse strain Exx - GL [S];Axial strain Eyy - GL [S];Shear strain Exy - GL [S]
655;678;0.516352;-93.7751;93.7765;-0.0437197;0.151319;0.0371198
678;678;-0.548519;-95.0379;95.0395;-0.028627;0.128614;0.0521217
701;678;-0.840528;-95.1323;95.1361;-0.00939316;0.0894116;0.0509587
724;678;-0.983299;-95.2805;95.2856;-0.00588406;0.0775046;0.0436549
747;678;-1.11305;-95.443;95.4495;-0.00322378;0.08183;0.0413323
770;678;-1.13217;-95.4571;95.4639;-0.00317696;0.0736238;0.0362847
793;678;-1.25961;-95.5727;95.581;-0.000668057;0.0692778;0.032168
816;678;-1.16309;-95.5844;95.5915;-0.000881314;0.0682563;0.0294133
839;678;-1.3002;-95.517;95.5258;-0.00352242;0.0629719;0.0285069
862;678;-1.32541;-95.5919;95.6011;-0.00172194;0.0686878;0.0261877
885;678;-1.37953;-95.4467;95.4567;-0.000595037;0.0595976;0.0235874
908;678;-1.35287;-95.5069;95.5165;0.000617367;0.0582281;0.0170912
931;678;-1.35138;-95.5954;95.605;-0.00160645;0.0606242;0.0161167
954;678;-1.42704;-95.6482;95.6588;-0.00236999;0.0611676;0.0159928
977;678;-1.46053;-95.5875;95.5987;-0.00566216;0.0593337;0.0124438
1000;678;-1.68825;-95.6209;95.6358;-0.00332622;0.0646538;0.0126753
1023;678;-1.61406;-95.7447;95.7583;-1.71189e-05;0.0681401;0.0119828
1046;678;-1.68905;-95.5811;95.596;-0.00191184;0.0624055;0.0076921
1069;678;-1.70209;-95.7605;95.7756;-0.00101569;0.0666449;0.00577886
1092;678;-1.73589;-95.671;95.6867;-0.000342408;0.0621614;0.00610474
1115;678;-1.71791;-95.6822;95.6976;-0.00317983;0.0612054;0.00176185
1138;678;-1.88239;-95.6622;95.6807;-0.00223783;0.0594478;0.00190333
1161;678;-1.82109;-95.788;95.8054;0.00216966;0.0654508;-0.0041715
1184;678;-1.78343;-95.9229;95.9395;-0.00154044;0.0698942;-0.00259907
1207;678;-1.89201;-95.7687;95.7874;-0.00262175;0.0612872;-0.00491933
1230;678;-1.90432;-95.8134;95.8324;-0.00160826;0.0670376;-0.00639494
1253;678;-1.96607;-95.7292;95.7494;-0.00038526;0.0653339;-0.00881375
1276;678;-1.9222;-95.6944;95.7138;-0.000996937;0.0605013;-0.014837
1299;678;-2.01202;-95.8101;95.8313;-0.00234413;0.0676896;-0.017164
1322;678;-2.03033;-95.8189;95.8404;-0.00230151;0.0671902;-0.015658
1345;678;-2.11826;-95.6599;95.6834;-0.00278148;0.0669777;-0.0174013
1368;678;-2.15864;-95.6868;95.7111;-0.00231948;0.064294;-0.023205
1391;678;-2.22511;-95.7171;95.743;-0.00125511;0.0669924;-0.0235138
1414;678;-2.21655;-95.798;95.8236;0.00032001;0.0729924;-0.024943
1437;678;-2.21041;-95.6846;95.7101;-0.00404683;0.0705955;-0.033002
1460;678;-2.40311;-95.8427;95.8728;-0.00556452;0.0788344;-0.0322277
1483;678;-2.46709;-95.68;95.7118;-0.00384405;0.0815531;-0.0345285
1506;678;-2.5806;-95.6692;95.704;-0.00397143;0.0884155;-0.0401716
1529;678;-2.65019;-95.609;95.6457;-0.00914457;0.100157;-0.0424253
1552;678;-3.00469;-95.3001;95.3475;-0.0164026;0.107854;-0.0427949
1575;678;-3.41489;-95.0159;95.0772;-0.0285478;0.123142;-0.0421998
1598;678;-4.35628;-93.9942;94.0951;-0.0447386;0.147228;-0.0252691
1621;678;-5.64568;-91.711;91.8846;-0.0495623;0.146848;-0.0131323
655;701;3.80609;-90.7314;90.8112;-0.0441385;0.141086;0.0209257
678;701;2.69977;-92.4542;92.4936;-0.0440605;0.135197;0.030973
701;701;1.65824;-93.2857;93.3005;-0.0316432;0.111412;0.0398033
724;701;1.20409;-93.659;93.6668;-0.0165248;0.0973629;0.0437806
747;701;0.88969;-93.7132;93.7174;-0.0127826;0.0941319;0.0416644
770;701;0.611722;-93.8837;93.8857;-0.0129427;0.0857514;0.034614
793;701;0.288941;-94.0798;94.0803;-0.00972952;0.0824169;0.0332068
816;701;0.16145;-94.1006;94.1007;-0.00583464;0.0801311;0.0299579
839;701;0.0197103;-94.1473;94.1473;-0.00688116;0.0725846;0.0289419
862;701;-0.156181;-94.0908;94.0909;-0.00776344;0.072388;0.0252721
885;701;-0.338806;-94.1368;94.1374;-0.00719808;0.0720971;0.022918
908;701;-0.488676;-94.2199;94.2211;-0.0042291;0.0702082;0.0196682
931;701;-0.533909;-94.2547;94.2562;-0.00444854;0.0725947;0.0166616
954;701;-0.693824;-94.293;94.2955;-0.00791351;0.0730409;0.0160699
977;701;-0.899384;-94.2676;94.2719;-0.00705175;0.071632;0.014418
1000;701;-1.01948;-94.1882;94.1937;-0.00400579;0.0712496;0.0142048
