x [pixel];y [pixel];x-displacement [pixel];y-displacement [pixel];Displacement [pixel];Transverse strain Exx - GL [S];Axial strain Eyy - GL [S];Shear strain Exy - GL [S]
655;678;0.49015;-115.347;115.348;-0.0516462;0.182181;0.0457688
678;678;-0.780378;-116.826;116.829;-0.0345015;0.158212;0.0616582
701;678;-1.15722;-117.031;117.036;-0.011922;0.11744;0.061795
724;678;-1.33319;-117.141;117.149;-0.00718703;0.0995426;0.0547826
747;678;-1.48992;-117.316;117.326;-0.00365049;0.0957885;0.0503484
770;678;-1.50162;-117.278;117.287;-0.00326645;0.086241;0.0445949
793;678;-1.64047;-117.387;117.398;-0.00102036;0.0821381;0.0391774
816;678;-1.54873;-117.393;117.404;-0.00180166;0.0812666;0.0357608
839;678;-1.72348;-117.315;117.328;-0.00493959;0.074687;0.0339352
862;678;-1.7766;-117.48;117.494;-0.00179182;0.0857718;0.0325533
885;678;-1.80601;-117.258;117.272;0.000103994;0.0722063;0.02943
908;678;-1.77197;-117.359;117.373;0.00147104;0.0704616;0.0205629
931;678;-1.73899;-117.492;117.505;-0.00216622;0.0770006;0.0182127
954;678;-1.87226;-117.582;117.597;-0.00467005;0.0774192;0.0193117
977;678;-1.95433;-117.534;117.55;-0.00592009;0.0756125;0.0156149
1000;678;-2.14541;-117.555;117.575;-0.00419755;0.078393;0.0144201
1023;678;-2.14815;-117.705;117.725;-0.000970177;0.0881418;0.0152201
1046;678;-2.1901;-117.489;117.509;-0.00115371;0.0804995;0.00892818
1069;678;-2.20125;-117.692;117.712;-0.00141971;0.0828158;0.00639399
1092;678;-2.25573;-117.646;117.667;-0.00174957;0.0810697;0.00766985
1115;678;-2.28196;-117.57;117.592;-0.0042782;0.0771074;0.0041367
1138;678;-2.45305;-117.549;117.575;-0.00188186;0.0753575;0.00167455
1161;678;-2.36887;-117.724;117.748;0.00272317;0.0820853;-0.00608851
1184;678;-2.32924;-117.893;117.916;-0.00234364;0.0843191;-0.0029863
1207;678;-2.47681;-117.746;117.772;-0.00334981;0.0768968;-0.00430401
1230;678;-2.48383;-117.745;117.771;-0.00128452;0.080215;-0.00863164
1253;678;-2.53596;-117.695;117.723;-0.00140781;0.0808049;-0.0112158
1276;678;-2.54882;-117.612;117.639;-0.00178593;0.0725745;-0.0161481
1299;678;-2.61827;-117.785;117.814;-0.00237706;0.0836492;-0.0208614
1322;678;-2.65889;-117.845;117.875;-0.00234558;0.0838159;-0.0176787
1345;678;-2.72652;-117.641;117.673;-0.00200279;0.083503;-0.0204269
1368;678;-2.75141;-117.679;117.711;-0.00304713;0.0795591;-0.0274816
1391;678;-2.86691;-117.643;117.678;-0.0018445;0.080482;-0.0288763
1414;678;-2.83649;-117.797;117.831;0.00105639;0.0910428;-0.0328236
1437;678;-2.81834;-117.649;117.683;-0.00541776;0.0828297;-0.039693
1460;678;-3.08639;-117.829;117.87;-0.00705163;0.0977597;-0.0398687
1483;678;-3.1439;-117.702;117.744;-0.0048379;0.102188;-0.0433267
1506;678;-3.30955;-117.748;117.794;-0.00663553;0.108239;-0.0460682
1529;678;-3.45045;-117.537;117.588;-0.0111547;0.120082;-0.0492045
1552;678;-3.82863;-117.219;117.281;-0.0180024;0.131224;-0.0543049
1575;678;-4.28981;-116.962;117.041;-0.0344049;0.156157;-0.0534367
1598;678;-5.46376;-115.75;115.879;-0.058472;0.180358;-0.0277239
1621;678;-7.2414;-113.04;113.272;-0.0673597;0.193185;-0.010806
655;701;4.52679;-111.787;111.878;-0.0544245;0.175371;0.026752
678;701;3.15167;-113.732;113.776;-0.0536163;0.168143;0.038521
701;701;1.89579;-114.655;114.671;-0.0377114;0.141667;0.0489493
724;701;1.36177;-115.1;115.108;-0.02112;0.122345;0.0512132
747;701;0.908813;-115.324;115.328;-0.016507;0.118203;0.0496056
770;701;0.594639;-115.461;115.463;-0.0147113;0.106428;0.0431819
793;701;0.225944;-115.64;115.64;-0.01153;0.100921;0.0408864
816;701;0.0607874;-115.647;115.647;-0.00723256;0.0982531;0.036717
839;701;-0.10802;-115.71;115.71;-0.00796929;0.0895862;0.0354899
862;701;-0.307276;-115.629;115.629;-0.00884953;0.0916049;0.0315644
885;701;-0.516921;-115.687;115.689;-0.00855734;0.0894347;0.0273543
908;701;-0.702994;-115.815;115.818;-0.00569456;0.0877232;0.0240224
931;701;-0.779767;-115.803;115.806;-0.00550982;0.0905005;0.0200527
954;701;-0.957196;-115.882;115.886;-0.0100827;0.0920407;0.0188725
977;701;-1.24598;-115.866;115.873;-0.00929631;0.0909962;0.0172314
1000;701;-1.38686;-115.83;115.838;-0.00514885;0.090226;0.0173089
1023;701;-1.48354;-115.769;115.778;-0.00863882;0.0963806;0.0152769
1046;701;-1.78614;-115.71;115.723;-0.00732525;0.0878851;0.010071
1069;701;-1.82184;-115.863;115.877;-0.00394424;0.0930774;0.0062419
1092;701;-1.96816;-115.853;115.869;-0.00695655;0.0907732;0.00549034
1115;701;-2.14296;-115.86;115.88;-0.00703472;0.0883805;0.0024086
1138;701;-2.29291;-115.877;115.9;-0.00693214;0.0861518;0.00180074
1161;701;-2.46298;-115.908;115.934;-0.00351278;0.092842;-0.00356572
