x [pixel];y [pixel];x-displacement [pixel];y-displacement [pixel];Displacement [pixel];Transverse strain Exx - GL [S];Axial strain Eyy - GL [S];Shear strain Exy - GL [S]
655;678;0.179067;-20.2007;20.2015;-0.00827107;0.0306638;0.00892525
678;678;-0.0139913;-20.505;20.505;-0.00643397;0.0274315;0.00978611
701;678;-0.119366;-20.5724;20.5727;-0.00295957;0.0207593;0.0111543
724;678;-0.150411;-20.5893;20.5899;-7.56969e-05;0.0182185;0.00956593
747;678;-0.122884;-20.6295;20.6299;-0.000406991;0.0185199;0.00796675
770;678;-0.169152;-20.6269;20.6276;-0.00135507;0.0178416;0.00831443
793;678;-0.185324;-20.7066;20.7074;-0.000788971;0.0171172;0.00645062
816;678;-0.205494;-20.6838;20.6848;0.000135506;0.0162895;0.00740746
839;678;-0.179095;-20.6884;20.6891;0.00069696;0.0168215;0.00585436
862;678;-0.173448;-20.7001;20.7009;-0.000608695;0.0167967;0.00487173
885;678;-0.207106;-20.6731;20.6741;-0.000347266;0.0142188;0.00487419
908;678;-0.189445;-20.6575;20.6583;0.000125002;0.0129791;0.00330154
931;678;-0.201357;-20.6839;20.6849;-0.0011667;0.0137804;0.00297799
954;678;-0.243163;-20.6987;20.7001;-0.000672944;0.0142722;0.00368622
977;678;-0.232323;-20.6883;20.6896;-0.000405948;0.013324;0.00328254
1000;678;-0.261883;-20.6365;20.6382;-0.000558913;0.0130088;0.00269965
1023;678;-0.258043;-20.7029;20.7045;0.000483891;0.0129508;0.000956942
1046;678;-0.239734;-20.7348;20.7362;9.45658e-05;0.0153733;0.000726385
1069;678;-0.253724;-20.7563;20.7578;-0.000614027;0.0163519;0.000657286
1092;678;-0.267992;-20.7536;20.7553;-0.000430833;0.0162144;0.000404655
1115;678;-0.273546;-20.7586;20.7604;-0.000857083;0.0162081;-0.0002278
1138;678;-0.307434;-20.7534;20.7557;-0.000839724;0.0167595;2.76641e-05
1161;678;-0.31219;-20.7528;20.7552;0.000223454;0.0163674;0.000109975
1184;678;-0.297165;-20.7264;20.7285;7.00478e-05;0.0151136;-0.000133637
1207;678;-0.309057;-20.6625;20.6648;0.000152105;0.0100391;-0.00183631
1230;678;-0.290168;-20.7283;20.7303;-0.000580791;0.0142007;-0.00239666
1253;678;-0.335809;-20.7129;20.7156;-4.77507e-05;0.0127136;-0.00179531
1276;678;-0.292384;-20.686;20.6881;-0.000672242;0.0113843;-0.00384346
1299;678;-0.366743;-20.7075;20.7107;-0.0013397;0.013423;-0.00413359
1322;678;-0.354129;-20.77;20.773;0.000125927;0.0166515;-0.0041607
1345;678;-0.360952;-20.7174;20.7205;-0.000128462;0.0153858;-0.00282738
1368;678;-0.360192;-20.6512;20.6544;0.000466675;0.0118895;-0.00472663
1391;678;-0.339503;-20.7532;20.756;-0.00158183;0.0172395;-0.00627723
1414;678;-0.433147;-20.7618;20.7663;-0.00174309;0.0186251;-0.00511018
1437;678;-0.419771;-20.7916;20.7958;0.000341494;0.0196991;-0.00495874
1460;678;-0.417452;-20.7288;20.733;-0.00126389;0.0175742;-0.00568126
1483;678;-0.478074;-20.6837;20.6893;-0.00195916;0.0171915;-0.0063493
1506;678;-0.507672;-20.6985;20.7048;-0.00108619;0.0212871;-0.0046895
1529;678;-0.528261;-20.5497;20.5565;-0.00136528;0.0189851;-0.00715898
1552;678;-0.570828;-20.5299;20.5378;-0.00207328;0.0228917;-0.0108772
1575;678;-0.623736;-20.5706;20.58;-0.00710237;0.0284891;-0.00947998
1598;678;-0.89981;-20.2122;20.2322;-0.0116206;0.0296462;-0.00439348
