x [pixel];y [pixel];x-displacement [pixel];y-displacement [pixel];Displacement [pixel];Transverse strain Exx - GL [S];Axial strain Eyy - GL [S];Shear strain Exy - GL [S]
655;678;0.508778;-39.6888;39.692;-0.0184892;0.0669012;0.0179554
678;678;0.0724312;-40.2545;40.2545;-0.0131239;0.0532472;0.0201144
701;678;-0.104137;-40.3759;40.376;-0.00569724;0.0390714;0.021142
724;678;-0.190777;-40.4419;40.4424;-0.00190984;0.0346801;0.0193406
747;678;-0.192181;-40.4753;40.4758;-0.000372133;0.0365292;0.0173729
770;678;-0.207951;-40.5116;40.5121;-0.00111772;0.035528;0.0159666
793;678;-0.243687;-40.5507;40.5515;-0.00135906;0.0297562;0.0127984
816;678;-0.270552;-40.5738;40.5747;-0.000733583;0.033939;0.0129863
839;678;-0.27745;-40.5731;40.5741;-0.000103284;0.0313954;0.0116082
862;678;-0.275306;-40.5907;40.5917;-0.00149549;0.0320571;0.00991551
885;678;-0.346295;-40.5833;40.5848;-0.00149833;0.0301258;0.00958244
908;678;-0.344288;-40.5656;40.567;-0.000457622;0.0266227;0.00810904
931;678;-0.367358;-40.6086;40.6102;-0.000670917;0.0299978;0.0076148
954;678;-0.375206;-40.6299;40.6317;0.0003349;0.0285898;0.00729006
977;678;-0.351999;-40.5445;40.5461;-0.00190931;0.0261351;0.00587081
1000;678;-0.463221;-40.5329;40.5356;-0.0016741;0.0264609;0.00523743
1023;678;-0.429126;-40.6145;40.6168;0.000629773;0.0270828;0.00300393
1046;678;-0.434334;-40.6154;40.6177;-0.000562781;0.028878;0.00240592
1069;678;-0.455042;-40.6583;40.6609;-0.000920405;0.0310936;0.00160976
1092;678;-0.476713;-40.6592;40.662;-0.000625318;0.0317118;0.00171721
1115;678;-0.483822;-40.6353;40.6381;-0.00172793;0.0290151;-0.000199887
1138;678;-0.556271;-40.6401;40.6439;-0.00143496;0.0302721;3.11883e-05
1161;678;-0.549878;-40.6429;40.6466;0.000272511;0.0300887;-0.0015968
