x [pixel];y [pixel];x-displacement [pixel];y-displacement [pixel];Displacement [pixel];Transverse strain Exx - GL [S];Axial strain Eyy - GL [S];Shear strain Exy - GL [S]
655;678;3.05863;-335.652;335.665;-0.118492;0.537721;0.0956665
678;678;-0.0566103;-338.521;338.521;-0.0883324;0.482092;0.13005
701;678;-1.36344;-339.319;339.322;-0.0366963;0.4043;0.152077
724;678;-1.78573;-339.41;339.414;-0.0179089;0.34865;0.141594
747;678;-2.19708;-339.777;339.784;-0.00724265;0.35552;0.140277
770;678;-2.12033;-339.267;339.273;-0.0122859;0.290793;0.112547
793;678;-2.76577;-339.822;339.833;-0.0159194;0.287811;0.0985341
816;678;-2.86244;-339.86;339.872;-0.00428783;0.293573;0.100043
839;678;-2.96367;-339.676;339.688;-0.0072242;0.275698;0.0854649
862;678;-3.1962;-340.008;340.023;-0.0083092;0.309866;0.0847731
885;678;-3.34763;-339.562;339.579;-0.00491818;0.278327;0.0774736
908;678;-3.42424;-339.671;339.688;-0.00380878;0.26981;0.0605913
931;678;-3.5247;-339.937;339.955;-0.00672334;0.280249;0.0561338
954;678;-3.73585;-340.014;340.034;-0.00879308;0.274637;0.0501521
977;678;-3.93114;-340.057;340.079;-0.0105132;0.287203;0.0427938
1000;678;-4.22203;-340.013;340.039;-0.00786464;0.293807;0.0377968
1023;678;-4.29501;-340.304;340.331;-0.00329652;0.315124;0.0357543
1046;678;-4.3741;-340.143;340.171;-0.00453686;0.306493;0.0253231
1069;678;-4.50419;-340.334;340.363;-0.00770395;0.300305;0.0217186
1092;678;-4.72986;-340.129;340.162;-0.00476142;0.287458;0.0202238
1115;678;-4.72405;-340.167;340.199;-0.00594005;0.285845;0.00960054
1138;678;-5.00403;-340.031;340.068;-0.00564338;0.274212;0.00118749
1161;678;-4.98489;-340.383;340.42;-0.00084366;0.29868;-0.0151764
1184;678;-5.04743;-340.68;340.717;-0.00519318;0.306342;-0.0160182
1207;678;-5.22541;-340.686;340.726;-0.0051678;0.301485;-0.0209047
1230;678;-5.28593;-340.801;340.842;-0.0072649;0.305573;-0.0225873
1253;678;-5.56086;-340.748;340.793;-0.00510421;0.308724;-0.0268449
1276;678;-5.5218;-340.591;340.636;-0.00433065;0.289505;-0.0394884
1299;678;-5.76055;-340.814;340.862;-0.00727484;0.308137;-0.0505415
1322;678;-5.85897;-340.936;340.986;-0.00469132;0.311779;-0.0514549
