Time,Displacement,Force
"6.8530","2.7190","4.8695"
"6.9120","2.7429","4.8945"
"6.9490","2.7578","4.9196"
"6.9930","2.7750","4.9452"
"7.0370","2.7930","4.9708"
"7.0790","2.8104","4.9960"
"7.1270","2.8290","5.0213"
"7.1820","2.8509","5.0473"
"7.2060","2.8609","5.0727"
"7.2710","2.8863","5.0977"
"7.3170","2.9052","5.1228"
"7.3770","2.9291","5.1478"
"7.4060","2.9406","5.1731"
"7.4470","2.9573","5.1981"
"7.5210","2.9861","5.2242"
"7.5400","2.9939","5.2499"
"7.5990","3.0179","5.2749"
"7.6620","3.0425","5.3004"
"7.6890","3.0534","5.3258"
"7.7350","3.0723","5.3513"
"7.7930","3.0951","5.3765"
"7.8370","3.1131","5.4017"
"7.8680","3.1256","5.4268"
"7.9390","3.1534","5.4521"
"7.9630","3.1636","5.4772"
"8.0180","3.1854","5.5022"
"8.0780","3.2091","5.5277"
"8.1040","3.2198","5.5531"
"8.1770","3.2491","5.5784"
"8.2050","3.2602","5.6042"
"8.2690","3.2858","5.6294"
"8.2930","3.2959","5.6545"
"8.3560","3.3200","5.6806"
"8.4110","3.3427","5.7058"
"8.4430","3.3555","5.7309"
"8.5090","3.3814","5.7567"
"8.5400","3.3941","5.7819"
"8.6070","3.4209","5.8075"
"8.6370","3.4333","5.8326"
"8.6890","3.4534","5.8585"
"8.7590","3.4814","5.8843"
"8.7780","3.4892","5.9097"
"8.8440","3.5158","5.9349"
"8.8880","3.5334","5.9606"
"8.9420","3.5553","5.9858"
"8.9730","3.5682","6.0109"
"9.0330","3.5910","6.0362"
"9.0930","3.6153","6.0620"
"9.1160","3.6248","6.0875"
"9.1860","3.6520","6.1127"
"9.2220","3.6672","6.1382"
"9.2930","3.6951","6.1635"
"9.3200","3.7061","6.1886"
"9.3660","3.7248","6.2142"
"9.4380","3.7528","6.2401"
"9.4590","3.7618","6.2654"
"9.5220","3.7871","6.2905"
"9.5820","3.8107","6.3163"
"9.6210","3.8269","6.3416"
"9.6770","3.8495","6.3667"
"9.7170","3.8653","6.3917"
"9.7740","3.8878","6.4169"
"9.8480","3.9168","6.4429"
"9.8720","3.9267","6.4685"
"9.9200","3.9461","6.4937"
"9.9800","3.9702","6.5189"
"10.0250","3.9881","6.5443"
"10.0690","4.0061","6.5693"
"10.1220","4.0268","6.5950"
"10.1800","4.0502","6.6203"
"10.2270","4.0695","6.6454"
"10.2740","4.0875","6.6708"
"10.3260","4.1088","6.6959"
"10.3830","4.1313","6.7216"
"10.4230","4.1477","6.7467"
"10.4640","4.1641","6.7720"
"10.5340","4.1916","6.7973"
"10.5830","4.2113","6.8228"
"10.6200","4.2263","6.8479"
"10.6780","4.2488","6.8734"
"10.7220","4.2671","6.8984"
"10.7920","4.2947","6.9238"
"10.8170","4.3048","6.9494"
"10.8730","4.3276","6.9744"
"10.9390","4.3534","7.0001"
"10.9950","4.3763","7.0253"
"11.0210","4.3866","7.0507"
"11.0880","4.4135","7.0757"
"11.1280","4.4298","7.1009"
"11.2010","4.4587","7.1263"
"11.2230","4.4677","7.1521"
"11.2850","4.4925","7.1778"
"11.3520","4.5185","7.2033"
"11.3880","4.5334","7.2284"
"11.4560","4.5607","7.2536"
"11.4930","4.5751","7.2788"
"11.5470","4.5969","7.3046"
"11.6100","4.6221","7.3299"
"11.6490","4.6378","7.3552"
"11.6920","4.6550","7.3804"
"11.7610","4.6823","7.4058"
"11.8030","4.6995","7.4310"
"11.8800","4.7301","7.4563"
"11.9040","4.7397","7.4815"
"11.9580","4.7617","7.5070"
"12.0260","4.7885","7.5323"
"12.0720","4.8072","7.5573"
"12.1160","4.8248","7.5827"
"12.1750","4.8476","7.6080"
"12.2240","4.8677","7.6334"
"12.2870","4.8929","7.6586"
"12.3260","4.9087","7.6839"
"12.3700","4.9264","7.7098"
"12.4430","4.9551","7.7354"
"12.4900","4.9743","7.7607"
"12.5250","4.9885","7.7860"
"12.5910","5.0141","7.8116"
"12.6370","5.0332","7.8367"
"12.7010","5.0587","7.8624"
"12.7580","5.0815","7.8875"
"12.7900","5.0946","7.9128"
"12.8550","5.1197","7.9382"
"12.9170","5.1447","7.9638"
"12.9660","5.1646","7.9889"
"13.0150","5.1841","8.0144"
"13.0540","5.2000","8.0396"
"13.1240","5.2277","8.0647"
"13.1760","5.2487","8.0899"
"13.2510","5.2783","8.1153"
"13.2750","5.2879","8.1406"
"13.3310","5.3109","8.1659"
"13.3920","5.3350","8.1917"
"13.4470","5.3572","8.2170"
"13.5150","5.3841","8.2421"
"13.5450","5.3962","8.2672"
"13.6010","5.4184","8.2933"
"13.6760","5.4478","8.3189"
"13.7100","5.4620","8.3442"
"13.7860","5.4925","8.3692"
"13.8190","5.5057","8.3944"
"13.8660","5.5247","8.4201"
"13.9360","5.5522","8.4456"
"13.9640","5.5641","8.4707"
"14.0280","5.5897","8.4963"
"14.0910","5.6144","8.5215"
"14.1430","5.6360","8.5467"
"14.2040","5.6597","8.5720"
"14.2630","5.6836","8.5972"
"14.2870","5.6933","8.6224"
"14.3600","5.7219","8.6480"
"14.4170","5.7449","8.6732"
"14.4840","5.7714","8.6988"
"14.5190","5.7855","8.7244"
"14.5660","5.8051","8.7495"
"14.6300","5.8302","8.7747"
"14.6910","5.8546","8.8004"
"14.7580","5.8810","8.8257"
"14.7970","5.8973","8.8507"
"14.8440","5.9163","8.8760"
"14.9110","5.9426","8.9017"
"14.9570","5.9613","8.9270"
"15.0290","5.9896","8.9520"
"15.0830","6.0112","8.9775"
"15.1600","6.0415","9.0034"
"15.1810","6.0499","9.0285"
"15.2420","6.0751","9.0536"
"15.3010","6.0982","9.0789"
"15.3520","6.1190","9.1043"
"15.4270","6.1487","9.1296"
"15.4540","6.1596","9.1548"
"15.5130","6.1835","9.1799"
"15.5800","6.2100","9.2053"
"15.6220","6.2272","9.2306"
"15.7010","6.2586","9.2563"
"15.7310","6.2709","9.2816"
"15.7840","6.2921","9.3068"
"15.8540","6.3194","9.3319"
"15.9140","6.3437","9.3571"
"15.9710","6.3665","9.3823"
"16.0240","6.3878","9.4075"
"16.0620","6.4033","9.4327"
"16.1270","6.4289","9.4578"
"16.1830","6.4516","9.4832"
"16.2580","6.4811","9.5087"
"16.2960","6.4967","9.5338"
"16.3770","6.5289","9.5594"
"16.4070","6.5411","9.5851"
"16.4620","6.5635","9.6106"
"16.5330","6.5912","9.6363"
"16.5890","6.6136","9.6617"
"16.6560","6.6401","9.6872"
"16.6930","6.6551","9.7125"
"16.7480","6.6775","9.7376"
"16.8120","6.7027","9.7631"
"16.8610","6.7227","9.7883"
"16.9400","6.7535","9.8135"
"16.9720","6.7670","9.8386"
"17.0250","6.7884","9.8639"
"17.0910","6.8144","9.8897"
"17.1480","6.8379","9.9151"
"17.2110","6.8625","9.9402"
"17.2640","6.8840","9.9653"
"17.3390","6.9134","9.9909"
"17.3720","6.9269","10.0162"
"17.4290","6.9497","10.0418"
"17.5000","6.9778","10.0675"
"17.5420","6.9951","10.0930"
"17.6200","7.0260","10.1180"
"17.6610","7.0429","10.1431"
"17.7480","7.0770","10.1684"
"17.7720","7.0866","10.1935"
"17.8380","7.1136","10.2189"
"17.8940","7.1357","10.2440"
"17.9540","7.1601","10.2695"
"18.0260","7.1882","10.2945"
"18.0780","7.2094","10.3197"
"18.1100","7.2222","10.3451"
"18.1830","7.2508","10.3704"
"18.2310","7.2708","10.3955"
"18.3040","7.2995","10.4207"
"18.3530","7.3194","10.4463"
"18.4310","7.3502","10.4719"
"18.4550","7.3602","10.4971"
"18.5230","7.3875","10.5224"
"18.5910","7.4144","10.5475"
"18.6390","7.4344","10.5727"
"18.7180","7.4652","10.5980"
"18.7620","7.4829","10.6230"
"18.8420","7.5146","10.6483"
"18.8770","7.5290","10.6737"
"18.9290","7.5498","10.6991"
"19.0000","7.5779","10.7243"
"19.0450","7.5962","10.7500"
"19.1180","7.6251","10.7751"
"19.1780","7.6494","10.8002"
"19.2510","7.6782","10.8259"
"19.2830","7.6913","10.8515"
"19.3450","7.7166","10.8765"
"19.4120","7.7431","10.9019"
"19.4590","7.7621","10.9272"
"19.5340","7.7916","10.9525"
"19.5930","7.8151","10.9784"
"19.6680","7.8448","11.0035"
"19.6900","7.8538","11.0287"
"19.7760","7.8885","11.0538"
"19.8140","7.9036","11.0789"
"19.8710","7.9270","11.1045"
"19.9460","7.9562","11.1300"
"20.0050","7.9802","11.1555"
"20.0770","8.0088","11.1810"
"20.1170","8.0251","11.2061"
"20.1980","8.0575","11.2318"
"20.2380","8.0737","11.2568"
"20.2850","8.0925","11.2820"
"20.3550","8.1197","11.3078"
"20.4300","8.1501","11.3333"
"20.4860","8.1721","11.3588"
"20.5380","8.1933","11.3842"
"20.6090","8.2218","11.4093"
"20.6750","8.2481","11.4349"
"20.7040","8.2600","11.4602"
"20.7800","8.2901","11.4856"
"20.8320","8.3112","11.5111"
"20.9030","8.3393","11.5366"
"20.9540","8.3600","11.5620"
"21.0300","8.3900","11.5878"
"21.0960","8.4163","11.6134"
"21.1570","8.4407","11.6388"
"21.2050","8.4601","11.6639"
"21.2570","8.4815","11.6891"
"21.3260","8.5087","11.7144"
"21.3740","8.5282","11.7398"
"21.4520","8.5587","11.7655"
"21.5040","8.5800","11.7906"
"21.5790","8.6094","11.8157"
"21.6180","8.6256","11.8409"
"21.7010","8.6586","11.8666"
"21.7580","8.6816","11.8916"
"21.8100","8.7026","11.9166"
"21.8700","8.7260","11.9416"
"21.9290","8.7497","11.9671"
"21.9960","8.7763","11.9927"
"22.0480","8.7975","12.0179"
"22.1230","8.8272","12.0434"
"22.1770","8.8491","12.0685"
"22.2530","8.8791","12.0940"
"22.2920","8.8952","12.1192"
"22.3750","8.9282","12.1444"
"22.4170","8.9452","12.1696"
"22.4810","8.9713","12.1946"
"22.5460","8.9964","12.2201"
"22.6050","9.0201","12.2454"
"22.6770","9.0484","12.2707"
"22.7270","9.0691","12.2959"
"22.8050","9.0999","12.3216"
"22.8510","9.1188","12.3467"
"22.9330","9.1511","12.3725"
"22.9640","9.1640","12.3975"
"23.0360","9.1929","12.4227"
"23.0940","9.2156","12.4479"
"23.1500","9.2388","12.4732"
"23.2210","9.2666","12.4982"
"23.2800","9.2903","12.5238"
"23.3560","9.3201","12.5493"
"23.4100","9.3422","12.5745"
"23.4870","9.3726","12.5999"
"23.5310","9.3904","12.6250"
"23.6100","9.4221","12.6506"
"23.6450","9.4365","12.6756"
"23.7100","9.4627","12.7009"
"23.7760","9.4885","12.7265"
"23.8390","9.5141","12.7515"
"23.9010","9.5385","12.7768"
"23.9620","9.5635","12.8024"
"24.0380","9.5930","12.8280"
"24.0920","9.6150","12.8531"
"24.1690","9.6451","12.8789"
"24.2140","9.6638","12.9040"
"24.2920","9.6948","12.9297"
"24.3520","9.7190","12.9550"
"24.4290","9.7496","12.9801"
"24.4680","9.7656","13.0052"
"24.5210","9.7871","13.0306"
"24.6000","9.8179","13.0559"
"24.6390","9.8342","13.0810"
"24.7200","9.8663","13.1064"
"24.7790","9.8901","13.1314"
"24.8520","9.9185","13.1571"
"24.9210","9.9462","13.1828"
"24.9860","9.9721","13.2083"
"25.0380","9.9933","13.2334"
"25.1110","10.0226","13.2585"
"25.1740","10.0478","13.2837"
"25.2070","10.0615","13.3088"
"25.2840","10.0920","13.3343"
"25.3690","10.1258","13.3593"
"25.4080","10.1413","13.3844"
"25.4810","10.1712","13.4095"
"25.5370","10.1926","13.4348"
"25.6050","10.2201","13.4603"
"25.6780","10.2485","13.4860"
"25.7290","10.2701","13.5112"
"25.8050","10.3000","13.5364"
"25.8600","10.3221","13.5619"
"25.9390","10.3535","13.5873"
"26.0010","10.3787","13.6124"
"26.0760","10.4084","13.6375"
"26.1050","10.4202","13.6629"
"26.1960","10.4568","13.6883"
"26.2530","10.4795","13.7134"
"26.2940","10.4963","13.7387"
"26.3650","10.5237","13.7641"
"26.4300","10.5500","13.7893"
"26.5060","10.5804","13.8145"
"26.5490","10.5980","13.8401"
"26.6280","10.6294","13.8652"
"26.6890","10.6537","13.8907"
"26.7610","10.6822","13.9159"
"26.8210","10.7068","13.9411"
"26.8880","10.7332","13.9670"
"26.9550","10.7605","13.9921"
"27.0280","10.7891","14.0171"
"27.0800","10.8104","14.0425"
"27.1640","10.8430","14.0680"
"27.2030","10.8591","14.0934"
"27.2930","10.8950","14.1186"
"27.3230","10.9073","14.1438"
"27.4210","10.9466","14.1688"
"27.4550","10.9600","14.1944"
"27.5310","10.9908","14.2198"
"27.5940","11.0159","14.2450"
"27.6520","11.0395","14.2701"
"27.7210","11.0667","14.2956"
"27.7800","11.0904","14.3209"
"27.8600","11.1217","14.3466"
"27.9200","11.1462","14.3718"
"27.9880","11.1732","14.3975"
"28.0520","11.1992","14.4226"
"28.1210","11.2265","14.4476"
"28.1900","11.2542","14.4726"
"28.2520","11.2789","14.4977"
"28.3150","11.3042","14.5233"
"28.3870","11.3327","14.5485"
"28.4430","11.3556","14.5737"
"28.5260","11.3883","14.5993"
"28.5710","11.4067","14.6245"
"28.6560","11.4402","14.6501"
"28.6940","11.4556","14.6753"
"28.7830","11.4913","14.7005"
"28.8170","11.5049","14.7256"
"28.8820","11.5315","14.7509"
"28.9560","11.5605","14.7762"
"29.0190","11.5859","14.8012"
"29.0920","11.6150","14.8264"
"29.1460","11.6370","14.8514"
"29.2230","11.6674","14.8765"
"29.2840","11.6920","14.9015"
"29.3520","11.7185","14.9269"
"29.4220","11.7467","14.9525"
"29.4930","11.7750","14.9779"
"29.5450","11.7963","15.0033"
"29.6190","11.8256","15.0285"
"29.6860","11.8525","15.0536"
"29.7610","11.8820","15.0787"
"29.8150","11.9044","15.1039"
"29.8910","11.9345","15.1291"
"29.9390","11.9541","15.1544"
"30.0230","11.9871","15.1798"
"30.0920","12.0149","15.2052"
"30.1650","12.0435","15.2307"
"30.2130","12.0634","15.2560"
"30.2930","12.0950","15.2810"
"30.3420","12.1149","15.3063"
"30.4330","12.1510","15.3315"
"30.4590","12.1618","15.3569"
"30.5340","12.1923","15.3819"
"30.6050","12.2201","15.4073"
"30.6890","12.2539","15.4328"
"30.7270","12.2693","15.4580"
"30.7910","12.2951","15.4832"
"30.8650","12.3240","15.5085"
"30.9300","12.3500","15.5338"
"31.0100","12.3818","15.5593"
"31.0510","12.3987","15.5848"
"31.1310","12.4307","15.6098"
"31.1930","12.4553","15.6349"
"31.2680","12.4849","15.6604"
"31.3340","12.5119","15.6856"
"31.4040","12.5398","15.7107"
"31.4620","12.5634","15.7360"
"31.5370","12.5928","15.7614"
"31.6000","12.6180","15.7868"
"31.6790","12.6490","15.8121"
"31.7250","12.6684","15.8374"
"31.8080","12.7011","15.8628"
"31.8610","12.7228","15.8878"
"31.9430","12.7550","15.9136"
"32.0100","12.7822","15.9387"
"32.0820","12.8106","15.9639"
"32.1350","12.8326","15.9891"
"32.2080","12.8616","16.0143"
"32.2740","12.8878","16.0395"
"32.3510","12.9182","16.0653"
"32.4130","12.9432","16.0905"
"32.4800","12.9701","16.1155"
"32.5400","12.9942","16.1407"
"32.6100","13.0221","16.1660"
"32.6810","13.0506","16.1912"
"32.7530","13.0792","16.2167"
"32.8050","13.1005","16.2420"
"32.8830","13.1314","16.2671"
"32.9470","13.1571","16.2925"
"33.0290","13.1895","16.3179"
"33.0800","13.2101","16.3431"
"33.1590","13.2413","16.3685"
"33.1960","13.2564","16.3939"
"33.2870","13.2930","16.4193"
"33.3520","13.3189","16.4448"
"33.4310","13.3502","16.4704"
"33.4910","13.3747","16.4954"
"33.5540","13.4002","16.5205"
"33.6100","13.4223","16.5456"
"33.7010","13.4585","16.5712"
"33.7600","13.4821","16.5964"
"33.8340","13.5116","16.6216"
"33.8800","13.5302","16.6468"
"33.9530","13.5594","16.6720"
"34.0260","13.5886","16.6971"
"34.0750","13.6085","16.7221"
"34.1470","13.6371","16.7471"
"34.2080","13.6619","16.7721"
"34.2800","13.6901","16.7974"
"34.3640","13.7240","16.8224"
"34.4170","13.7451","16.8478"
"34.5070","13.7811","16.8730"
"34.5450","13.7962","16.8980"
"34.6150","13.8243","16.9234"
"34.6900","13.8537","16.9488"
"34.7610","13.8827","16.9738"
"34.8280","13.9092","16.9989"
"34.8730","13.9278","17.0242"
"34.9530","13.9593","17.0500"
"35.0260","13.9888","17.0751"
"35.0960","14.0164","17.1002"
"35.1770","14.0494","17.1253"
"35.2230","14.0677","17.1504"
"35.2890","14.0941","17.1757"
"35.3620","14.1225","17.2009"
"35.4360","14.1525","17.2262"
"35.5100","14.1823","17.2515"
"35.5660","14.2046","17.2766"
"35.6320","14.2311","17.3020"
"35.7030","14.2598","17.3273"
"35.7710","14.2861","17.3528"
"35.8500","14.3184","17.3779"
"35.9130","14.3434","17.4033"
"35.9710","14.3673","17.4284"
"36.0550","14.4004","17.4536"
"36.1100","14.4223","17.4789"
"36.1880","14.4529","17.5042"
"36.2600","14.4825","17.5294"
"36.3250","14.5081","17.5544"
"36.3790","14.5303","17.5796"
"36.4550","14.5601","17.6051"
"36.5240","14.5879","17.6304"
"36.5950","14.6160","17.6556"
"36.6560","14.6411","17.6807"
"36.7300","14.6705","17.7057"
"36.7890","14.6942","17.7312"
"36.8620","14.7227","17.7569"
"36.9370","14.7530","17.7820"
"37.0050","14.7799","17.8071"
"37.0810","14.8111","17.8321"
"37.1340","14.8318","17.8573"
"37.2050","14.8604","17.8825"
"37.2780","14.8892","17.9077"
"37.3400","14.9145","17.9329"
"37.4180","14.9454","17.9579"
"37.4770","14.9696","17.9829"
"37.5460","14.9966","18.0081"
"37.6460","15.0362","18.0312"
"37.6800","15.0495","18.0565"
"37.7490","15.0781","18.0817"
"37.8140","15.1038","18.1070"
"37.8780","15.1298","18.1321"
"37.9540","15.1598","18.1575"
"38.0180","15.1854","18.1826"
"38.0950","15.2162","18.2081"
"38.1670","15.2457","18.2332"
"38.2310","15.2710","18.2582"
"38.3210","15.3068","18.2833"
"38.3690","15.3257","18.3084"
"38.4420","15.3550","18.3335"
"38.5070","15.3809","18.3586"
"38.5670","15.4051","18.3836"
"38.6470","15.4369","18.4086"
"38.6990","15.4582","18.4337"
"38.7770","15.4889","18.4591"
"38.8730","15.5274","18.4843"
"38.9100","15.5422","18.5098"
"39.0070","15.5812","18.5350"
"39.0470","15.5969","18.5606"
"39.1290","15.6300","18.5857"
"39.1980","15.6570","18.6109"
"39.2470","15.6772","18.6361"
"39.3240","15.7076","18.6617"
"39.4240","15.7477","18.6859"
"39.4630","15.7634","18.7109"
"39.5560","15.8007","18.7364"
"39.6000","15.8183","18.7614"
"39.6850","15.8526","18.7867"
"39.7350","15.8724","18.8118"
"39.8300","15.9101","18.8370"
"39.8820","15.9309","18.8620"
"39.9560","15.9607","18.8871"
"40.0180","15.9853","18.9124"
"40.1000","16.0182","18.9375"
"40.1500","16.0384","18.9626"
"40.2350","16.0724","18.9878"
"40.2860","16.0926","19.0130"
"40.3760","16.1285","19.0383"
"40.4310","16.1508","19.0633"
"40.4830","16.1722","19.0884"
"40.5800","16.2101","19.1136"
"40.6590","16.2414","19.1386"
"40.7000","16.2579","19.1639"
"40.7890","16.2935","19.1894"
"40.8290","16.3098","19.2145"
"40.9290","16.3495","19.2394"
"40.9640","16.3639","19.2645"
"41.0360","16.3930","19.2895"
"41.1160","16.4247","19.3147"
"41.1880","16.4538","19.3398"
"41.2610","16.4828","19.3650"
"41.3410","16.5143","19.3902"
"41.3940","16.5358","19.4155"
"41.4710","16.5665","19.4409"
"41.5350","16.5922","19.4663"
"41.6140","16.6234","19.4915"
"41.6720","16.6472","19.5167"
"41.7520","16.6784","19.5421"
"41.8110","16.7026","19.5676"
"41.8810","16.7306","19.5927"
"41.9420","16.7551","19.6184"
"42.0280","16.7892","19.6438"
"42.0910","16.8145","19.6689"
"42.1700","16.8453","19.6945"
"42.2170","16.8650","19.7195"
"42.2990","16.8975","19.7447"
"42.3550","16.9199","19.7699"
"42.4380","16.9530","19.7955"
"42.5060","16.9803","19.8206"
"42.5780","17.0095","19.8457"
"42.6270","17.0294","19.8707"
"42.7090","17.0618","19.8965"
"42.7770","17.0892","19.9215"
"42.8530","17.1190","19.9469"
"42.9240","17.1476","19.9724"
"42.9910","17.1743","19.9978"
"43.0490","17.1979","20.0231"
"43.1250","17.2280","20.0486"
"43.1890","17.2538","20.0738"
"43.2670","17.2845","20.0995"
"43.3360","17.3128","20.1250"
"43.4010","17.3385","20.1503"
"43.4620","17.3635","20.1754"
"43.5360","17.3923","20.2007"
"43.6090","17.4218","20.2262"
"43.6820","17.4504","20.2517"
"43.7360","17.4728","20.2770"
"43.8140","17.5037","20.3020"
"43.8740","17.5281","20.3274"
"43.9510","17.5583","20.3526"
"44.0050","17.5804","20.3712"
